Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,
LTBQ885,BUILDING,BUILDING,404417.376N,0300917.275E,442.02,34.45,NO,,NO,,
LTBQ886,BUILDING,BUILDING,404417.906N,0300917.488E,434.73,24.60,NO,,NO,,
LTBQ887,BUILDING,BUILDING,404418.308N,0300917.694E,424.88,14.76,NO,,NO,,
LTBQ888,BUILDING,BUILDING,404418.817N,0300917.820E,444.57,34.45,NO,,NO,,
LTBQ889,BUILDING,BUILDING,404419.697N,0300917.744E,438.10,24.60,NO,,NO,,
LTBQ890,BUILDING,BUILDING,404420.310N,0300918.033E,452.22,34.45,NO,,NO,,
LTBQ891,BUILDING,BUILDING,404419.492N,0300916.123E,436.70,24.60,NO,,NO,,
LTBQ892,BUILDING,BUILDING,404415.605N,0300920.777E,437.47,24.60,NO,,NO,,
LTBQ893,BUILDING,BUILDING,404421.302N,0300919.350E,462.20,34.45,NO,,NO,,
LTBQ894,BUILDING,BUILDING,404437.168N,0300947.995E,558.82,14.76,NO,,NO,,
LTBQ895,BUILDING,BUILDING,404412.649N,0300837.700E,383.52,34.45,NO,,NO,,
LTBQ896,BUILDING,BUILDING,404411.176N,0300836.912E,340.32,14.76,NO,,NO,,
LTBQ897,BUILDING,BUILDING,404412.328N,0300846.036E,345.60,44.29,NO,,NO,,
LTBQ898,BUILDING,BUILDING,404404.554N,0300857.351E,336.30,24.60,NO,,NO,,
LTBQ899,BUILDING,BUILDING,404403.396N,0300856.979E,333.85,24.60,NO,,NO,,
LTBQ900,BUILDING,BUILDING,404403.026N,0300856.454E,332.43,24.60,NO,,NO,,
LTBQ901,BUILDING,BUILDING,404407.608N,0300857.904E,346.14,34.45,NO,,NO,,
LTBQ902,BUILDING,BUILDING,404406.932N,0300857.517E,336.30,24.60,NO,,NO,,
LTBQ903,BUILDING,BUILDING,404406.497N,0300857.045E,336.30,24.60,NO,,NO,,
LTBQ904,BUILDING,BUILDING,404406.733N,0300856.446E,336.30,24.60,NO,,NO,,
LTBQ905,BUILDING,BUILDING,404405.631N,0300856.643E,336.30,24.60,NO,,NO,,
LTBQ906,BUILDING,BUILDING,404405.048N,0300855.773E,336.30,24.60,NO,,NO,,
LTBQ907,BUILDING,BUILDING,404404.653N,0300855.345E,336.30,24.60,NO,,NO,,
LTBQ908,BUILDING,BUILDING,404405.227N,0300853.871E,333.39,24.60,NO,,NO,,
LTBQ909,BUILDING,BUILDING,404403.503N,0300853.867E,341.67,34.45,NO,,NO,,
LTBQ910,BUILDING,BUILDING,404401.809N,0300856.872E,335.02,34.45,NO,,NO,,
LTBQ911,BUILDING,BUILDING,404402.298N,0300854.588E,329.23,24.60,NO,,NO,,
LTBQ912,BUILDING,BUILDING,404401.027N,0300852.556E,329.74,34.45,NO,,NO,,
LTBQ913,BUILDING,BUILDING,404413.541N,0300845.375E,355.82,24.60,NO,,NO,,
LTBQ914,BUILDING,BUILDING,404413.227N,0300845.056E,352.97,24.60,NO,,NO,,
LTBQ915,BUILDING,BUILDING,404411.112N,0300838.409E,335.91,14.76,NO,,NO,,
LTBQ916,BUILDING,BUILDING,404410.812N,0300839.575E,338.92,24.60,NO,,NO,,
LTBQ917,BUILDING,BUILDING,404411.297N,0300838.638E,350.76,24.60,NO,,NO,,
LTBQ918,BUILDING,BUILDING,404413.071N,0300844.655E,344.86,14.76,NO,,NO,,
LTBQ919,BUILDING,BUILDING,404358.283N,0300752.744E,329.74,34.45,NO,,NO,,
LTBQ920,BUILDING,BUILDING,404406.028N,0300745.133E,329.74,34.45,NO,,NO,,
LTBQ921,BUILDING,BUILDING,404405.293N,0300744.612E,329.74,34.45,NO,,NO,,
LTBQ922,BUILDING,BUILDING,404407.635N,0300736.120E,319.89,24.60,NO,,NO,,
LTBQ923,BUILDING,BUILDING,404403.820N,0300745.252E,329.74,34.45,NO,,NO,,
LTBQ924,BUILDING,BUILDING,404400.207N,0300743.432E,329.74,34.45,NO,,NO,,
LTBQ925,BUILDING,BUILDING,404401.558N,0300735.662E,319.89,24.60,NO,,NO,,
LTBQ926,BUILDING,BUILDING,404400.772N,0300735.389E,319.89,24.60,NO,,NO,,
LTBQ927,BUILDING,BUILDING,404359.577N,0300733.671E,318.49,24.60,NO,,NO,,
LTBQ928,BUILDING,BUILDING,404400.355N,0300733.939E,319.89,24.60,NO,,NO,,
LTBQ929,BUILDING,BUILDING,404401.189N,0300732.417E,315.20,24.60,NO,,NO,,
LTBQ930,BUILDING,BUILDING,404406.041N,0300736.005E,319.89,24.60,NO,,NO,,
LTBQ931,BUILDING,BUILDING,404406.259N,0300735.729E,329.74,34.45,NO,,NO,,
LTBQ932,BUILDING,BUILDING,404404.757N,0300735.466E,319.89,24.60,NO,,NO,,
LTBQ933,BUILDING,BUILDING,404403.645N,0300735.301E,319.89,24.60,NO,,NO,,
LTBQ934,BUILDING,BUILDING,404402.961N,0300733.136E,319.89,24.60,NO,,NO,,
LTBQ935,BUILDING,BUILDING,404403.677N,0300733.346E,319.89,24.60,NO,,NO,,
LTBQ936,BUILDING,BUILDING,404404.081N,0300733.748E,319.89,24.60,NO,,NO,,
LTBQ937,BUILDING,BUILDING,404405.486N,0300734.214E,319.89,24.60,NO,,NO,,
LTBQ938,BUILDING,BUILDING,404405.570N,0300732.971E,329.74,34.45,NO,,NO,,
LTBQ939,BUILDING,BUILDING,404402.664N,0300732.021E,313.72,24.60,NO,,NO,,
LTBQ940,BUILDING,BUILDING,404401.868N,0300734.482E,329.74,34.45,NO,,NO,,
LTBQ941,BUILDING,BUILDING,404402.200N,0300733.827E,319.89,24.60,NO,,NO,,
LTBQ942,BUILDING,BUILDING,404404.220N,0300748.061E,329.74,34.45,NO,,NO,,
LTBQ943,BUILDING,BUILDING,404404.804N,0300746.963E,329.74,34.45,NO,,NO,,
LTBQ944,BUILDING,BUILDING,404357.970N,0300750.021E,328.77,34.45,NO,,NO,,
LTBQ945,BUILDING,BUILDING,404359.950N,0300756.822E,329.74,34.45,NO,,NO,,
LTBQ946,BUILDING,BUILDING,404356.411N,0300757.164E,329.74,34.45,NO,,NO,,
LTBQ947,BUILDING,BUILDING,404357.642N,0300758.148E,329.74,34.45,NO,,NO,,
LTBQ948,BUILDING,BUILDING,404355.518N,0300757.383E,338.60,44.29,NO,,NO,,
LTBQ949,BUILDING,BUILDING,404356.472N,0300800.909E,329.74,34.45,NO,,NO,,
LTBQ950,BUILDING,BUILDING,404414.405N,0300904.570E,383.62,34.45,NO,,NO,,
LTBQ951,BUILDING,BUILDING,404412.168N,0300903.485E,362.93,24.60,NO,,NO,,
LTBQ952,BUILDING,BUILDING,404413.195N,0300906.160E,385.51,24.60,NO,,NO,,
LTBQ953,BUILDING,BUILDING,404412.749N,0300905.419E,379.74,24.60,NO,,NO,,
LTBQ954,BUILDING,BUILDING,404412.573N,0300904.818E,376.00,24.60,NO,,NO,,
LTBQ955,BUILDING,BUILDING,404413.553N,0300904.664E,385.82,34.45,NO,,NO,,
LTBQ956,BUILDING,BUILDING,404413.811N,0300909.788E,402.09,24.60,NO,,NO,,
LTBQ957,BUILDING,BUILDING,404413.933N,0300908.675E,408.29,34.45,NO,,NO,,
LTBQ958,BUILDING,BUILDING,404413.166N,0300907.758E,399.90,34.45,NO,,NO,,
LTBQ959,BUILDING,BUILDING,404412.858N,0300908.673E,401.71,34.45,NO,,NO,,
LTBQ960,BUILDING,BUILDING,404412.152N,0300907.743E,385.51,24.60,NO,,NO,,
LTBQ961,BUILDING,BUILDING,404414.117N,0300912.236E,412.70,24.60,NO,,NO,,
LTBQ962,BUILDING,BUILDING,404411.556N,0300910.124E,388.98,34.45,NO,,NO,,
LTBQ963,BUILDING,BUILDING,404410.998N,0300905.692E,369.98,24.60,NO,,NO,,
LTBQ964,BUILDING,BUILDING,404411.113N,0300904.050E,363.82,24.60,NO,,NO,,
LTBQ965,BUILDING,BUILDING,404411.321N,0300904.452E,367.01,24.60,NO,,NO,,
LTBQ966,BUILDING,BUILDING,404414.202N,0300915.799E,409.95,24.60,NO,,NO,,
LTBQ967,BUILDING,BUILDING,404413.760N,0300914.337E,410.06,24.60,NO,,NO,,
LTBQ968,BUILDING,BUILDING,404414.777N,0300909.327E,395.41,14.76,NO,,NO,,
LTBQ969,BUILDING,BUILDING,404347.411N,0300833.480E,344.97,34.45,NO,,NO,,
LTBQ970,BUILDING,BUILDING,404347.242N,0300832.741E,346.14,34.45,NO,,NO,,
LTBQ971,BUILDING,BUILDING,404347.215N,0300832.216E,341.72,34.45,NO,,NO,,
LTBQ972,BUILDING,BUILDING,404344.878N,0300806.244E,329.74,34.45,NO,,NO,,
LTBQ973,BUILDING,BUILDING,404351.178N,0300812.169E,329.74,34.45,NO,,NO,,
LTBQ974,BUILDING,BUILDING,404346.452N,0300814.059E,329.74,34.45,NO,,NO,,
LTBQ975,BUILDING,BUILDING,404406.772N,0300900.170E,346.14,34.45,NO,,NO,,
LTBQ976,BUILDING,BUILDING,404413.910N,0300832.848E,368.81,34.45,NO,,NO,,
LTBQ977,PLANT-HOUSE,BUILDING,404553.178N,0300823.431E,459.13,14.76,NO,,NO,,
LTBQ978,PLANT-HOUSE,BUILDING,404418.225N,0300908.107E,386.32,14.76,NO,,NO,,
LTBQ979,PLANT-HOUSE,BUILDING,404553.354N,0300823.870E,456.66,14.76,NO,,NO,,
LTBQ980,BUILDING,BUILDING,404546.182N,0300814.745E,410.48,14.76,NO,,NO,,
LTBQ981,BUILDING,BUILDING,404545.967N,0300814.850E,412.94,14.76,NO,,NO,,
LTBQ982,BUILDING,BUILDING,404546.387N,0300814.682E,411.63,14.76,NO,,NO,,
LTBQ983,BUILDING,BUILDING,404547.500N,0300815.070E,414.76,14.76,NO,,NO,,
LTBQ984,BUILDING,BUILDING,404546.665N,0300815.080E,414.68,14.76,NO,,NO,,
LTBQ985,BUILDING,BUILDING,404552.553N,0300817.149E,442.61,14.76,NO,,NO,,
LTBQ986,BUILDING,BUILDING,404547.179N,0300815.093E,414.88,14.76,NO,,NO,,
LTBQ987,BUILDING,BUILDING,404550.174N,0300817.310E,432.91,14.76,NO,,NO,,
LTBQ988,BUILDING,BUILDING,404548.836N,0300815.935E,419.44,14.76,NO,,NO,,
LTBQ989,BUILDING,BUILDING,404548.740N,0300816.459E,424.16,14.76,NO,,NO,,
LTBQ990,BUILDING,BUILDING,404551.676N,0300824.938E,456.00,14.76,NO,,NO,,
LTBQ991,BUILDING,BUILDING,404551.857N,0300824.285E,464.05,14.76,NO,,NO,,
LTBQ992,BUILDING,BUILDING,404554.341N,0300818.812E,449.49,14.76,NO,,NO,,
LTBQ993,BUILDING,BUILDING,404537.632N,0300820.369E,525.60,34.45,NO,,NO,,
LTBQ994,BUILDING,BUILDING,404530.686N,0300859.508E,754.46,14.76,NO,,NO,,
LTBQ995,BUILDING,BUILDING,404530.498N,0300859.788E,756.36,14.76,NO,,NO,,
LTBQ996,BUILDING,BUILDING,404553.857N,0300820.343E,464.52,24.60,NO,,NO,,
LTBQ997,BUILDING,BUILDING,404553.594N,0300819.998E,465.12,24.60,NO,,NO,,
LTBQ998,BUILDING,BUILDING,404437.736N,0300948.558E,568.01,14.76,NO,,NO,,
LTBQ999,BUILDING,BUILDING,404152.063N,0300748.227E,440.81,24.60,NO,,NO,,
LTBQ1000,BUILDING,BUILDING,404148.977N,0300748.090E,510.04,34.45,NO,,NO,,
LTBQ1001,BUILDING,BUILDING,404139.612N,0300738.730E,560.01,44.29,NO,,NO,,
LTBQ1002,BUILDING,BUILDING,404142.158N,0300745.741E,623.19,34.45,NO,,NO,,
LTBQ1003,BUILDING,BUILDING,404505.953N,0300838.139E,737.21,14.76,NO,,NO,,
LTBQ1004,BUILDING,BUILDING,404505.212N,0300951.509E,778.49,14.76,NO,,NO,,
LTBQ1005,BUILDING,BUILDING,404505.445N,0300952.365E,782.66,14.76,NO,,NO,,
LTBQ1006,BUILDING,BUILDING,404505.588N,0300951.574E,780.79,14.76,NO,,NO,,
LTBQ1007,BUILDING,BUILDING,404504.249N,0300950.419E,768.47,14.76,NO,,NO,,
LTBQ1008,BUILDING,BUILDING,404504.434N,0300949.999E,763.60,14.76,NO,,NO,,
LTBQ1009,BUILDING,BUILDING,404505.869N,0300949.709E,766.11,14.76,NO,,NO,,
LTBQ1010,BUILDING,BUILDING,404520.165N,0300903.484E,764.62,14.76,NO,,NO,,
LTBQ1011,BUILDING,BUILDING,404520.230N,0300903.398E,764.62,14.76,NO,,NO,,
LTBQ1012,BUILDING,BUILDING,404447.896N,0300729.292E,330.91,14.76,NO,,NO,,
LTBQ1013,BUILDING,BUILDING,404438.125N,0300948.756E,571.20,14.76,NO,,NO,,
LTBQ1014,BUILDING,BUILDING,404425.170N,0300808.359E,330.34,14.76,NO,,NO,,
LTBQ1015,BUILDING,BUILDING,404424.764N,0300808.838E,332.22,14.76,NO,,NO,,
LTBQ1016,BUILDING,BUILDING,404424.677N,0300809.142E,334.60,14.76,NO,,NO,,
LTBQ1017,BUILDING,BUILDING,404423.715N,0300810.172E,338.67,14.76,NO,,NO,,
LTBQ1018,BUILDING,BUILDING,404423.892N,0300809.583E,333.56,14.76,NO,,NO,,
LTBQ1019,BUILDING,BUILDING,404423.991N,0300809.257E,330.13,14.76,NO,,NO,,
LTBQ1020,BUILDING,BUILDING,404423.207N,0300809.730E,331.35,14.76,NO,,NO,,
LTBQ1021,BUILDING,BUILDING,404423.019N,0300848.868E,427.01,34.45,NO,,NO,,
LTBQ1022,BUILDING,BUILDING,404417.131N,0300840.079E,438.01,44.29,NO,,NO,,
LTBQ1023,BUILDING,BUILDING,404419.206N,0300815.953E,328.98,14.76,NO,,NO,,
LTBQ1024,BUILDING,BUILDING,404419.900N,0300816.942E,338.33,14.76,NO,,NO,,
LTBQ1025,BUILDING,BUILDING,404420.221N,0300817.323E,342.86,14.76,NO,,NO,,
LTBQ1026,BUILDING,BUILDING,404415.783N,0300828.867E,333.71,14.76,NO,,NO,,
LTBQ1027,BUILDING,BUILDING,404416.147N,0300829.342E,337.31,14.76,NO,,NO,,
LTBQ1028,BUILDING,BUILDING,404420.304N,0300923.121E,457.02,14.76,NO,,NO,,
LTBQ1029,BUILDING,BUILDING,404418.438N,0300923.665E,441.29,14.76,NO,,NO,,
LTBQ1030,BUILDING,BUILDING,404417.600N,0300923.546E,441.29,14.76,NO,,NO,,
LTBQ1031,BUILDING,BUILDING,404417.771N,0300923.541E,441.29,14.76,NO,,NO,,
LTBQ1032,BUILDING,BUILDING,404419.647N,0300923.394E,458.64,24.60,NO,,NO,,
LTBQ1033,BUILDING,BUILDING,404419.550N,0300922.922E,444.55,14.76,NO,,NO,,
LTBQ1034,BUILDING,BUILDING,404419.759N,0300922.782E,445.87,14.76,NO,,NO,,
LTBQ1035,BUILDING,BUILDING,404418.293N,0300923.868E,441.29,14.76,NO,,NO,,
LTBQ1036,BUILDING,BUILDING,404416.312N,0300922.859E,441.29,14.76,NO,,NO,,
LTBQ1037,BUILDING,BUILDING,404420.195N,0300923.074E,454.72,14.76,NO,,NO,,
LTBQ1038,BUILDING,BUILDING,404415.752N,0300922.750E,436.40,14.76,NO,,NO,,
LTBQ1039,BUILDING,BUILDING,404420.354N,0300922.760E,451.93,14.76,NO,,NO,,
LTBQ1040,BUILDING,BUILDING,404420.154N,0300922.388E,447.12,14.76,NO,,NO,,
LTBQ1041,BUILDING,BUILDING,404419.774N,0300923.480E,459.62,24.60,NO,,NO,,
LTBQ1042,BUILDING,BUILDING,404419.481N,0300924.887E,453.34,14.76,NO,,NO,,
LTBQ1043,BUILDING,BUILDING,404415.245N,0300906.998E,382.35,14.76,NO,,NO,,
LTBQ1044,BUILDING,BUILDING,404415.292N,0300907.876E,387.06,14.76,NO,,NO,,
LTBQ1045,BUILDING,BUILDING,404415.084N,0300909.627E,397.84,14.76,NO,,NO,,
LTBQ1046,BUILDING,BUILDING,404418.620N,0300910.057E,401.44,14.76,NO,,NO,,
LTBQ1047,BUILDING,BUILDING,404420.155N,0300910.185E,399.10,14.76,NO,,NO,,
LTBQ1048,BUILDING,BUILDING,404415.172N,0300910.585E,402.66,14.76,NO,,NO,,
LTBQ1049,BUILDING,BUILDING,404416.055N,0300913.850E,417.57,14.76,NO,,NO,,
LTBQ1050,BUILDING,BUILDING,404417.742N,0300909.065E,395.17,14.76,NO,,NO,,
LTBQ1051,BUILDING,BUILDING,404416.787N,0300907.665E,386.22,14.76,NO,,NO,,
LTBQ1052,BUILDING,BUILDING,404416.840N,0300907.473E,384.23,14.76,NO,,NO,,
LTBQ1053,BUILDING,BUILDING,404416.449N,0300907.641E,386.91,14.76,NO,,NO,,
LTBQ1054,BUILDING,BUILDING,404415.308N,0300906.749E,381.18,14.76,NO,,NO,,
LTBQ1055,BUILDING,BUILDING,404416.213N,0300909.313E,398.53,14.76,NO,,NO,,
LTBQ1056,BUILDING,BUILDING,404414.908N,0300914.537E,411.77,14.76,NO,,NO,,
LTBQ1057,BUILDING,BUILDING,404416.336N,0300914.935E,419.70,14.76,NO,,NO,,
LTBQ1058,BUILDING,BUILDING,404417.792N,0300921.559E,440.92,14.76,NO,,NO,,
LTBQ1059,BUILDING,BUILDING,404416.552N,0300920.108E,430.78,24.60,NO,,NO,,
LTBQ1060,BUILDING,BUILDING,404419.961N,0300917.881E,430.36,14.76,NO,,NO,,
LTBQ1061,BUILDING,BUILDING,404419.189N,0300917.315E,425.01,14.76,NO,,NO,,
LTBQ1062,BUILDING,BUILDING,404418.176N,0300918.557E,424.88,14.76,NO,,NO,,
LTBQ1063,BUILDING,BUILDING,404417.955N,0300918.097E,424.88,14.76,NO,,NO,,
LTBQ1064,BUILDING,BUILDING,404411.333N,0300837.210E,342.70,14.76,NO,,NO,,
LTBQ1065,BUILDING,BUILDING,404410.894N,0300837.519E,335.45,14.76,NO,,NO,,
LTBQ1066,BUILDING,BUILDING,404403.925N,0300856.992E,336.30,24.60,NO,,NO,,
LTBQ1067,BUILDING,BUILDING,404411.480N,0300839.080E,342.98,14.76,NO,,NO,,
LTBQ1068,BUILDING,BUILDING,404411.099N,0300839.285E,337.22,14.76,NO,,NO,,
LTBQ1069,BUILDING,BUILDING,404410.971N,0300838.610E,335.61,14.76,NO,,NO,,
LTBQ1070,BUILDING,BUILDING,404411.622N,0300841.176E,337.41,14.76,NO,,NO,,
LTBQ1071,BUILDING,BUILDING,404410.981N,0300839.451E,333.15,14.76,NO,,NO,,
LTBQ1072,BUILDING,BUILDING,404411.113N,0300839.470E,335.75,14.76,NO,,NO,,
LTBQ1073,BUILDING,BUILDING,404412.502N,0300843.488E,342.66,14.76,NO,,NO,,
LTBQ1074,BUILDING,BUILDING,404412.075N,0300842.530E,341.00,14.76,NO,,NO,,
LTBQ1075,BUILDING,BUILDING,404412.292N,0300843.087E,342.72,14.76,NO,,NO,,
LTBQ1076,BUILDING,BUILDING,404400.068N,0300733.834E,319.43,24.60,NO,,NO,,
LTBQ1077,BUILDING,BUILDING,404359.511N,0300735.036E,319.89,24.60,NO,,NO,,
LTBQ1078,BUILDING,BUILDING,404414.061N,0300911.755E,399.22,14.76,NO,,NO,,
LTBQ1079,BUILDING,BUILDING,404413.580N,0300910.992E,392.15,14.76,NO,,NO,,
LTBQ1080,BUILDING,BUILDING,404413.619N,0300905.002E,387.77,34.45,NO,,NO,,
LTBQ1081,BUILDING,BUILDING,404412.525N,0300907.654E,376.00,14.76,NO,,NO,,
LTBQ1082,BUILDING,BUILDING,404413.134N,0300908.238E,381.78,14.76,NO,,NO,,
LTBQ1083,BUILDING,BUILDING,404413.398N,0300907.457E,380.48,14.76,NO,,NO,,
LTBQ1084,BUILDING,BUILDING,404413.885N,0300911.145E,395.16,14.76,NO,,NO,,
LTBQ1085,BUILDING,BUILDING,404414.568N,0300914.499E,410.07,14.76,NO,,NO,,
LTBQ1086,BUILDING,BUILDING,404414.737N,0300914.482E,411.22,14.76,NO,,NO,,
LTBQ1087,BUILDING,BUILDING,404343.177N,0300843.236E,336.30,24.60,NO,,NO,,
LTBQ1088,BUILDING,BUILDING,404343.797N,0300843.218E,336.30,24.60,NO,,NO,,
LTBQ1089,BUILDING,BUILDING,404344.962N,0300836.653E,346.14,34.45,NO,,NO,,
LTBQ1090,BUILDING,BUILDING,404352.018N,0300805.025E,329.74,34.45,NO,,NO,,
LTBQ1091,BUILDING,BUILDING,404341.155N,0300842.756E,346.14,34.45,NO,,NO,,
LTBQ1092,BUILDING,BUILDING,404402.651N,0300736.081E,329.74,34.45,NO,,NO,,
LTBQ1093,BUILDING,BUILDING,404413.819N,0300915.048E,406.96,24.60,NO,,NO,,
LTBQ1094,BUILDING,BUILDING,404411.217N,0300836.230E,339.20,14.76,NO,,NO,,
LTBQ1095,BUILDING,BUILDING,404357.991N,0300746.783E,329.04,34.45,NO,,NO,,
LTBQ1096,BUILDING,BUILDING,404358.655N,0300748.277E,329.74,34.45,NO,,NO,,
LTBQ1097,BUILDING,BUILDING,404343.687N,0300847.835E,346.14,34.45,NO,,NO,,
LTBQ1098,BUILDING,BUILDING,404347.725N,0300840.253E,342.83,34.45,NO,,NO,,
LTBQ1099,BUILDING,BUILDING,404344.138N,0300838.334E,336.30,24.60,NO,,NO,,
LTBQ1100,BUILDING,BUILDING,404343.308N,0300835.280E,336.30,24.60,NO,,NO,,
LTBQ1101,BUILDING,BUILDING,404420.786N,0300911.491E,411.22,14.76,NO,,NO,,
LTBQ1102,BUILDING,BUILDING,404417.913N,0300921.084E,435.96,14.76,NO,,NO,,
LTBQ1103,BUILDING,BUILDING,404145.293N,0300734.667E,574.91,34.45,NO,,NO,,
LTBQ1104,BUILDING,BUILDING,404203.597N,0300725.374E,415.88,34.45,NO,,NO,,
LTBQ1105,BUILDING,BUILDING,404205.370N,0300725.052E,388.21,34.45,NO,,NO,,
LTBQ1106,BUILDING,BUILDING,404142.304N,0300755.419E,501.74,14.76,NO,,NO,,
LTBQ1107,BUILDING,BUILDING,404130.771N,0300800.583E,646.31,34.45,NO,,NO,,
LTBQ1108,BUILDING,BUILDING,404127.670N,0300802.649E,720.45,34.45,NO,,NO,,
LTBQ1109,BUILDING,BUILDING,404206.597N,0300729.877E,352.00,34.45,NO,,NO,,
LTBQ1110,BUILDING,BUILDING,404207.315N,0300731.260E,339.59,34.45,NO,,NO,,
LTBQ1111,BUILDING,BUILDING,404203.927N,0300737.743E,377.85,34.45,NO,,NO,,
LTBQ1112,BUILDING,BUILDING,404202.099N,0300731.203E,423.95,34.45,NO,,NO,,
LTBQ1113,BUILDING,BUILDING,404201.613N,0300732.944E,419.55,34.45,NO,,NO,,
LTBQ1114,BUILDING,BUILDING,404202.433N,0300732.956E,411.13,34.45,NO,,NO,,
LTBQ1115,BUILDING,BUILDING,404202.219N,0300733.661E,420.12,44.29,NO,,NO,,
LTBQ1116,BUILDING,BUILDING,404202.469N,0300735.898E,389.86,24.60,NO,,NO,,
LTBQ1117,BUILDING,BUILDING,404132.862N,0300754.232E,665.04,34.45,NO,,NO,,
LTBQ1118,BUILDING,BUILDING,404132.578N,0300755.232E,662.52,34.45,NO,,NO,,
LTBQ1119,BUILDING,BUILDING,404134.314N,0300758.450E,624.90,34.45,NO,,NO,,
LTBQ1120,BUILDING,BUILDING,404130.821N,0300755.052E,686.07,34.45,NO,,NO,,
LTBQ1121,BUILDING,BUILDING,404136.129N,0300803.436E,537.98,14.76,NO,,NO,,
LTBQ1122,BUILDING,BUILDING,404136.528N,0300803.044E,536.98,14.76,NO,,NO,,
LTBQ1123,BUILDING,BUILDING,404130.644N,0300758.418E,663.24,34.45,NO,,NO,,
LTBQ1124,BUILDING,BUILDING,404202.681N,0300737.051E,374.93,14.76,NO,,NO,,
LTBQ1125,BUILDING,BUILDING,404209.004N,0300736.714E,337.34,34.45,NO,,NO,,
LTBQ1126,BUILDING,BUILDING,404207.825N,0300739.582E,354.76,34.45,NO,,NO,,
LTBQ1127,BUILDING,BUILDING,404204.431N,0300739.593E,381.74,34.45,NO,,NO,,
LTBQ1128,BUILDING,BUILDING,404203.748N,0300740.008E,399.65,44.29,NO,,NO,,
LTBQ1129,BUILDING,BUILDING,404201.364N,0300741.168E,407.15,34.45,NO,,NO,,
LTBQ1130,BUILDING,BUILDING,404201.110N,0300741.855E,397.47,24.60,NO,,NO,,
LTBQ1131,BUILDING,BUILDING,404200.034N,0300742.612E,387.27,14.76,NO,,NO,,
LTBQ1132,BUILDING,BUILDING,404202.364N,0300741.401E,400.94,34.45,NO,,NO,,
LTBQ1133,BUILDING,BUILDING,404201.770N,0300741.958E,393.28,24.60,NO,,NO,,
LTBQ1134,BUILDING,BUILDING,404201.642N,0300742.427E,382.92,14.76,NO,,NO,,
LTBQ1135,BUILDING,BUILDING,404201.927N,0300745.081E,387.67,34.45,NO,,NO,,
LTBQ1136,BUILDING,BUILDING,404206.273N,0300742.098E,371.41,34.45,NO,,NO,,
LTBQ1137,BUILDING,BUILDING,404159.975N,0300743.778E,391.30,24.60,NO,,NO,,
LTBQ1138,BUILDING,BUILDING,404201.328N,0300727.250E,436.09,34.45,NO,,NO,,
LTBQ1139,BUILDING,BUILDING,404202.549N,0300727.558E,424.64,34.45,NO,,NO,,
LTBQ1140,BUILDING,BUILDING,404203.609N,0300727.835E,409.75,34.45,NO,,NO,,
LTBQ1141,BUILDING,BUILDING,404202.268N,0300725.770E,430.44,34.45,NO,,NO,,
LTBQ1142,BUILDING,BUILDING,404150.295N,0300730.225E,533.39,44.29,NO,,NO,,
LTBQ1143,BUILDING,BUILDING,404154.524N,0300729.680E,497.96,44.29,NO,,NO,,
LTBQ1144,BUILDING,BUILDING,404157.620N,0300729.779E,466.88,34.45,NO,,NO,,
LTBQ1145,BUILDING,BUILDING,404141.407N,0300726.495E,709.66,34.45,NO,,NO,,
LTBQ1146,BUILDING,BUILDING,404144.810N,0300726.973E,641.41,34.45,NO,,NO,,
LTBQ1147,BUILDING,BUILDING,404148.984N,0300726.400E,543.54,34.45,NO,,NO,,
LTBQ1148,BUILDING,BUILDING,404148.767N,0300725.615E,552.13,34.45,NO,,NO,,
LTBQ1149,BUILDING,BUILDING,404148.547N,0300724.811E,559.77,34.45,NO,,NO,,
LTBQ1150,BUILDING,BUILDING,404148.489N,0300723.925E,568.38,34.45,NO,,NO,,
LTBQ1151,BUILDING,BUILDING,404148.506N,0300723.072E,571.34,34.45,NO,,NO,,
LTBQ1152,BUILDING,BUILDING,404148.863N,0300722.304E,568.60,34.45,NO,,NO,,
LTBQ1153,BUILDING,BUILDING,404149.514N,0300722.816E,556.94,34.45,NO,,NO,,
LTBQ1154,BUILDING,BUILDING,404150.104N,0300723.143E,547.34,34.45,NO,,NO,,
LTBQ1155,BUILDING,BUILDING,404150.666N,0300723.696E,547.58,44.29,NO,,NO,,
LTBQ1156,BUILDING,BUILDING,404150.388N,0300724.637E,537.55,34.45,NO,,NO,,
LTBQ1157,BUILDING,BUILDING,404150.149N,0300725.460E,534.46,34.45,NO,,NO,,
LTBQ1158,BUILDING,BUILDING,404149.965N,0300726.243E,530.95,34.45,NO,,NO,,
LTBQ1159,BUILDING,BUILDING,404149.749N,0300727.028E,526.17,34.45,NO,,NO,,
LTBQ1160,BUILDING,BUILDING,404149.521N,0300727.826E,526.77,34.45,NO,,NO,,
LTBQ1161,BUILDING,BUILDING,404150.122N,0300720.495E,555.31,34.45,NO,,NO,,
LTBQ1162,BUILDING,BUILDING,404152.172N,0300719.054E,538.16,34.45,NO,,NO,,
LTBQ1163,BUILDING,BUILDING,404142.210N,0300727.468E,695.75,34.45,NO,,NO,,
LTBQ1164,BUILDING,BUILDING,404154.472N,0300729.116E,488.93,34.45,NO,,NO,,
