Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude ( N ),Longitude ( E ),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,SURVEY_DATE
700761,TERRAIN,NATURAL_HIGHPOINT,411359.6296N,0284203.0100E,577.9,0.0,NO,,NO,1.07.2021
700762,TERRAIN,NATURAL_HIGHPOINT,411443.1947N,0284714.3394E,501.6,0.0,NO,,NO,1.07.2021
700763,TERRAIN,NATURAL_HIGHPOINT,411357.2478N,0284635.6499E,529.6,0.0,NO,,NO,1.07.2021
700764,TERRAIN,NATURAL_HIGHPOINT,411655.5948N,0284212.2253E,363.0,0.0,NO,,NO,1.07.2021
700767,TERRAIN,NATURAL_HIGHPOINT,411513.6591N,0284652.9780E,529.8,0.0,NO,,NO,1.07.2021
700768,TERRAIN,NATURAL_HIGHPOINT,411456.8709N,0284618.0741E,488.6,0.0,NO,,NO,1.07.2021
700773,STREETLIGHT,POLE,411447.7274N,0284144.7469E,566.2,49.2,NO,,NO,1.07.2021
700775,STREETLIGHT,POLE,411516.5355N,0284222.9862E,387.0,47.5,NO,,NO,1.07.2022
700776,STREETLIGHT,POLE,411532.9013N,0284222.7340E,360.4,14.8,NO,,NO,1.07.2022
700777,STREETLIGHT,POLE,411538.7318N,0284222.6193E,346.7,14.6,NO,,NO,1.07.2022
700778,STREETLIGHT,POLE,411530.9556N,0284222.7758E,352.6,15.1,NO,,NO,1.07.2022
700779,STREETLIGHT,POLE,411536.7886N,0284222.6609E,353.6,13.3,NO,,NO,1.07.2022
700780,STREETLIGHT,POLE,411540.6750N,0284222.5853E,338.0,15.3,NO,,NO,1.07.2022
700781,STREETLIGHT,POLE,411534.8405N,0284222.7020E,358.0,12.7,NO,,NO,1.07.2022
700782,STREETLIGHT,POLE,411515.8941N,0284223.9489E,387.2,47.1,NO,,NO,1.07.2022
700783,STREETLIGHT,POLE,411515.2545N,0284224.9102E,387.8,47.3,NO,,NO,1.07.2022
700784,STREETLIGHT,POLE,411514.6080N,0284225.8799E,388.1,47.1,NO,,NO,1.07.2022
700785,APPROACH_LIGHTS_34L,POLE,411534.9565N,0284227.0504E,346.4,20.4,NO,,NO,1.07.2022
700786,APPROACH_LIGHTS_34L,POLE,411533.0207N,0284227.0888E,349.1,23.7,NO,,NO,1.07.2022
700787,APPROACH_LIGHTS_34L,POLE,411529.1319N,0284227.1676E,354.8,37.6,NO,,NO,1.07.2022
700788,APPROACH_LIGHTS_34L,POLE,411532.0441N,0284227.1108E,350.5,26.1,NO,,NO,1.07.2022
700789,APPROACH_LIGHTS_34L,POLE,411531.0771N,0284227.1313E,351.9,28.7,NO,,NO,1.07.2022
700790,APPROACH_LIGHTS_34L,POLE,411533.9876N,0284227.0740E,347.6,22.1,NO,,NO,1.07.2022
700791,APPROACH_LIGHTS_34L,POLE,411530.1067N,0284227.1511E,353.4,31.4,NO,,NO,1.07.2022
700792,APPROACH_LIGHTS_34L,POLE,411537.8780N,0284226.9979E,341.6,15.5,NO,,NO,1.07.2022
700793,APPROACH_LIGHTS_34L,POLE,411536.9077N,0284227.0171E,343.3,17.4,NO,,NO,1.07.2022
700794,APPROACH_LIGHTS_34L,POLE,411535.9337N,0284227.0372E,344.7,19.0,NO,,NO,1.07.2022
700795,STREETLIGHT,POLE,411512.0283N,0284229.7584E,380.6,47.2,NO,,NO,1.07.2022
700796,STREETLIGHT,POLE,411511.3859N,0284230.7266E,376.7,47.3,NO,,NO,1.07.2022
700797,APPROACH_LIGHTS_34R,POLE,411531.1750N,0284236.1459E,351.8,41.8,NO,,NO,1.07.2022
700798,APPROACH_LIGHTS_34R,POLE,411533.1181N,0284236.1092E,349.0,38.2,NO,,NO,1.07.2022
700799,APPROACH_LIGHTS_34R,POLE,411532.1507N,0284236.1298E,350.5,40.1,NO,,NO,1.07.2022
700800,APPROACH_LIGHTS_34R,POLE,411537.0075N,0284236.0372E,343.2,31.9,NO,,NO,1.07.2022
700801,APPROACH_LIGHTS_34R,POLE,411537.9834N,0284236.0187E,341.6,29.8,NO,,NO,1.07.2022
700802,APPROACH_LIGHTS_34R,POLE,411529.2278N,0284236.1923E,354.7,45.8,NO,,NO,1.07.2022
700803,APPROACH_LIGHTS_34R,POLE,411534.0903N,0284236.0976E,347.6,36.7,NO,,NO,1.07.2022
700804,APPROACH_LIGHTS_34R,POLE,411536.0352N,0284236.0603E,344.6,33.1,NO,,NO,1.07.2022
700805,APPROACH_LIGHTS_34R,POLE,411535.0626N,0284236.0800E,346.1,34.8,NO,,NO,1.07.2022
700806,STREETLIGHT,POLE,411759.7615N,0284239.1603E,223.3,14.8,NO,,NO,1.07.2022
700807,STREETLIGHT,POLE,411544.0448N,0284243.2580E,337.0,24.7,NO,,NO,1.07.2022
700808,STREETLIGHT,POLE,411800.6748N,0284323.4979E,207.9,15.3,NO,,NO,1.07.2022
700809,APPROACH_LIGHTS_17L,POLE,411814.2565N,0284336.9848E,222.9,43.5,NO,,NO,1.07.2022
700810,APPROACH_LIGHTS_17L,POLE,411815.2293N,0284336.9673E,224.4,41.9,NO,,NO,1.07.2022
700811,IT_MAST,POLE,411618.5897N,0284443.4302E,341.4,65.6,YES,RED,NO,1.07.2022
700812,UTILITY_POLE,POLE,411428.5011N,0284454.3031E,482.5,27.1,NO,,NO,1.07.2022
700813,UTILITY_POLE,POLE,411427.5936N,0284458.4761E,517.6,34.3,NO,,NO,1.07.2022
700814,UTILITY_POLE,POLE,411427.7369N,0284500.4595E,514.6,34.9,NO,,NO,1.07.2022
700815,UTILITY_POLE,POLE,411426.0761N,0284505.0809E,470.8,35.2,NO,,NO,1.07.2022
700816,UTILITY_POLE,POLE,411426.1682N,0284509.9186E,470.9,41.3,NO,,NO,1.07.2022
700817,UTILITY_POLE,POLE,411426.2471N,0284513.9780E,464.9,41.3,NO,,NO,1.07.2022
700818,STREETLIGHT,POLE,411731.6114N,0284517.4930E,232.7,27.7,NO,,NO,1.07.2022
700819,STREETLIGHT,POLE,411732.5928N,0284517.4823E,231.0,26.4,NO,,NO,1.07.2022
700820,STREETLIGHT,POLE,411735.0060N,0284518.3037E,235.9,26.7,NO,,NO,1.07.2022
700821,PARATONNERRE,ANTENNA,411533.6742N,0284521.6900E,321.6,13.9,NO,,NO,1.07.2022
700822,LLZ_18,NAVAID,411533.7294N,0284522.7103E,321.7,11.1,YES,RED,NO,1.07.2022
700823,LLZ_18,NAVAID,411533.7306N,0284522.8210E,321.8,11.1,YES,RED,NO,1.07.2022
700824,LLZ_18,NAVAID,411533.7314N,0284522.9260E,321.8,11.2,YES,RED,NO,1.07.2022
700825,LLZ_18,NAVAID,411533.7325N,0284523.0315E,321.8,11.2,YES,RED,NO,1.07.2022
700826,LLZ_18,NAVAID,411533.7338N,0284523.1367E,321.8,11.2,YES,RED,NO,1.07.2022
700827,LLZ_18,NAVAID,411533.7351N,0284523.2420E,321.8,11.2,YES,RED,NO,1.07.2022
700828,APPROACH_LIGHTS_36,POLE,411519.7576N,0284523.5659E,343.2,52.2,NO,,NO,1.07.2022
700829,LLZ_18,NAVAID,411533.7362N,0284523.3479E,321.8,11.2,YES,RED,NO,1.07.2022
700830,LLZ_18,NAVAID,411533.7380N,0284523.4531E,321.8,11.2,YES,RED,NO,1.07.2022
700831,APPROACH_LIGHTS_36,POLE,411524.6272N,0284523.6384E,337.0,28.5,NO,,NO,1.07.2022
700832,LLZ_18,NAVAID,411533.7381N,0284523.5574E,321.7,11.1,YES,RED,NO,1.07.2022
700833,APPROACH_LIGHTS_36,POLE,411529.4905N,0284523.7074E,328.7,20.0,NO,,NO,1.07.2022
700834,APPROACH_LIGHTS_36,POLE,411519.7640N,0284523.9178E,343.2,52.1,NO,,NO,1.07.2022
700835,LLZ_18,NAVAID,411533.7390N,0284523.6631E,321.8,11.2,YES,RED,NO,1.07.2022
700836,LLZ_18,NAVAID,411533.7402N,0284523.7677E,321.8,11.3,YES,RED,NO,1.07.2022
700837,APPROACH_LIGHTS_36,POLE,411524.6315N,0284523.9865E,336.1,27.4,NO,,NO,1.07.2022
700838,LLZ_18,NAVAID,411533.7414N,0284523.8742E,321.8,11.2,YES,RED,NO,1.07.2022
700839,APPROACH_LIGHTS_36,POLE,411519.7629N,0284524.1501E,343.3,52.1,NO,,NO,1.07.2022
700840,APPROACH_LIGHTS_36,POLE,411524.6330N,0284524.1029E,336.1,27.1,NO,,NO,1.07.2022
700841,APPROACH_LIGHTS_36,POLE,411529.4945N,0284524.0549E,328.6,20.0,NO,,NO,1.07.2022
700842,LLZ_18,NAVAID,411533.7431N,0284523.9783E,321.8,11.2,YES,RED,NO,1.07.2022
700843,LLZ_18,NAVAID,411533.7446N,0284524.0844E,321.8,11.2,YES,RED,NO,1.07.2022
700844,LLZ_18,NAVAID,411533.7454N,0284524.1901E,321.8,11.2,YES,RED,NO,1.07.2022
700845,LLZ_18,NAVAID,411533.7468N,0284524.2805E,321.7,11.2,YES,RED,NO,1.07.2022
700846,APPROACH_LIGHTS_36,POLE,411517.8336N,0284524.5941E,346.6,63.5,NO,,NO,1.07.2022
700847,APPROACH_LIGHTS_36,POLE,411520.7459N,0284524.5465E,342.1,46.6,NO,,NO,1.07.2022
700848,APPROACH_LIGHTS_36,POLE,411515.8818N,0284524.6395E,349.7,74.8,NO,,NO,1.07.2022
700849,APPROACH_LIGHTS_36,POLE,411525.6053N,0284524.4556E,334.4,25.4,NO,,NO,1.07.2022
700850,APPROACH_LIGHTS_36,POLE,411530.4706N,0284524.3636E,327.4,18.4,NO,,NO,1.07.2022
700851,APPROACH_LIGHTS_36,POLE,411528.5240N,0284524.4008E,330.4,21.0,NO,,NO,1.07.2022
700852,APPROACH_LIGHTS_36,POLE,411529.4990N,0284524.3824E,328.9,19.5,NO,,NO,1.07.2022
700853,APPROACH_LIGHTS_36,POLE,411519.7713N,0284524.5669E,343.7,52.4,NO,,NO,1.07.2022
700854,APPROACH_LIGHTS_36,POLE,411531.4383N,0284524.3458E,325.8,16.7,NO,,NO,1.07.2022
700855,APPROACH_LIGHTS_36,POLE,411524.6382N,0284524.4750E,336.4,27.0,NO,,NO,1.07.2022
700856,APPROACH_LIGHTS_36,POLE,411521.7163N,0284524.5307E,340.6,40.9,NO,,NO,1.07.2022
700857,APPROACH_LIGHTS_36,POLE,411532.4096N,0284524.3285E,324.5,15.1,NO,,NO,1.07.2022
700858,APPROACH_LIGHTS_36,POLE,411514.9123N,0284524.6604E,351.1,77.5,NO,,NO,1.07.2022
700859,APPROACH_LIGHTS_36,POLE,411527.5502N,0284524.4220E,331.8,22.4,NO,,NO,1.07.2022
700860,APPROACH_LIGHTS_36,POLE,411526.5787N,0284524.4404E,333.0,23.9,NO,,NO,1.07.2022
700861,APPROACH_LIGHTS_36,POLE,411533.3829N,0284524.3115E,322.9,13.5,NO,,NO,1.07.2022
700862,APPROACH_LIGHTS_36,POLE,411523.6623N,0284524.4960E,336.9,29.2,NO,,NO,1.07.2022
700863,APPROACH_LIGHTS_36,POLE,411518.7975N,0284524.5885E,345.1,57.9,NO,,NO,1.07.2022
700864,APPROACH_LIGHTS_36,POLE,411522.6883N,0284524.5155E,338.5,35.1,NO,,NO,1.07.2022
700865,APPROACH_LIGHTS_36,POLE,411516.8621N,0284524.6287E,348.3,69.2,NO,,NO,1.07.2022
700866,FFM_36,NAVAID,411533.6795N,0284524.3149E,331.6,21.1,YES,RED,NO,1.07.2022
700867,LLZ_18,NAVAID,411533.7465N,0284524.3512E,321.7,11.2,YES,RED,NO,1.07.2022
700868,LLZ_18,NAVAID,411533.7476N,0284524.4432E,321.7,11.2,YES,RED,NO,1.07.2022
700869,LLZ_18,NAVAID,411533.7486N,0284524.5479E,321.8,11.2,YES,RED,NO,1.07.2022
700870,APPROACH_LIGHTS_36,POLE,411519.7737N,0284524.9008E,343.4,52.1,NO,,NO,1.07.2022
700871,LLZ_18,NAVAID,411533.7509N,0284524.6549E,321.8,11.2,YES,RED,NO,1.07.2022
700872,APPROACH_LIGHTS_36,POLE,411529.5024N,0284524.7383E,328.7,19.6,NO,,NO,1.07.2022
700873,APPROACH_LIGHTS_36,POLE,411524.6416N,0284524.8763E,336.0,27.4,NO,,NO,1.07.2022
700874,LLZ_18,NAVAID,411533.7508N,0284524.7591E,321.8,11.2,YES,RED,NO,1.07.2022
700875,UTILITY_POLE,POLE,411449.0191N,0284525.6458E,375.6,46.6,NO,,NO,1.07.2022
700876,LLZ_18,NAVAID,411533.7521N,0284524.8648E,321.8,11.2,YES,RED,NO,1.07.2022
700877,APPROACH_LIGHTS_36,POLE,411524.6443N,0284525.1070E,336.0,27.4,NO,,NO,1.07.2022
700878,LLZ_18,NAVAID,411533.7536N,0284524.9694E,321.8,11.2,YES,RED,NO,1.07.2022
700879,APPROACH_LIGHTS_36,POLE,411519.7772N,0284525.2440E,343.6,52.3,NO,,NO,1.07.2022
700880,APPROACH_LIGHTS_36,POLE,411529.5043N,0284525.0851E,328.7,19.7,NO,,NO,1.07.2022
700881,LLZ_18,NAVAID,411533.7543N,0284525.0745E,321.8,11.2,YES,RED,NO,1.07.2022
700882,APPROACH_LIGHTS_36,POLE,411524.6463N,0284525.3388E,336.0,27.7,NO,,NO,1.07.2022
700883,LLZ_18,NAVAID,411533.7552N,0284525.1808E,321.7,11.3,YES,RED,NO,1.07.2022
700884,LLZ_18,NAVAID,411533.7558N,0284525.2852E,321.8,11.3,YES,RED,NO,1.07.2022
700885,APPROACH_LIGHTS_36,POLE,411519.7802N,0284525.5928E,343.6,52.4,NO,,NO,1.07.2022
700886,LLZ_18,NAVAID,411533.7591N,0284525.3915E,321.8,11.3,YES,RED,NO,1.07.2022
700887,LLZ_18,NAVAID,411533.7596N,0284525.4971E,321.7,11.3,YES,RED,NO,1.07.2022
700888,LLZ_18,NAVAID,411533.7599N,0284525.6008E,321.7,11.3,YES,RED,NO,1.07.2022
700889,LLZ_18,NAVAID,411533.7621N,0284525.7058E,321.7,11.3,YES,RED,NO,1.07.2022
700890,LLZ_18,NAVAID,411533.7632N,0284525.8124E,321.7,11.2,YES,RED,NO,1.07.2022
700891,LLZ_18,NAVAID,411533.7639N,0284525.9218E,321.8,11.3,YES,RED,NO,1.07.2022
700892,STREETLIGHT,POLE,411735.1223N,0284525.5414E,235.2,26.4,NO,,NO,1.07.2022
700893,STREETLIGHT,POLE,411734.5879N,0284527.1550E,235.7,25.9,NO,,NO,1.07.2022
700894,UTILITY_POLE,POLE,411450.7017N,0284530.4245E,372.4,44.2,NO,,NO,1.07.2022
700895,STREETLIGHT,POLE,411734.4940N,0284527.8725E,235.8,26.3,NO,,NO,1.07.2022
700896,STREETLIGHT,POLE,411734.2334N,0284528.3290E,234.5,26.0,NO,,NO,1.07.2022
700897,STREETLIGHT,POLE,411733.8275N,0284528.6166E,235.2,27.3,NO,,NO,1.07.2022
700898,STREETLIGHT,POLE,411728.4271N,0284528.7808E,226.7,15.1,NO,,NO,1.07.2022
700899,UTILITY_POLE,POLE,411452.8090N,0284534.3254E,372.4,45.6,NO,,NO,1.07.2022
700900,UTILITY_POLE,POLE,411455.1624N,0284538.1925E,373.3,46.6,NO,,NO,1.07.2022
700901,GNSS_MEASUREMENT_POINT,OTHER,411753.1705N,0284228.5983E,217.5,1.5,NO,,NO,17.05.2022
700902,GNSS_MEASUREMENT_POINT,OTHER,411558.4087N,0284239.6868E,317.6,1.5,NO,,NO,17.05.2022
700903,GNSS_MEASUREMENT_POINT,OTHER,411753.2808N,0284347.8420E,195.7,1.5,NO,,NO,17.05.2022
700904,GNSS_MEASUREMENT_POINT,OTHER,411534.0308N,0284350.8875E,301.3,1.5,NO,,NO,17.05.2022
700905,GNSS_MEASUREMENT_POINT,OTHER,411609.1857N,0284429.2772E,285.5,1.5,NO,,NO,17.05.2022
700906,GNSS_MEASUREMENT_POINT,OTHER,411746.2864N,0284238.2116E,219.9,1.5,NO,,NO,17.05.2022
700907,GNSS_MEASUREMENT_POINT,OTHER,411713.5199N,0284238.8694E,245.9,1.5,NO,,NO,17.05.2022
700908,GNSS_MEASUREMENT_POINT,OTHER,411643.2422N,0284239.5018E,276.1,1.5,NO,,NO,17.05.2022
700909,GNSS_MEASUREMENT_POINT,OTHER,411746.4085N,0284342.1814E,203.5,1.5,NO,,NO,17.05.2022
700910,GNSS_MEASUREMENT_POINT,OTHER,411728.4404N,0284342.5073E,216.7,1.5,NO,,NO,17.05.2022
700911,GNSS_MEASUREMENT_POINT,OTHER,411656.3364N,0284343.1371E,240.9,1.5,NO,,NO,17.05.2022
700912,GNSS_MEASUREMENT_POINT,OTHER,411645.3714N,0284348.4408E,248.9,1.5,NO,,NO,17.05.2022
700913,GNSS_MEASUREMENT_POINT,OTHER,411544.8600N,0284326.8942E,305.3,1.5,NO,,NO,17.05.2022
700914,GNSS_MEASUREMENT_POINT,OTHER,411624.1418N,0284408.9582E,270.0,1.5,NO,,NO,17.05.2022
700915,GNSS_MEASUREMENT_POINT,OTHER,411624.7443N,0284435.1176E,267.6,1.5,NO,,NO,17.05.2022
700916,GNSS_MEASUREMENT_POINT,OTHER,411624.6165N,0284458.0560E,268.9,1.5,NO,,NO,17.05.2022
700917,GNSS_MEASUREMENT_POINT,OTHER,411611.3683N,0284411.7606E,283.2,1.5,NO,,NO,17.05.2022
700918,GNSS_MEASUREMENT_POINT,OTHER,411611.8109N,0284456.9584E,282.5,1.5,NO,,NO,17.05.2022
700919,GNSS_MEASUREMENT_POINT,OTHER,411631.8822N,0284518.0333E,261.2,1.5,NO,,NO,17.05.2022
700920,GNSS_MEASUREMENT_POINT,OTHER,411632.2009N,0284527.9060E,262.2,1.5,NO,,NO,17.05.2022
700921,GNSS_MEASUREMENT_POINT,OTHER,411649.8754N,0284528.1458E,238.8,1.5,NO,,NO,17.05.2022
700922,GNSS_MEASUREMENT_POINT,OTHER,411659.7635N,0284528.0149E,231.9,1.5,NO,,NO,17.05.2022
700923,FOD_DETECTION_MAST,POLE,411724.7798N,0284516.0254E,235.9,22.4,YES,RED,NO,14.04.2022
700924,FOD_DETECTION_MAST,POLE,411714.8600N,0284515.7924E,250.6,32.5,YES,RED,NO,14.04.2022
700925,FOD_DETECTION_MAST,POLE,411705.5927N,0284515.9682E,257.4,32.5,YES,RED,NO,14.04.2022
700926,FOD_DETECTION_MAST,POLE,411656.6658N,0284516.1388E,257.4,25.9,YES,RED,NO,14.04.2022
700927,FOD_DETECTION_MAST,POLE,411647.0982N,0284516.3155E,267.7,27.9,YES,RED,NO,14.04.2022
700928,FOD_DETECTION_MAST,POLE,411637.5928N,0284516.4725E,278.7,26.6,YES,RED,NO,14.04.2022
700929,FOD_DETECTION_MAST,POLE,411629.0359N,0284515.7562E,288.0,26.6,YES,RED,NO,14.04.2022
700930,FOD_DETECTION_MAST,POLE,411621.6811N,0284515.6650E,300.2,31.2,YES,RED,NO,14.04.2022
700931,FOD_DETECTION_MAST,POLE,411614.6976N,0284515.7867E,306.4,30.5,YES,RED,NO,14.04.2022
700932,FOD_DETECTION_MAST,POLE,411606.3334N,0284517.2441E,309.4,26.3,YES,RED,NO,14.04.2022
700933,FOD_DETECTION_MAST,POLE,411601.3607N,0284516.0677E,314.8,27.6,YES,RED,NO,14.04.2022
700934,FOD_DETECTION_MAST,POLE,411552.7855N,0284517.6901E,318.4,23.9,YES,RED,NO,14.04.2022
700935,FOD_DETECTION_MAST,POLE,411542.5470N,0284518.0076E,325.9,23.7,YES,RED,NO,14.04.2022
701678,STREETLIGHT,POLE,411435.8925N,0284218.5127E,477.9,81.5,NO,,NO,19.12.2022
701679,STREETLIGHT,POLE,411434.0617N,0284214.7544E,485.3,82.9,NO,,NO,19.12.2022
701680,STREETLIGHT,POLE,411436.8014N,0284211.0505E,491.1,82.5,NO,,NO,19.12.2022
701681,STREETLIGHT,POLE,411437.0911N,0284205.4738E,492.8,81.8,NO,,NO,19.12.2022
701682,STREETLIGHT,POLE,411437.0758N,0284159.3885E,497.5,82.9,NO,,NO,19.12.2022
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
