Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT) ,Height (FT),Lighting,Color of Lighting,Group,
LTCC_255,BUILDING,BUILDING,375508.277N,0400838.501E,2518.04,123.03,NO INFO,,NO,
LTCC_256,BUILDING,BUILDING,375507.587N,0400857.776E,2445.87,83.66,NO INFO,,NO,
LTCC_257,BUILDING,BUILDING,375507.011N,0400924.099E,2472.11,93.50,NO INFO,,NO,
LTCC_258,BUILDING,BUILDING,375510.737N,0400737.891E,2710.27,162.40,NO INFO,,NO,
LTCC_259,BUILDING,BUILDING,375504.243N,0401044.369E,2413.06,83.66,NO INFO,,NO,
LTCC_260,BUILDING,BUILDING,375506.371N,0400948.009E,2450.75,83.66,NO INFO,,NO,
LTCC_261,BUILDING,BUILDING,375507.498N,0400922.267E,2472.11,93.50,NO INFO,,NO,
LTCC_262,BUILDING,BUILDING,375506.208N,0400957.790E,2445.44,83.66,NO INFO,,NO,
LTCC_263,BUILDING,BUILDING,375504.740N,0401043.059E,2413.45,83.66,NO INFO,,NO,
LTCC_264,BUILDING,BUILDING,375509.060N,0400841.693E,2516.01,123.03,NO INFO,,NO,
LTCC_265,BUILDING,BUILDING,375508.257N,0400915.145E,2401.18,24.61,NO INFO,,NO,
LTCC_266,BUILDING,BUILDING,375508.561N,0400908.375E,2445.87,83.66,NO INFO,,NO,
LTCC_267,BUILDING,BUILDING,375508.005N,0400920.435E,2472.11,93.50,NO INFO,,NO,
LTCC_268,BUILDING,BUILDING,375507.031N,0400949.894E,2450.13,83.66,NO INFO,,NO,
LTCC_269,BUILDING,BUILDING,375508.510N,0400903.123E,2445.87,83.66,NO INFO,,NO,
LTCC_270,BUILDING,BUILDING,375508.917N,0400856.356E,2450.69,83.66,NO INFO,,NO,
LTCC_271,BUILDING,BUILDING,375507.226N,0400944.847E,2453.77,83.66,NO INFO,,NO,
LTCC_272,BUILDING,BUILDING,375504.885N,0401051.593E,2407.64,83.66,NO INFO,,NO,
LTCC_273,BUILDING,BUILDING,375507.680N,0400947.664E,2452.53,83.66,NO INFO,,NO,
LTCC_274,BUILDING,BUILDING,375505.397N,0401050.295E,2409.68,83.66,NO INFO,,NO,
LTCC_275,BUILDING,BUILDING,375507.788N,0400942.131E,2456.69,83.66,NO INFO,,NO,
LTCC_276,BUILDING,BUILDING,375508.960N,0400916.747E,2403.22,24.61,NO INFO,,NO,
LTCC_277,BUILDING,BUILDING,375506.831N,0401011.661E,2440.22,83.66,NO INFO,,NO,
LTCC_278,BUILDING,BUILDING,375508.992N,0400923.632E,2481.96,103.35,NO INFO,,NO,
LTCC_279,BUILDING,BUILDING,375508.081N,0400946.290E,2453.94,83.66,NO INFO,,NO,
LTCC_280,BUILDING,BUILDING,375507.079N,0401012.905E,2439.63,83.66,NO INFO,,NO,
LTCC_281,BUILDING,BUILDING,375505.936N,0401049.010E,2411.42,83.66,NO INFO,,NO,
LTCC_282,BUILDING,BUILDING,375507.689N,0400958.453E,2446.42,83.66,NO INFO,,NO,
LTCC_283,BUILDING,BUILDING,375508.466N,0400939.811E,2478.74,103.35,NO INFO,,NO,
LTCC_284,BUILDING,BUILDING,375506.190N,0401043.878E,2414.80,83.66,NO INFO,,NO,
LTCC_285,BUILDING,BUILDING,375509.703N,0400921.053E,2483.40,103.35,NO INFO,,NO,
LTCC_286,BUILDING,BUILDING,375508.149N,0400956.863E,2448.10,83.66,NO INFO,,NO,
LTCC_287,BUILDING,BUILDING,375508.603N,0400948.937E,2471.88,103.35,NO INFO,,NO,
LTCC_288,BUILDING,BUILDING,375508.795N,0400943.090E,2456.89,83.66,NO INFO,,NO,
LTCC_289,BUILDING,BUILDING,375506.585N,0401047.433E,2413.45,83.66,NO INFO,,NO,
LTCC_290,BUILDING,BUILDING,375507.689N,0401014.730E,2439.67,83.66,NO INFO,,NO,
LTCC_291,BUILDING,BUILDING,375509.176N,0400937.363E,2481.10,103.35,NO INFO,,NO,
LTCC_292,BUILDING,BUILDING,375507.877N,0401015.807E,2439.21,83.66,NO INFO,,NO,
LTCC_293,BUILDING,BUILDING,375508.589N,0400955.278E,2449.31,83.66,NO INFO,,NO,
LTCC_294,BUILDING,BUILDING,375507.985N,0401016.906E,2428.90,73.82,NO INFO,,NO,
LTCC_295,BUILDING,BUILDING,375509.070N,0400947.244E,2473.62,103.35,NO INFO,,NO,
LTCC_296,BUILDING,BUILDING,375507.068N,0401046.132E,2414.93,83.66,NO INFO,,NO,
LTCC_297,BUILDING,BUILDING,375509.500N,0400940.762E,2479.30,103.35,NO INFO,,NO,
LTCC_298,BUILDING,BUILDING,375508.894N,0400958.985E,2447.11,83.66,NO INFO,,NO,
LTCC_299,BUILDING,BUILDING,375507.071N,0401052.662E,2411.06,83.66,NO INFO,,NO,
LTCC_300,BUILDING,BUILDING,375509.906N,0400934.698E,2481.96,103.35,NO INFO,,NO,
LTCC_301,BUILDING,BUILDING,375509.304N,0400957.383E,2448.65,83.66,NO INFO,,NO,
LTCC_302,BUILDING,BUILDING,375507.589N,0401044.845E,2416.54,83.66,NO INFO,,NO,
LTCC_303,BUILDING,BUILDING,375510.084N,0400939.086E,2481.23,103.35,NO INFO,,NO,
LTCC_304,BUILDING,BUILDING,375509.766N,0400949.529E,2472.57,103.35,NO INFO,,NO,
LTCC_305,BUILDING,BUILDING,375507.620N,0401051.318E,2413.03,83.66,NO INFO,,NO,
LTCC_306,BUILDING,BUILDING,375508.586N,0401017.763E,2429.27,73.82,NO INFO,,NO,
LTCC_307,BUILDING,BUILDING,375511.475N,0400900.482E,2408.56,44.29,NO INFO,,NO,
LTCC_308,BUILDING,BUILDING,375510.259N,0400941.375E,2479.53,103.35,NO INFO,,NO,
LTCC_309,BUILDING,BUILDING,375510.061N,0400944.361E,2457.19,83.66,NO INFO,,NO,
LTCC_310,BUILDING,BUILDING,375508.848N,0401018.818E,2439.14,83.66,NO INFO,,NO,
LTCC_311,BUILDING,BUILDING,375511.380N,0400921.902E,2467.45,83.66,NO INFO,,NO,
LTCC_312,BUILDING,BUILDING,375510.015N,0400955.644E,2450.66,83.66,NO INFO,,NO,
LTCC_313,BUILDING,BUILDING,375508.074N,0401053.375E,2411.52,83.66,NO INFO,,NO,
LTCC_314,BUILDING,BUILDING,375510.495N,0400947.815E,2474.38,103.35,NO INFO,,NO,
LTCC_315,BUILDING,BUILDING,375510.767N,0400937.643E,2473.82,93.50,NO INFO,,NO,
LTCC_316,BUILDING,BUILDING,375508.190N,0401049.957E,2413.81,83.66,NO INFO,,NO,
LTCC_317,BUILDING,BUILDING,375510.084N,0400959.463E,2447.80,83.66,NO INFO,,NO,
LTCC_318,BUILDING,BUILDING,375512.799N,0400845.964E,2493.67,103.35,NO INFO,,NO,
LTCC_319,BUILDING,BUILDING,375511.197N,0400935.796E,2475.59,93.50,NO INFO,,NO,
LTCC_320,BUILDING,BUILDING,375510.976N,0400951.287E,2473.36,103.35,NO INFO,,NO,
LTCC_321,BUILDING,BUILDING,375508.797N,0401048.143E,2416.34,83.66,NO INFO,,NO,
LTCC_322,BUILDING,BUILDING,375511.053N,0400945.254E,2476.87,103.35,NO INFO,,NO,
LTCC_323,BUILDING,BUILDING,375511.503N,0400942.571E,2479.43,103.35,NO INFO,,NO,
LTCC_324,BUILDING,BUILDING,375512.885N,0400859.334E,2454.04,83.66,NO INFO,,NO,
LTCC_325,BUILDING,BUILDING,375513.246N,0400847.640E,2495.24,103.35,NO INFO,,NO,
LTCC_326,BUILDING,BUILDING,375511.020N,0400958.157E,2449.77,83.66,NO INFO,,NO,
LTCC_327,BUILDING,BUILDING,375510.026N,0401020.667E,2440.42,83.66,NO INFO,,NO,
LTCC_328,BUILDING,BUILDING,375510.343N,0401013.233E,2445.87,83.66,NO INFO,,NO,
LTCC_329,BUILDING,BUILDING,375512.470N,0400931.256E,2476.38,93.50,NO INFO,,NO,
LTCC_330,BUILDING,BUILDING,375509.470N,0401046.517E,2418.90,83.66,NO INFO,,NO,
LTCC_331,BUILDING,BUILDING,375511.685N,0400948.687E,2475.23,103.35,NO INFO,,NO,
LTCC_332,BUILDING,BUILDING,375512.952N,0400906.268E,2447.21,83.66,NO INFO,,NO,
LTCC_333,BUILDING,BUILDING,375511.465N,0400956.425E,2451.35,83.66,NO INFO,,NO,
LTCC_334,BUILDING,BUILDING,375508.824N,0401112.962E,2343.70,34.45,NO INFO,,NO,
LTCC_335,BUILDING,BUILDING,375513.733N,0400849.293E,2495.96,103.35,NO INFO,,NO,
LTCC_336,BUILDING,BUILDING,375513.093N,0400922.575E,2470.93,83.66,NO INFO,,NO,
LTCC_337,BUILDING,BUILDING,375509.043N,0401113.847E,2342.91,34.45,NO INFO,,NO,
LTCC_338,BUILDING,BUILDING,375510.871N,0401014.988E,2445.87,83.66,NO INFO,,NO,
LTCC_339,BUILDING,BUILDING,375512.282N,0400939.635E,2473.43,93.50,NO INFO,,NO,
LTCC_340,BUILDING,BUILDING,375510.114N,0401044.914E,2421.16,83.66,NO INFO,,NO,
LTCC_341,BUILDING,BUILDING,375509.257N,0401114.733E,2342.68,34.45,NO INFO,,NO,
LTCC_342,BUILDING,BUILDING,375513.775N,0400858.052E,2478.61,103.35,NO INFO,,NO,
LTCC_343,BUILDING,BUILDING,375514.152N,0400851.208E,2494.06,103.35,NO INFO,,NO,
LTCC_344,BUILDING,BUILDING,375512.434N,0400946.260E,2477.43,103.35,NO INFO,,NO,
LTCC_345,BUILDING,BUILDING,375512.557N,0400951.996E,2475.07,103.35,NO INFO,,NO,
LTCC_346,BUILDING,BUILDING,375511.312N,0401016.695E,2445.01,83.66,NO INFO,,NO,
LTCC_347,BUILDING,BUILDING,375509.517N,0401115.786E,2342.29,34.45,NO INFO,,NO,
LTCC_348,BUILDING,BUILDING,375512.196N,0400959.595E,2430.45,63.98,NO INFO,,NO,
LTCC_349,BUILDING,BUILDING,375512.931N,0400937.364E,2478.15,93.50,NO INFO,,NO,
LTCC_350,BUILDING,BUILDING,375512.912N,0400949.984E,2476.28,103.35,NO INFO,,NO,
LTCC_351,BUILDING,BUILDING,375513.097N,0400944.576E,2400.36,24.61,NO INFO,,NO,
LTCC_352,BUILDING,BUILDING,375514.626N,0400852.928E,2491.21,103.35,NO INFO,,NO,
LTCC_353,BUILDING,BUILDING,375511.675N,0401021.154E,2442.75,83.66,NO INFO,,NO,
LTCC_354,BUILDING,BUILDING,375514.104N,0400925.631E,2471.06,83.66,NO INFO,,NO,
LTCC_355,BUILDING,BUILDING,375510.892N,0401043.162E,2403.90,63.98,NO INFO,,NO,
LTCC_356,BUILDING,BUILDING,375509.955N,0401117.401E,2341.90,34.45,NO INFO,,NO,
LTCC_357,BUILDING,BUILDING,375510.604N,0401055.148E,2411.12,83.66,NO INFO,,NO,
LTCC_358,BUILDING,BUILDING,375513.401N,0400940.482E,2473.13,93.50,NO INFO,,NO,
LTCC_359,BUILDING,BUILDING,375512.875N,0400956.833E,2452.43,83.66,NO INFO,,NO,
LTCC_360,BUILDING,BUILDING,375514.865N,0400856.736E,2481.96,103.35,NO INFO,,NO,
LTCC_361,BUILDING,BUILDING,375511.228N,0401045.687E,2422.21,83.66,NO INFO,,NO,
LTCC_362,BUILDING,BUILDING,375515.077N,0400854.634E,2486.61,103.35,NO INFO,,NO,
LTCC_363,BUILDING,BUILDING,375514.334N,0400932.175E,2481.73,93.50,NO INFO,,NO,
LTCC_364,BUILDING,BUILDING,375510.413N,0401119.191E,2341.21,34.45,NO INFO,,NO,
LTCC_365,BUILDING,BUILDING,375513.691N,0400947.583E,2478.08,103.35,NO INFO,,NO,
LTCC_366,BUILDING,BUILDING,375513.980N,0400938.374E,2478.12,93.50,NO INFO,,NO,
LTCC_367,BUILDING,BUILDING,375513.207N,0400959.988E,2431.50,63.98,NO INFO,,NO,
LTCC_368,BUILDING,BUILDING,375510.607N,0401115.007E,2334.97,24.61,NO INFO,,NO,
LTCC_369,BUILDING,BUILDING,375514.837N,0400923.437E,2474.67,83.66,NO INFO,,NO,
LTCC_370,BUILDING,BUILDING,375514.059N,0400945.086E,2479.69,103.35,NO INFO,,NO,
LTCC_371,BUILDING,BUILDING,375514.714N,0400929.931E,2402.62,14.76,NO INFO,,NO,
LTCC_372,BUILDING,BUILDING,375510.790N,0401120.760E,2340.91,34.45,NO INFO,,NO,
LTCC_373,BUILDING,BUILDING,375514.754N,0400923.095E,2474.44,83.66,NO INFO,,NO,
LTCC_374,BUILDING,BUILDING,375514.061N,0400952.417E,2456.82,83.66,NO INFO,,NO,
LTCC_375,BUILDING,BUILDING,375513.931N,0400957.337E,2453.28,83.66,NO INFO,,NO,
LTCC_376,BUILDING,BUILDING,375514.188N,0401000.243E,2452.23,83.66,NO INFO,,NO,
LTCC_377,BUILDING,BUILDING,375511.099N,0401122.098E,2341.31,34.45,NO INFO,,NO,
LTCC_378,BUILDING,BUILDING,375512.107N,0401056.018E,2411.25,83.66,NO INFO,,NO,
LTCC_379,BUILDING,BUILDING,375512.088N,0401051.626E,2416.44,83.66,NO INFO,,NO,
LTCC_380,BUILDING,BUILDING,375515.477N,0400926.478E,2405.22,14.76,NO INFO,,NO,
LTCC_381,BUILDING,BUILDING,375513.320N,0401020.802E,2444.26,83.66,NO INFO,,NO,
LTCC_382,BUILDING,BUILDING,375519.244N,0400741.108E,2706.59,152.56,NO INFO,,NO,
LTCC_383,BUILDING,BUILDING,375514.929N,0400943.288E,2471.98,93.50,NO INFO,,NO,
LTCC_384,BUILDING,BUILDING,375511.751N,0401114.240E,2372.05,59.06,NO INFO,,NO,
LTCC_385,BUILDING,BUILDING,375515.482N,0400910.633E,2403.97,24.61,NO INFO,,NO,
LTCC_386,BUILDING,BUILDING,375515.530N,0400929.534E,2405.09,14.76,NO INFO,,NO,
LTCC_387,BUILDING,BUILDING,375515.079N,0400938.869E,2478.97,93.50,NO INFO,,NO,
LTCC_388,BUILDING,BUILDING,375511.461N,0401123.678E,2342.16,34.45,NO INFO,,NO,
LTCC_389,BUILDING,BUILDING,375515.468N,0400941.857E,2474.80,93.50,NO INFO,,NO,
LTCC_390,BUILDING,BUILDING,375515.076N,0400952.843E,2457.38,83.66,NO INFO,,NO,
LTCC_391,BUILDING,BUILDING,375512.868N,0401053.942E,2414.14,83.66,NO INFO,,NO,
LTCC_392,BUILDING,BUILDING,375513.064N,0401046.392E,2442.85,103.35,NO INFO,,NO,
LTCC_393,BUILDING,BUILDING,375512.897N,0401049.853E,2419.03,83.66,NO INFO,,NO,
LTCC_394,BUILDING,BUILDING,375514.916N,0400957.743E,2454.33,83.66,NO INFO,,NO,
LTCC_395,BUILDING,BUILDING,375519.343N,0400752.085E,2659.09,152.56,NO INFO,,NO,
LTCC_396,BUILDING,BUILDING,375519.806N,0400743.005E,2696.78,152.56,NO INFO,,NO,
LTCC_397,BUILDING,BUILDING,375513.361N,0401044.444E,2445.64,103.35,NO INFO,,NO,
LTCC_398,BUILDING,BUILDING,375515.148N,0401000.640E,2453.35,83.66,NO INFO,,NO,
LTCC_399,BUILDING,BUILDING,375513.629N,0401036.505E,2401.54,54.13,NO INFO,,NO,
LTCC_400,BUILDING,BUILDING,375514.341N,0401016.383E,2445.87,83.66,NO INFO,,NO,
LTCC_401,BUILDING,BUILDING,375513.512N,0401041.685E,2448.75,103.35,NO INFO,,NO,
LTCC_402,BUILDING,BUILDING,375515.991N,0400940.019E,2479.36,93.50,NO INFO,,NO,
LTCC_403,BUILDING,BUILDING,375512.886N,0401113.924E,2339.17,24.61,NO INFO,,NO,
LTCC_404,BUILDING,BUILDING,375512.560N,0401116.458E,2347.08,34.45,NO INFO,,NO,
LTCC_405,BUILDING,BUILDING,375514.848N,0401014.488E,2447.28,83.66,NO INFO,,NO,
LTCC_406,BUILDING,BUILDING,375515.685N,0400946.728E,2431.73,54.13,NO INFO,,NO,
LTCC_407,BUILDING,BUILDING,375512.142N,0401125.491E,2363.19,54.13,NO INFO,,NO,
LTCC_408,BUILDING,BUILDING,375513.632N,0401051.828E,2417.39,83.66,NO INFO,,NO,
LTCC_409,BUILDING,BUILDING,375516.421N,0400930.807E,2408.10,14.76,NO INFO,,NO,
LTCC_410,BUILDING,BUILDING,375514.044N,0401039.754E,2429.46,83.66,NO INFO,,NO,
LTCC_411,BUILDING,BUILDING,375515.998N,0400953.476E,2457.97,83.66,NO INFO,,NO,
LTCC_412,BUILDING,BUILDING,375517.636N,0400905.253E,2416.63,34.45,NO INFO,,NO,
LTCC_413,BUILDING,BUILDING,375516.467N,0400943.343E,2475.00,93.50,NO INFO,,NO,
LTCC_414,BUILDING,BUILDING,375512.972N,0401111.529E,2349.54,34.45,NO INFO,,NO,
LTCC_415,BUILDING,BUILDING,375515.870N,0400958.168E,2455.15,83.66,NO INFO,,NO,
LTCC_416,BUILDING,BUILDING,375514.901N,0401020.578E,2445.57,83.66,NO INFO,,NO,
LTCC_417,BUILDING,BUILDING,375515.212N,0401017.274E,2446.33,83.66,NO INFO,,NO,
LTCC_418,BUILDING,BUILDING,375514.608N,0401034.384E,2423.39,73.82,NO INFO,,NO,
LTCC_419,BUILDING,BUILDING,375513.201N,0401117.103E,2347.44,34.45,NO INFO,,NO,
LTCC_420,BUILDING,BUILDING,375512.630N,0401126.358E,2363.75,54.13,NO INFO,,NO,
LTCC_421,BUILDING,BUILDING,375514.183N,0401048.842E,2421.16,83.66,NO INFO,,NO,
LTCC_422,BUILDING,BUILDING,375516.924N,0400941.700E,2477.92,93.50,NO INFO,,NO,
LTCC_423,BUILDING,BUILDING,375520.363N,0400757.056E,2646.00,152.56,NO INFO,,NO,
LTCC_424,BUILDING,BUILDING,375517.702N,0400922.153E,2408.79,14.76,NO INFO,,NO,
LTCC_425,BUILDING,BUILDING,375516.765N,0400950.250E,2460.89,83.66,NO INFO,,NO,
LTCC_426,BUILDING,BUILDING,375517.596N,0400921.526E,2417.49,24.61,NO INFO,,NO,
LTCC_427,BUILDING,BUILDING,375514.435N,0401046.630E,2443.77,103.35,NO INFO,,NO,
LTCC_428,BUILDING,BUILDING,375517.248N,0400928.380E,2419.62,24.61,NO INFO,,NO,
LTCC_429,BUILDING,BUILDING,375519.349N,0400834.573E,2574.54,152.56,NO INFO,,NO,
LTCC_430,BUILDING,BUILDING,375513.311N,0401124.309E,2345.80,34.45,NO INFO,,NO,
LTCC_431,BUILDING,BUILDING,375521.314N,0400739.383E,2713.94,152.56,NO INFO,,NO,
LTCC_432,BUILDING,BUILDING,375514.799N,0401044.738E,2446.46,103.35,NO INFO,,NO,
LTCC_433,BUILDING,BUILDING,375515.850N,0401014.835E,2448.13,83.66,NO INFO,,NO,
LTCC_434,BUILDING,BUILDING,375513.827N,0401112.186E,2350.49,34.45,NO INFO,,NO,
LTCC_435,BUILDING,BUILDING,375513.075N,0401127.135E,2363.75,54.13,NO INFO,,NO,
LTCC_436,BUILDING,BUILDING,375515.008N,0401042.507E,2449.08,103.35,NO INFO,,NO,
LTCC_437,BUILDING,BUILDING,375513.468N,0401120.758E,2356.36,44.29,NO INFO,,NO,
LTCC_438,BUILDING,BUILDING,375516.721N,0400947.897E,2432.38,54.13,NO INFO,,NO,
LTCC_439,BUILDING,BUILDING,375515.364N,0401032.610E,2425.26,73.82,NO INFO,,NO,
LTCC_440,BUILDING,BUILDING,375515.559N,0401035.989E,2442.16,93.50,NO INFO,,NO,
LTCC_441,BUILDING,BUILDING,375517.220N,0400940.354E,2480.32,93.50,NO INFO,,NO,
LTCC_442,BUILDING,BUILDING,375521.369N,0400748.599E,2676.44,152.56,NO INFO,,NO,
LTCC_443,BUILDING,BUILDING,375521.695N,0400741.589E,2707.38,152.56,NO INFO,,NO,
LTCC_444,BUILDING,BUILDING,375515.193N,0401040.282E,2429.46,83.66,NO INFO,,NO,
LTCC_445,BUILDING,BUILDING,375519.771N,0400836.128E,2573.16,152.56,NO INFO,,NO,
LTCC_446,BUILDING,BUILDING,375519.795N,0400832.888E,2580.38,152.56,NO INFO,,NO,
LTCC_447,BUILDING,BUILDING,375515.288N,0401050.073E,2430.12,93.50,NO INFO,,NO,
LTCC_448,BUILDING,BUILDING,375517.355N,0400933.358E,2409.78,14.76,NO INFO,,NO,
LTCC_449,BUILDING,BUILDING,375519.020N,0400906.437E,2402.76,14.76,NO INFO,,NO,
LTCC_450,BUILDING,BUILDING,375513.475N,0401127.911E,2363.55,54.13,NO INFO,,NO,
LTCC_451,BUILDING,BUILDING,375517.164N,0400958.350E,2476.25,103.35,NO INFO,,NO,
LTCC_452,BUILDING,BUILDING,375517.145N,0400953.798E,2459.12,83.66,NO INFO,,NO,
LTCC_453,BUILDING,BUILDING,375516.331N,0401030.461E,2422.54,68.90,NO INFO,,NO,
LTCC_454,BUILDING,BUILDING,375513.998N,0401125.608E,2346.39,34.45,NO INFO,,NO,
LTCC_455,BUILDING,BUILDING,375516.285N,0401019.122E,2416.77,54.13,NO INFO,,NO,
LTCC_456,BUILDING,BUILDING,375517.915N,0400937.599E,2448.26,54.13,NO INFO,,NO,
LTCC_457,BUILDING,BUILDING,375517.680N,0400951.075E,2461.32,83.66,NO INFO,,NO,
LTCC_458,BUILDING,BUILDING,375518.561N,0400922.130E,2409.12,14.76,NO INFO,,NO,
LTCC_459,BUILDING,BUILDING,375516.735N,0401030.862E,2481.46,127.95,NO INFO,,NO,
LTCC_460,BUILDING,BUILDING,375514.126N,0401119.285E,2357.78,44.29,NO INFO,,NO,
LTCC_461,BUILDING,BUILDING,375514.163N,0401121.997E,2357.28,44.29,NO INFO,,NO,
LTCC_462,BUILDING,BUILDING,375514.658N,0401115.019E,2350.59,34.45,NO INFO,,NO,
LTCC_463,BUILDING,BUILDING,375522.023N,0400750.684E,2669.59,152.56,NO INFO,,NO,
LTCC_464,BUILDING,BUILDING,375522.283N,0400743.570E,2698.06,152.56,NO INFO,,NO,
LTCC_465,BUILDING,BUILDING,375515.744N,0401047.790E,2423.06,83.66,NO INFO,,NO,
LTCC_466,BUILDING,BUILDING,375520.345N,0400837.792E,2575.56,152.56,NO INFO,,NO,
LTCC_467,BUILDING,BUILDING,375514.379N,0401126.250E,2346.52,34.45,NO INFO,,NO,
LTCC_468,BUILDING,BUILDING,375514.187N,0401128.772E,2363.81,54.13,NO INFO,,NO,
LTCC_469,BUILDING,BUILDING,375516.344N,0401034.091E,2404.89,54.13,NO INFO,,NO,
LTCC_470,BUILDING,BUILDING,375518.520N,0400935.474E,2449.15,54.13,NO INFO,,NO,
LTCC_471,BUILDING,BUILDING,375514.547N,0401120.139E,2357.94,44.29,NO INFO,,NO,
LTCC_472,BUILDING,BUILDING,375518.612N,0400937.157E,2429.46,34.45,NO INFO,,NO,
LTCC_473,BUILDING,BUILDING,375518.972N,0400918.892E,2494.16,103.35,NO INFO,,NO,
LTCC_474,BUILDING,BUILDING,375520.827N,0400831.946E,2581.04,152.56,NO INFO,,NO,
LTCC_475,BUILDING,BUILDING,375520.467N,0400846.996E,2555.71,152.56,NO INFO,,NO,
LTCC_476,BUILDING,BUILDING,375516.566N,0401028.868E,2438.85,83.66,NO INFO,,NO,
LTCC_477,BUILDING,BUILDING,375520.237N,0400849.757E,2547.57,152.56,NO INFO,,NO,
LTCC_478,BUILDING,BUILDING,375518.970N,0400928.648E,2420.11,24.61,NO INFO,,NO,
LTCC_479,BUILDING,BUILDING,375518.987N,0400933.921E,2449.57,54.13,NO INFO,,NO,
LTCC_480,BUILDING,BUILDING,375517.806N,0400957.167E,2467.82,93.50,NO INFO,,NO,
LTCC_481,BUILDING,BUILDING,375522.110N,0400756.216E,2651.02,152.56,NO INFO,,NO,
LTCC_482,BUILDING,BUILDING,375516.274N,0401043.764E,2428.02,83.66,NO INFO,,NO,
LTCC_483,BUILDING,BUILDING,375514.817N,0401125.868E,2347.28,34.45,NO INFO,,NO,
LTCC_484,BUILDING,BUILDING,375517.175N,0401019.462E,2417.52,54.13,NO INFO,,NO,
LTCC_485,BUILDING,BUILDING,375514.545N,0401129.839E,2363.16,54.13,NO INFO,,NO,
LTCC_486,BUILDING,BUILDING,375522.970N,0400738.197E,2721.75,152.56,NO INFO,,NO,
LTCC_487,BUILDING,BUILDING,375515.288N,0401113.906E,2342.22,24.61,NO INFO,,NO,
LTCC_488,BUILDING,BUILDING,375519.678N,0400921.692E,2498.36,103.35,NO INFO,,NO,
LTCC_489,BUILDING,BUILDING,375517.282N,0401017.789E,2438.09,73.82,NO INFO,,NO,
LTCC_490,BUILDING,BUILDING,375519.218N,0400920.222E,2496.19,103.35,NO INFO,,NO,
LTCC_491,BUILDING,BUILDING,375514.906N,0401122.990E,2357.71,44.29,NO INFO,,NO,
LTCC_492,BUILDING,BUILDING,375514.462N,0401135.033E,2387.30,83.66,NO INFO,,NO,
LTCC_493,BUILDING,BUILDING,375517.903N,0401002.071E,2416.93,44.29,NO INFO,,NO,
LTCC_494,BUILDING,BUILDING,375514.524N,0401136.560E,2385.86,83.66,NO INFO,,NO,
LTCC_495,BUILDING,BUILDING,375515.060N,0401121.022E,2358.56,44.29,NO INFO,,NO,
LTCC_496,BUILDING,BUILDING,375518.923N,0400949.708E,2434.88,54.13,NO INFO,,NO,
LTCC_497,BUILDING,BUILDING,375518.461N,0400954.216E,2470.21,93.50,NO INFO,,NO,
LTCC_498,BUILDING,BUILDING,375518.611N,0400949.534E,2434.32,54.13,NO INFO,,NO,
LTCC_499,BUILDING,BUILDING,375521.095N,0400844.218E,2567.09,152.56,NO INFO,,NO,
LTCC_500,BUILDING,BUILDING,375517.016N,0401036.285E,2432.81,83.66,NO INFO,,NO,
LTCC_501,BUILDING,BUILDING,375518.711N,0400959.029E,2477.99,103.35,NO INFO,,NO,
LTCC_502,BUILDING,BUILDING,375516.844N,0401040.993E,2429.46,83.66,NO INFO,,NO,
LTCC_503,BUILDING,BUILDING,375516.509N,0401050.520E,2419.32,83.66,NO INFO,,NO,
LTCC_504,BUILDING,BUILDING,375519.552N,0400931.775E,2451.71,54.13,NO INFO,,NO,
LTCC_505,BUILDING,BUILDING,375517.341N,0401031.830E,2436.78,83.66,NO INFO,,NO,
LTCC_506,BUILDING,BUILDING,375521.532N,0400837.261E,2580.38,152.56,NO INFO,,NO,
LTCC_507,BUILDING,BUILDING,375515.189N,0401131.046E,2362.53,54.13,NO INFO,,NO,
LTCC_508,BUILDING,BUILDING,375520.361N,0400918.083E,2495.44,103.35,NO INFO,,NO,
LTCC_509,BUILDING,BUILDING,375517.038N,0401046.990E,2423.79,83.66,NO INFO,,NO,
LTCC_510,BUILDING,BUILDING,375519.979N,0400923.034E,2429.46,34.45,NO INFO,,NO,
LTCC_511,BUILDING,BUILDING,375515.812N,0401128.644E,2346.16,34.45,NO INFO,,NO,
LTCC_512,BUILDING,BUILDING,375523.010N,0400801.032E,2646.00,152.56,NO INFO,,NO,
LTCC_513,BUILDING,BUILDING,375515.732N,0401127.246E,2337.50,24.61,NO INFO,,NO,
LTCC_514,BUILDING,BUILDING,375515.238N,0401136.117E,2386.98,83.66,NO INFO,,NO,
LTCC_515,BUILDING,BUILDING,375515.737N,0401121.928E,2359.19,44.29,NO INFO,,NO,
LTCC_516,BUILDING,BUILDING,375519.107N,0400952.361E,2472.01,93.50,NO INFO,,NO,
LTCC_517,BUILDING,BUILDING,375517.783N,0401026.167E,2441.80,83.66,NO INFO,,NO,
LTCC_518,BUILDING,BUILDING,375516.101N,0401128.016E,2346.95,34.45,NO INFO,,NO,
LTCC_519,BUILDING,BUILDING,375517.272N,0401045.197E,2426.18,83.66,NO INFO,,NO,
LTCC_520,BUILDING,BUILDING,375515.624N,0401128.262E,2336.32,24.61,NO INFO,,NO,
LTCC_521,BUILDING,BUILDING,375515.319N,0401138.535E,2394.55,93.50,NO INFO,,NO,
