Obstacle_Designator ,AIXM_NAME,Obstacle Type (AIXM),Latitude,Longitude,Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group,
LTAW20482,TREE,TREE,402206.93N,0362314.22E,2647.61,36.01,NO INFO,,NO,
LTAW20483,TREE,TREE,402207.19N,0362314.04E,2641.04,27.72,NO INFO,,NO,
LTAW20484,TREE,TREE,402218.11N,0362315.56E,2887.10,31.29,NO INFO,,NO,
LTAW20485,TREE,TREE,402211.42N,0362336.80E,3044.58,26.35,NO INFO,,NO,
LTAW20486,TREE,TREE,402209.81N,0362335.53E,3011.77,41.77,NO INFO,,NO,
LTAW20487,TREE,TREE,402208.91N,0362334.66E,2985.53,36.76,NO INFO,,NO,
LTAW20488,TREE,TREE,402213.78N,0362336.53E,3087.23,6.91,NO INFO,,NO,
LTAW20489,TREE,TREE,402215.95N,0362333.76E,3106.92,22.11,NO INFO,,NO,
LTAW20490,TREE,TREE,402218.47N,0362333.04E,3136.44,52.98,NO INFO,,NO,
LTAW20491,TREE,TREE,402219.40N,0362333.51E,3139.73,51.61,NO INFO,,NO,
LTAW20492,TREE,TREE,402205.75N,0362424.50E,2644.32,51.71,NO INFO,,NO,
LTAW20493,TREE,TREE,402205.63N,0362423.51E,2657.45,38.81,NO INFO,,NO,
LTAW20494,TREE,TREE,402206.13N,0362423.09E,2654.17,24.95,NO INFO,,NO,
LTAW20495,TREE,TREE,402206.40N,0362422.94E,2660.73,26.36,NO INFO,,NO,
LTAW20496,TREE,TREE,402206.73N,0362424.82E,2631.20,45.42,NO INFO,,NO,
LTAW20497,TREE,TREE,402206.32N,0362425.45E,2608.24,28.11,NO INFO,,NO,
LTAW20498,TREE,TREE,402213.53N,0362447.74E,3113.48,34.29,NO INFO,,NO,
LTAW20499,TREE,TREE,402215.13N,0362446.56E,3146.29,39.20,NO INFO,,NO,
LTAW20500,TREE,TREE,402215.91N,0362445.94E,3156.13,32.84,NO INFO,,NO,
LTAW20501,TREE,TREE,402216.32N,0362445.60E,3175.81,50.65,NO INFO,,NO,
LTAW20502,TREE,TREE,402216.67N,0362445.86E,3182.38,53.11,NO INFO,,NO,
LTAW20503,TREE,TREE,402218.52N,0362448.05E,3116.76,21.03,NO INFO,,NO,
LTAW20504,TREE,TREE,402207.43N,0362442.28E,3038.02,26.83,NO INFO,,NO,
LTAW20505,TREE,TREE,402207.65N,0362442.41E,3041.30,26.09,NO INFO,,NO,
LTAW20506,TREE,TREE,402207.10N,0362442.78E,3051.14,23.86,NO INFO,,NO,
LTAW20507,TREE,TREE,402207.55N,0362443.19E,3057.71,22.57,NO INFO,,NO,
LTAW20508,TREE,TREE,402208.87N,0362445.30E,3070.83,22.18,NO INFO,,NO,
LTAW20509,TREE,TREE,402207.56N,0362446.56E,3097.08,29.18,NO INFO,,NO,
LTAW20510,TREE,TREE,402208.34N,0362447.46E,3100.36,29.08,NO INFO,,NO,
LTAW20511,TREE,TREE,402209.18N,0362447.88E,3090.51,24.99,NO INFO,,NO,
LTAW20512,TREE,TREE,402219.81N,0362443.12E,3208.62,24.36,NO INFO,,NO,
LTAW20513,TREE,TREE,402206.30N,0362435.30E,2854.30,28.16,NO INFO,,NO,
LTAW20514,TREE,TREE,402206.04N,0362435.35E,2860.86,33.68,NO INFO,,NO,
LTAW20515,TREE,TREE,402206.10N,0362435.04E,2851.02,29.17,NO INFO,,NO,
LTAW20516,TREE,TREE,402208.85N,0362504.22E,2716.50,24.63,NO INFO,,NO,
LTAW20517,TREE,TREE,402207.63N,0362458.80E,2821.49,27.82,NO INFO,,NO,
LTAW20518,TREE,TREE,402208.77N,0362458.50E,2851.02,29.24,NO INFO,,NO,
LTAW20519,TREE,TREE,402211.17N,0362458.53E,2854.30,37.53,NO INFO,,NO,
LTAW20520,TREE,TREE,402206.06N,0362507.26E,2644.32,28.43,NO INFO,,NO,
LTAW20521,TREE,TREE,402214.26N,0362504.50E,2782.12,23.70,NO INFO,,NO,
LTAW20522,TREE,TREE,402215.89N,0362459.48E,2893.67,37.11,NO INFO,,NO,
LTAW20523,TREE,TREE,402213.18N,0362500.05E,2867.42,38.13,NO INFO,,NO,
LTAW20524,TREE,TREE,402212.13N,0362500.44E,2860.86,42.38,NO INFO,,NO,
LTAW20525,TREE,TREE,402214.82N,0362457.03E,2887.10,37.45,NO INFO,,NO,
LTAW20526,TREE,TREE,402215.51N,0362456.43E,2893.67,30.16,NO INFO,,NO,
LTAW20527,TREE,TREE,402217.17N,0362456.03E,2929.75,27.74,NO INFO,,NO,
LTAW20528,TREE,TREE,402218.42N,0362459.32E,2919.91,37.38,NO INFO,,NO,
LTAW20529,TREE,TREE,402219.36N,0362459.84E,2910.07,40.44,NO INFO,,NO,
LTAW20530,TREE,TREE,402219.87N,0362456.14E,2988.81,33.34,NO INFO,,NO,
LTAW20531,TREE,TREE,402217.20N,0362453.21E,2982.25,30.72,NO INFO,,NO,
LTAW20532,TREE,TREE,402216.96N,0362453.50E,2965.84,24.67,NO INFO,,NO,
LTAW20533,TREE,TREE,402215.52N,0362453.89E,2936.32,28.12,NO INFO,,NO,
LTAW20534,TREE,TREE,402214.56N,0362452.32E,2975.69,27.94,NO INFO,,NO,
LTAW20535,TREE,TREE,402213.58N,0362453.84E,2936.32,31.67,NO INFO,,NO,
LTAW20536,TREE,TREE,402213.24N,0362452.87E,2956.00,27.85,NO INFO,,NO,
LTAW20537,TREE,TREE,402212.79N,0362454.35E,2926.47,29.85,NO INFO,,NO,
LTAW20538,TREE,TREE,402212.78N,0362456.10E,2893.67,35.49,NO INFO,,NO,
LTAW20539,TREE,TREE,402212.47N,0362456.83E,2877.26,32.06,NO INFO,,NO,
LTAW20540,TREE,TREE,402214.06N,0362449.88E,3051.14,29.27,NO INFO,,NO,
LTAW20541,TREE,TREE,402213.88N,0362450.93E,3008.49,26.00,NO INFO,,NO,
LTAW20542,TREE,TREE,402216.21N,0362450.45E,3041.30,23.71,NO INFO,,NO,
LTAW20543,TREE,TREE,402219.95N,0362449.32E,3129.88,26.44,NO INFO,,NO,
LTAW20544,TREE,TREE,402219.51N,0362449.34E,3123.32,26.10,NO INFO,,NO,
LTAW20545,TREE,TREE,402218.65N,0362501.12E,2896.95,42.02,NO INFO,,NO,
LTAW20546,TREE,TREE,402216.31N,0362459.77E,2903.51,43.32,NO INFO,,NO,
LTAW20547,TREE,TREE,402214.75N,0362459.90E,2900.23,53.15,NO INFO,,NO,
LTAW20548,TREE,TREE,402215.84N,0362458.40E,2900.23,39.62,NO INFO,,NO,
LTAW20549,TREE,TREE,402205.78N,0362522.50E,2657.45,38.05,NO INFO,,NO,
LTAW20550,TREE,TREE,402205.52N,0362523.61E,2650.89,29.03,NO INFO,,NO,
LTAW20551,TREE,TREE,402206.12N,0362523.64E,2660.73,32.69,NO INFO,,NO,
LTAW20552,TREE,TREE,402206.17N,0362522.79E,2647.61,25.53,NO INFO,,NO,
LTAW20553,TREE,TREE,402206.12N,0362524.85E,2683.69,28.86,NO INFO,,NO,
LTAW20554,TREE,TREE,402206.66N,0362523.79E,2664.01,26.63,NO INFO,,NO,
LTAW20555,TREE,TREE,402206.97N,0362523.64E,2664.01,28.18,NO INFO,,NO,
LTAW20556,TREE,TREE,402205.30N,0362525.67E,2673.85,22.31,NO INFO,,NO,
LTAW20557,TREE,TREE,402205.54N,0362526.46E,2693.54,33.48,NO INFO,,NO,
LTAW20558,TREE,TREE,402206.18N,0362511.02E,2719.78,31.23,NO INFO,,NO,
LTAW20559,TREE,TREE,402207.72N,0362510.43E,2726.34,26.79,NO INFO,,NO,
LTAW20560,TREE,TREE,402207.65N,0362509.89E,2719.78,33.78,NO INFO,,NO,
LTAW20561,TREE,TREE,402206.65N,0362509.76E,2696.82,29.79,NO INFO,,NO,
LTAW20562,TREE,TREE,402207.96N,0362511.76E,2765.71,29.85,NO INFO,,NO,
LTAW20563,TREE,TREE,402207.85N,0362511.18E,2752.59,32.28,NO INFO,,NO,
LTAW20564,TREE,TREE,402207.81N,0362510.89E,2742.75,29.89,NO INFO,,NO,
LTAW20565,TREE,TREE,402207.67N,0362510.09E,2716.50,25.08,NO INFO,,NO,
LTAW20566,TREE,TREE,402207.05N,0362509.92E,2706.66,23.78,NO INFO,,NO,
LTAW20567,TREE,TREE,402206.98N,0362509.09E,2686.98,25.54,NO INFO,,NO,
LTAW20568,TREE,TREE,402206.68N,0362511.32E,2729.63,27.65,NO INFO,,NO,
LTAW20569,TREE,TREE,402206.50N,0362512.13E,2749.31,23.95,NO INFO,,NO,
LTAW20570,TREE,TREE,402206.38N,0362513.44E,2788.68,27.84,NO INFO,,NO,
LTAW20571,TREE,TREE,402207.62N,0362515.11E,2854.30,51.74,NO INFO,,NO,
LTAW20572,TREE,TREE,402208.05N,0362515.75E,2864.14,51.79,NO INFO,,NO,
LTAW20573,TREE,TREE,402208.15N,0362515.97E,2867.42,51.77,NO INFO,,NO,
LTAW20574,TREE,TREE,402208.58N,0362516.70E,2867.42,41.34,NO INFO,,NO,
LTAW20575,TREE,TREE,402208.99N,0362517.37E,2867.42,28.25,NO INFO,,NO,
LTAW20576,TREE,TREE,402213.97N,0362507.86E,2851.02,31.85,NO INFO,,NO,
LTAW20577,TREE,TREE,402210.02N,0362524.08E,2700.10,21.81,NO INFO,,NO,
LTAW20578,TREE,TREE,402209.58N,0362524.31E,2700.10,27.21,NO INFO,,NO,
LTAW20579,TREE,TREE,402209.05N,0362524.15E,2696.82,30.73,NO INFO,,NO,
LTAW20580,TREE,TREE,402208.36N,0362523.85E,2690.26,37.31,NO INFO,,NO,
LTAW20581,TREE,TREE,402205.34N,0362512.15E,2736.19,25.77,NO INFO,,NO,
LTAW20582,TREE,TREE,402206.25N,0362510.48E,2696.82,27.90,NO INFO,,NO,
LTAW20583,TREE,TREE,402214.98N,0362545.52E,3057.71,34.64,NO INFO,,NO,
LTAW20584,TREE,TREE,402213.54N,0362545.22E,3080.67,53.55,NO INFO,,NO,
LTAW20585,TREE,TREE,402212.58N,0362545.56E,3064.27,23.72,NO INFO,,NO,
LTAW20586,TREE,TREE,402213.43N,0362542.00E,2972.40,31.79,NO INFO,,NO,
LTAW20587,TREE,TREE,402213.76N,0362541.39E,3008.49,50.97,NO INFO,,NO,
LTAW20588,TREE,TREE,402213.85N,0362541.74E,3008.49,45.93,NO INFO,,NO,
LTAW20589,TREE,TREE,402213.71N,0362543.54E,3011.77,42.70,NO INFO,,NO,
LTAW20590,TREE,TREE,402213.50N,0362543.76E,3021.62,42.85,NO INFO,,NO,
LTAW20591,TREE,TREE,402214.63N,0362542.70E,3038.02,30.72,NO INFO,,NO,
LTAW20592,TREE,TREE,402214.68N,0362537.85E,3005.21,28.57,NO INFO,,NO,
LTAW20593,TREE,TREE,402215.05N,0362537.67E,3038.02,49.12,NO INFO,,NO,
LTAW20594,TREE,TREE,402215.31N,0362537.80E,3021.62,24.66,NO INFO,,NO,
LTAW20595,TREE,TREE,402213.55N,0362535.72E,2982.25,30.21,NO INFO,,NO,
LTAW20596,TREE,TREE,402213.79N,0362535.78E,2985.53,25.39,NO INFO,,NO,
LTAW20597,TREE,TREE,402213.93N,0362536.34E,2992.09,29.85,NO INFO,,NO,
LTAW20598,TREE,TREE,402212.63N,0362536.75E,2962.56,28.81,NO INFO,,NO,
LTAW20599,TREE,TREE,402212.43N,0362536.77E,2962.56,31.87,NO INFO,,NO,
LTAW20600,TREE,TREE,402211.69N,0362539.02E,2906.79,35.96,NO INFO,,NO,
LTAW20601,TREE,TREE,402212.02N,0362539.40E,2916.63,25.54,NO INFO,,NO,
LTAW20602,TREE,TREE,402212.67N,0362539.11E,2946.16,29.29,NO INFO,,NO,
LTAW20603,TREE,TREE,402219.83N,0362530.53E,3047.86,26.69,NO INFO,,NO,
LTAW20604,TREE,TREE,402218.36N,0362529.46E,2995.37,24.63,NO INFO,,NO,
LTAW20605,TREE,TREE,402218.55N,0362527.99E,2975.69,31.72,NO INFO,,NO,
LTAW20606,TREE,TREE,402218.83N,0362527.83E,2978.97,35.02,NO INFO,,NO,
LTAW20607,TREE,TREE,402205.49N,0362533.85E,2791.96,31.88,NO INFO,,NO,
LTAW20608,TREE,TREE,402205.65N,0362533.90E,2795.24,33.90,NO INFO,,NO,
LTAW20609,TREE,TREE,402206.05N,0362533.50E,2782.12,31.77,NO INFO,,NO,
LTAW20610,TREE,TREE,402206.37N,0362534.39E,2805.08,31.92,NO INFO,,NO,
LTAW20611,TREE,TREE,402206.94N,0362534.58E,2808.36,38.69,NO INFO,,NO,
LTAW20612,TREE,TREE,402207.07N,0362534.92E,2811.65,36.43,NO INFO,,NO,
LTAW20613,TREE,TREE,402206.92N,0362534.93E,2808.36,31.81,NO INFO,,NO,
LTAW20614,TREE,TREE,402207.09N,0362534.72E,2808.36,38.53,NO INFO,,NO,
LTAW20615,TREE,TREE,402206.68N,0362534.85E,2811.65,33.83,NO INFO,,NO,
LTAW20616,TREE,TREE,402207.56N,0362534.30E,2775.56,33.03,NO INFO,,NO,
LTAW20617,TREE,TREE,402207.39N,0362534.04E,2778.84,34.45,NO INFO,,NO,
LTAW20618,TREE,TREE,402207.86N,0362535.29E,2785.40,30.62,NO INFO,,NO,
LTAW20619,TREE,TREE,402207.85N,0362535.86E,2805.08,29.07,NO INFO,,NO,
LTAW20620,TREE,TREE,402207.32N,0362535.89E,2818.21,29.61,NO INFO,,NO,
LTAW20621,TREE,TREE,402207.11N,0362535.68E,2818.21,30.20,NO INFO,,NO,
LTAW20622,TREE,TREE,402208.21N,0362535.06E,2785.40,41.12,NO INFO,,NO,
LTAW20623,TREE,TREE,402208.40N,0362535.45E,2785.40,30.55,NO INFO,,NO,
LTAW20624,TREE,TREE,402208.85N,0362536.76E,2814.93,28.87,NO INFO,,NO,
LTAW20625,TREE,TREE,402209.32N,0362536.79E,2821.49,29.19,NO INFO,,NO,
LTAW20626,TREE,TREE,402209.29N,0362537.79E,2831.33,29.52,NO INFO,,NO,
LTAW20627,TREE,TREE,402207.50N,0362538.48E,2880.54,31.44,NO INFO,,NO,
LTAW20628,TREE,TREE,402207.04N,0362538.41E,2877.26,28.26,NO INFO,,NO,
LTAW20629,TREE,TREE,402206.79N,0362538.62E,2877.26,24.79,NO INFO,,NO,
LTAW20630,TREE,TREE,402206.45N,0362537.64E,2857.58,24.53,NO INFO,,NO,
LTAW20631,TREE,TREE,402206.52N,0362537.71E,2841.17,5.51,NO INFO,,NO,
LTAW20632,TREE,TREE,402205.79N,0362537.43E,2851.02,28.11,NO INFO,,NO,
LTAW20633,TREE,TREE,402205.59N,0362537.39E,2851.02,27.10,NO INFO,,NO,
LTAW20634,TREE,TREE,402205.63N,0362538.67E,2873.98,25.84,NO INFO,,NO,
LTAW20635,TREE,TREE,402205.77N,0362539.70E,2896.95,26.31,NO INFO,,NO,
LTAW20636,TREE,TREE,402207.08N,0362539.34E,2893.67,25.02,NO INFO,,NO,
LTAW20637,TREE,TREE,402207.72N,0362538.89E,2887.10,29.23,NO INFO,,NO,
LTAW20638,TREE,TREE,402209.68N,0362543.62E,3001.93,27.65,NO INFO,,NO,
LTAW20639,TREE,TREE,402210.16N,0362543.63E,2998.65,24.17,NO INFO,,NO,
LTAW20640,TREE,TREE,402219.17N,0362526.87E,2949.44,38.36,NO INFO,,NO,
LTAW20641,TREE,TREE,402218.58N,0362526.82E,2929.75,27.88,NO INFO,,NO,
LTAW20642,TREE,TREE,402218.33N,0362527.94E,2975.69,37.51,NO INFO,,NO,
LTAW20643,TREE,TREE,402217.55N,0362528.29E,2965.84,29.89,NO INFO,,NO,
LTAW20644,TREE,TREE,402218.03N,0362526.75E,2916.63,41.67,NO INFO,,NO,
LTAW20645,TREE,TREE,402217.56N,0362526.80E,2893.67,27.76,NO INFO,,NO,
LTAW20646,TREE,TREE,402217.18N,0362527.02E,2887.10,26.79,NO INFO,,NO,
LTAW20647,TREE,TREE,402215.85N,0362527.08E,2857.58,25.29,NO INFO,,NO,
LTAW20648,TREE,TREE,402215.61N,0362527.29E,2857.58,28.50,NO INFO,,NO,
LTAW20649,TREE,TREE,402215.28N,0362527.62E,2857.58,29.46,NO INFO,,NO,
LTAW20650,TREE,TREE,402215.12N,0362527.20E,2847.73,31.91,NO INFO,,NO,
LTAW20651,TREE,TREE,402216.06N,0362528.05E,2903.51,32.60,NO INFO,,NO,
LTAW20652,TREE,TREE,402216.30N,0362528.78E,2942.88,25.39,NO INFO,,NO,
LTAW20653,TREE,TREE,402217.58N,0362529.70E,2978.97,23.65,NO INFO,,NO,
LTAW20654,TREE,TREE,402215.89N,0362531.18E,2969.12,29.08,NO INFO,,NO,
LTAW20655,TREE,TREE,402215.74N,0362532.88E,2995.37,24.27,NO INFO,,NO,
LTAW20656,TREE,TREE,402215.90N,0362533.68E,3018.34,24.74,NO INFO,,NO,
LTAW20657,TREE,TREE,402216.78N,0362535.84E,3051.14,21.52,NO INFO,,NO,
LTAW20658,TREE,TREE,402217.21N,0362535.98E,3070.83,30.09,NO INFO,,NO,
LTAW20659,TREE,TREE,402210.62N,0362526.86E,2808.36,37.57,NO INFO,,NO,
LTAW20660,TREE,TREE,402219.45N,0362551.82E,3215.18,31.95,NO INFO,,NO,
LTAW20661,TREE,TREE,402219.75N,0362551.49E,3205.34,25.87,NO INFO,,NO,
LTAW20662,TREE,TREE,402219.02N,0362552.26E,3215.18,23.30,NO INFO,,NO,
LTAW20663,TREE,TREE,402217.45N,0362549.03E,3129.88,30.14,NO INFO,,NO,
LTAW20664,TREE,TREE,402216.72N,0362549.15E,3120.04,31.37,NO INFO,,NO,
LTAW20665,TREE,TREE,402216.07N,0362553.43E,3287.36,28.53,NO INFO,,NO,
LTAW20666,TREE,TREE,402215.98N,0362552.81E,3257.83,24.33,NO INFO,,NO,
LTAW20667,TREE,TREE,402216.34N,0362553.13E,3267.68,20.53,NO INFO,,NO,
LTAW20668,TREE,TREE,402214.37N,0362548.47E,3103.64,30.26,NO INFO,,NO,
LTAW20669,TREE,TREE,402214.10N,0362548.05E,3093.79,32.12,NO INFO,,NO,
LTAW20670,TREE,TREE,402214.83N,0362547.48E,3067.55,26.44,NO INFO,,NO,
LTAW20671,TREE,TREE,402214.78N,0362546.73E,3054.42,23.13,NO INFO,,NO,
LTAW20672,TREE,TREE,402215.77N,0362548.38E,3110.20,37.94,NO INFO,,NO,
LTAW20673,TREE,TREE,402216.26N,0362548.99E,3113.48,29.73,NO INFO,,NO,
LTAW20674,TREE,TREE,402213.00N,0362545.93E,3083.95,43.38,NO INFO,,NO,
LTAW20675,TREE,TREE,402212.86N,0362545.68E,3070.83,31.71,NO INFO,,NO,
LTAW20676,TREE,TREE,402213.47N,0362546.08E,3087.23,50.60,NO INFO,,NO,
LTAW20677,TREE,TREE,402217.82N,0362642.64E,3205.34,35.96,NO INFO,,NO,
LTAW20678,TREE,TREE,402217.79N,0362641.56E,3215.18,24.35,NO INFO,,NO,
LTAW20679,TREE,TREE,402219.57N,0362640.44E,3293.92,26.07,NO INFO,,NO,
LTAW20680,TREE,TREE,402209.05N,0362639.94E,3165.97,28.69,NO INFO,,NO,
LTAW20681,TREE,TREE,402209.89N,0362639.11E,3179.10,24.99,NO INFO,,NO,
LTAW20682,TREE,TREE,402211.15N,0362656.39E,2755.87,29.67,NO INFO,,NO,
LTAW20683,TREE,TREE,402215.36N,0362652.53E,2923.19,38.59,NO INFO,,NO,
LTAW20684,TREE,TREE,402219.38N,0362653.78E,2998.65,60.74,NO INFO,,NO,
LTAW20685,TREE,TREE,402215.40N,0362644.67E,3106.92,25.16,NO INFO,,NO,
LTAW20686,TREE,TREE,402208.24N,0362706.78E,2867.42,32.11,NO INFO,,NO,
LTAW20687,TREE,TREE,402205.29N,0362949.42E,2562.30,19.99,NO INFO,,NO,
LTAW20688,TREE,TREE,402205.35N,0362949.27E,2568.87,24.48,NO INFO,,NO,
LTAW20689,TREE,TREE,402205.63N,0362949.42E,2572.15,23.59,NO INFO,,NO,
LTAW20690,TREE,TREE,402205.61N,0362949.36E,2575.43,27.13,NO INFO,,NO,
LTAW20691,TREE,TREE,402206.02N,0362950.30E,2581.99,23.22,NO INFO,,NO,
LTAW20692,TREE,TREE,402206.23N,0362950.46E,2585.27,24.14,NO INFO,,NO,
LTAW20693,TREE,TREE,402204.61N,0362955.15E,2608.24,23.46,NO INFO,,NO,
LTAW20694,TREE,TREE,402211.71N,0363009.71E,2559.02,25.94,NO INFO,,NO,
LTAW20695,TREE,TREE,402211.90N,0363009.65E,2562.30,22.72,NO INFO,,NO,
LTAW20696,TREE,TREE,402212.13N,0363009.16E,2581.99,39.30,NO INFO,,NO,
LTAW20697,TREE,TREE,402212.27N,0363008.29E,2572.15,29.93,NO INFO,,NO,
LTAW20698,TREE,TREE,402212.48N,0363007.72E,2565.59,23.18,NO INFO,,NO,
LTAW20699,TREE,TREE,402212.77N,0363006.50E,2542.62,29.16,NO INFO,,NO,
LTAW20700,TREE,TREE,402209.09N,0363009.46E,2467.16,26.04,NO INFO,,NO,
LTAW20701,TREE,TREE,402210.15N,0363010.44E,2506.53,25.23,NO INFO,,NO,
LTAW20702,TREE,TREE,402206.41N,0362958.08E,2591.83,23.08,NO INFO,,NO,
LTAW20703,TREE,TREE,402206.63N,0362956.27E,2634.48,33.78,NO INFO,,NO,
LTAW20704,TREE,TREE,402206.72N,0362954.74E,2637.76,29.28,NO INFO,,NO,
LTAW20705,TREE,TREE,402206.15N,0362954.62E,2631.20,29.93,NO INFO,,NO,
LTAW20706,TREE,TREE,402206.23N,0363000.48E,2572.15,23.73,NO INFO,,NO,
LTAW20707,TREE,TREE,402206.41N,0363000.71E,2572.15,22.17,NO INFO,,NO,
LTAW20708,TREE,TREE,402206.77N,0363001.29E,2572.15,23.72,NO INFO,,NO,
LTAW20709,TREE,TREE,402207.03N,0363001.37E,2575.43,25.36,NO INFO,,NO,
LTAW20710,TREE,TREE,402207.59N,0363001.68E,2575.43,22.69,NO INFO,,NO,
LTAW20711,TREE,TREE,402213.29N,0363018.02E,2529.50,27.53,NO INFO,,NO,
LTAW20712,TREE,TREE,402213.57N,0363018.16E,2536.06,25.51,NO INFO,,NO,
LTAW20713,TREE,TREE,402213.72N,0363018.48E,2536.06,24.91,NO INFO,,NO,
LTAW20714,TREE,TREE,402214.47N,0363019.02E,2542.62,27.83,NO INFO,,NO,
LTAW20715,TREE,TREE,402214.87N,0363019.02E,2545.90,27.64,NO INFO,,NO,
LTAW20716,TREE,TREE,402216.04N,0363019.10E,2545.90,23.40,NO INFO,,NO,
LTAW20717,TREE,TREE,402216.24N,0363019.04E,2549.18,23.99,NO INFO,,NO,
LTAW20718,TREE,TREE,402216.81N,0363017.77E,2588.55,27.25,NO INFO,,NO,
LTAW20719,TREE,TREE,402217.33N,0363017.84E,2591.83,28.48,NO INFO,,NO,
LTAW20720,TREE,TREE,402217.60N,0363018.68E,2585.27,29.24,NO INFO,,NO,
LTAW20721,TREE,TREE,402217.29N,0363022.02E,2536.06,22.82,NO INFO,,NO,
LTAW20722,TREE,TREE,402217.32N,0363021.68E,2536.06,22.82,NO INFO,,NO,
LTAW20723,TREE,TREE,402217.50N,0363022.10E,2532.78,22.58,NO INFO,,NO,
LTAW20724,TREE,TREE,402218.44N,0363020.30E,2568.87,24.33,NO INFO,,NO,
LTAW20725,TREE,TREE,402218.49N,0363045.99E,2742.75,55.59,NO INFO,,NO,
LTAW20726,TREE,TREE,402218.01N,0363044.40E,2749.31,29.82,NO INFO,,NO,
LTAW20727,TREE,TREE,402218.49N,0363044.58E,2746.03,28.75,NO INFO,,NO,
LTAW20728,TREE,TREE,402217.26N,0363046.70E,2716.50,55.99,NO INFO,,NO,
LTAW20729,TREE,TREE,402217.72N,0363046.56E,2693.54,30.15,NO INFO,,NO,
LTAW20730,TREE,TREE,402217.85N,0363047.12E,2700.10,31.05,NO INFO,,NO,
LTAW20731,TREE,TREE,402218.19N,0363047.55E,2719.78,24.83,NO INFO,,NO,
LTAW20732,TREE,TREE,402217.04N,0363047.04E,2696.82,38.95,NO INFO,,NO,
LTAW20733,TREE,TREE,402216.67N,0363047.40E,2690.26,37.26,NO INFO,,NO,
LTAW20734,TREE,TREE,402216.67N,0363048.07E,2683.69,22.46,NO INFO,,NO,
LTAW20735,TREE,TREE,402216.07N,0363047.95E,2670.57,22.45,NO INFO,,NO,
LTAW20736,TREE,TREE,402215.91N,0363048.41E,2677.13,22.83,NO INFO,,NO,
LTAW20737,TREE,TREE,402214.61N,0363048.47E,2657.45,25.81,NO INFO,,NO,
LTAW20738,TREE,TREE,402215.42N,0363048.70E,2677.13,25.69,NO INFO,,NO,
LTAW20739,TREE,TREE,402213.82N,0363046.40E,2700.10,28.95,NO INFO,,NO,
LTAW20740,TREE,TREE,402213.85N,0363050.04E,2713.22,24.69,NO INFO,,NO,
LTAW20741,TREE,TREE,402212.80N,0363049.62E,2713.22,26.37,NO INFO,,NO,
LTAW20742,TREE,TREE,402212.52N,0363049.43E,2709.94,25.58,NO INFO,,NO,
LTAW20743,TREE,TREE,402212.22N,0363049.24E,2703.38,28.17,NO INFO,,NO,
LTAW20744,TREE,TREE,402213.00N,0363045.29E,2703.38,29.40,NO INFO,,NO,
LTAW20745,TREE,TREE,402215.83N,0363052.47E,2723.06,3.48,NO INFO,,NO,
LTAW20746,TREE,TREE,402214.33N,0363100.99E,2729.63,25.79,NO INFO,,NO,
LTAW20747,TREE,TREE,402211.28N,0363100.11E,2680.41,22.60,NO INFO,,NO,
LTAW20748,TREE,TREE,402212.27N,0363057.37E,2716.50,23.94,NO INFO,,NO,
LTAW20749,TREE,TREE,402212.23N,0363057.89E,2713.22,23.72,NO INFO,,NO,
LTAW20750,TREE,TREE,402212.17N,0363058.17E,2706.66,19.44,NO INFO,,NO,
LTAW20751,TREE,TREE,402212.15N,0363100.77E,2690.26,31.80,NO INFO,,NO,
LTAW20752,TREE,TREE,402213.45N,0363101.43E,2700.10,26.56,NO INFO,,NO,
LTAW20753,TREE,TREE,402214.58N,0363059.39E,2742.75,24.26,NO INFO,,NO,
LTAW20754,TREE,TREE,402212.14N,0363104.68E,2641.04,28.50,NO INFO,,NO,
LTAW20755,TREE,TREE,402212.42N,0363105.03E,2634.48,22.00,NO INFO,,NO,
LTAW20756,TREE,TREE,402212.48N,0363103.58E,2654.17,26.92,NO INFO,,NO,
LTAW20757,TREE,TREE,402213.25N,0363102.83E,2680.41,32.02,NO INFO,,NO,
LTAW20758,TREE,TREE,402212.98N,0363103.04E,2660.73,22.68,NO INFO,,NO,
LTAW20759,TREE,TREE,402213.53N,0363103.89E,2667.29,25.62,NO INFO,,NO,
LTAW20760,TREE,TREE,402213.80N,0363104.53E,2660.73,26.38,NO INFO,,NO,
LTAW20761,TREE,TREE,402213.81N,0363104.16E,2667.29,23.27,NO INFO,,NO,
LTAW20762,TREE,TREE,402210.80N,0363103.94E,2641.04,27.33,NO INFO,,NO,
LTAW20763,TREE,TREE,402211.64N,0363104.85E,2631.20,24.52,NO INFO,,NO,
LTAW20764,TREE,TREE,402209.90N,0363056.61E,2693.54,25.79,NO INFO,,NO,
LTAW20765,TREE,TREE,402207.59N,0363053.92E,2667.29,31.68,NO INFO,,NO,
LTAW20766,TREE,TREE,402207.97N,0363055.34E,2690.26,39.31,NO INFO,,NO,
LTAW20767,TREE,TREE,402208.08N,0363055.04E,2690.26,38.32,NO INFO,,NO,
LTAW20768,TREE,TREE,402208.30N,0363054.87E,2683.69,29.52,NO INFO,,NO,
LTAW20769,TREE,TREE,402208.78N,0363054.89E,2700.10,41.32,NO INFO,,NO,
LTAW20770,TREE,TREE,402207.71N,0363054.97E,2680.41,33.35,NO INFO,,NO,
LTAW20771,TREE,TREE,402207.45N,0363054.54E,2667.29,24.99,NO INFO,,NO,
