Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),ElevationAtTop(FT),Height(FT),Lighting,ColorOfLighting,Group,,,,,,,,
LTBO765,BUILDING,BUILDING,384142.57N,0292629.66E,3057,15,NO INFO,,NO,,,,,,,,
LTBO766,BUILDING,BUILDING,384143.08N,0292628.59E,3050,25,NO INFO,,NO,,,,,,,,
LTBO767,BUILDING,BUILDING,384142.39N,0292628.50E,3051,25,NO INFO,,NO,,,,,,,,
LTBO768,BUILDING,BUILDING,384141.89N,0292628.96E,3049,15,NO INFO,,NO,,,,,,,,
LTBO769,BUILDING,BUILDING,384140.02N,0292623.84E,3051,54,NO INFO,,NO,,,,,,,,
LTBO770,MINARET,BUILDING,384140.24N,0292623.40E,3098,98,NO INFO,,NO,,,,,,,,
LTBO771,MINARET,BUILDING,384140.42N,0292623.97E,3096,98,NO INFO,,NO,,,,,,,,
LTBO772,BUILDING,BUILDING,384138.53N,0292630.36E,3045,15,NO INFO,,NO,,,,,,,,
LTBO773,BUILDING,BUILDING,384145.13N,0292627.39E,3046,25,NO INFO,,NO,,,,,,,,
LTBO774,BUILDING,BUILDING,384145.47N,0292627.14E,3047,25,NO INFO,,NO,,,,,,,,
LTBO775,BUILDING,BUILDING,384145.69N,0292627.34E,3051,25,NO INFO,,NO,,,,,,,,
LTBO776,BUILDING,BUILDING,384146.21N,0292627.51E,3050,15,NO INFO,,NO,,,,,,,,
LTBO777,BUILDING,BUILDING,384146.56N,0292627.65E,3063,25,NO INFO,,NO,,,,,,,,
LTBO778,BUILDING,BUILDING,384146.17N,0292628.01E,3053,15,NO INFO,,NO,,,,,,,,
LTBO779,BUILDING,BUILDING,384146.25N,0292628.48E,3058,15,NO INFO,,NO,,,,,,,,
LTBO780,BUILDING,BUILDING,384145.71N,0292628.07E,3047,15,NO INFO,,NO,,,,,,,,
LTBO781,BUILDING,BUILDING,384145.75N,0292628.42E,3051,15,NO INFO,,NO,,,,,,,,
LTBO782,BUILDING,BUILDING,384145.80N,0292628.97E,3056,15,NO INFO,,NO,,,,,,,,
LTBO783,BUILDING,BUILDING,384145.50N,0292628.91E,3052,15,NO INFO,,NO,,,,,,,,
LTBO784,BUILDING,BUILDING,384145.36N,0292628.61E,3049,15,NO INFO,,NO,,,,,,,,
LTBO785,BUILDING,BUILDING,384145.14N,0292627.70E,3048,25,NO INFO,,NO,,,,,,,,
LTBO786,BUILDING,BUILDING,384158.56N,0292724.52E,3115,34,NO INFO,,NO,,,,,,,,
LTBO787,BUILDING,BUILDING,384157.60N,0292722.11E,3086,34,NO INFO,,NO,,,,,,,,
LTBO788,BUILDING,BUILDING,384158.28N,0292721.62E,3096,34,NO INFO,,NO,,,,,,,,
LTBO789,BUILDING,BUILDING,384156.88N,0292722.14E,3086,34,NO INFO,,NO,,,,,,,,
LTBO790,BUILDING,BUILDING,384156.94N,0292723.08E,3090,34,NO INFO,,NO,,,,,,,,
LTBO791,BUILDING,BUILDING,384155.44N,0292722.05E,3067,25,NO INFO,,NO,,,,,,,,
LTBO792,BUILDING,BUILDING,384155.00N,0292721.62E,3061,25,NO INFO,,NO,,,,,,,,
LTBO793,BUILDING,BUILDING,384155.86N,0292727.18E,3084,34,NO INFO,,NO,,,,,,,,
LTBO794,BUILDING,BUILDING,384155.13N,0292726.75E,3068,25,NO INFO,,NO,,,,,,,,
LTBO795,BUILDING,BUILDING,384154.31N,0292731.91E,3056,15,NO INFO,,NO,,,,,,,,
LTBO796,BUILDING,BUILDING,384154.69N,0292730.00E,3068,25,NO INFO,,NO,,,,,,,,
LTBO797,BUILDING,BUILDING,384154.75N,0292729.68E,3066,25,NO INFO,,NO,,,,,,,,
LTBO798,BUILDING,BUILDING,384154.86N,0292729.10E,3063,25,NO INFO,,NO,,,,,,,,
LTBO799,BUILDING,BUILDING,384159.93N,0292733.01E,3145,34,NO INFO,,NO,,,,,,,,
LTBO800,BUILDING,BUILDING,384154.69N,0292724.20E,3045,1,NO INFO,,NO,,,,,,,,
LTBO801,BUILDING,BUILDING,384154.19N,0292722.66E,3051,15,NO INFO,,NO,,,,,,,,
LTBO802,BUILDING,BUILDING,384154.02N,0292724.02E,3063,25,NO INFO,,NO,,,,,,,,
LTBO803,BUILDING,BUILDING,384154.03N,0292725.11E,3062,25,NO INFO,,NO,,,,,,,,
LTBO804,BUILDING,BUILDING,384154.60N,0292725.06E,3067,25,NO INFO,,NO,,,,,,,,
LTBO805,BUILDING,BUILDING,384154.66N,0292726.49E,3073,34,NO INFO,,NO,,,,,,,,
LTBO806,BUILDING,BUILDING,384154.26N,0292726.35E,3059,25,NO INFO,,NO,,,,,,,,
LTBO807,BUILDING,BUILDING,384153.56N,0292725.70E,3056,25,NO INFO,,NO,,,,,,,,
LTBO808,BUILDING,BUILDING,384153.51N,0292725.21E,3057,25,NO INFO,,NO,,,,,,,,
LTBO809,BUILDING,BUILDING,384153.61N,0292724.80E,3047,15,NO INFO,,NO,,,,,,,,
LTBO810,BUILDING,BUILDING,384152.90N,0292724.66E,3051,25,NO INFO,,NO,,,,,,,,
LTBO811,BUILDING,BUILDING,384152.88N,0292724.30E,3051,25,NO INFO,,NO,,,,,,,,
LTBO812,BUILDING,BUILDING,384152.73N,0292723.64E,3050,25,NO INFO,,NO,,,,,,,,
LTBO813,BUILDING,BUILDING,384152.50N,0292724.01E,3046,25,NO INFO,,NO,,,,,,,,
LTBO814,BUILDING,BUILDING,384152.30N,0292724.50E,3054,34,NO INFO,,NO,,,,,,,,
LTBO815,BUILDING,BUILDING,384152.35N,0292722.73E,3056,34,NO INFO,,NO,,,,,,,,
LTBO816,BUILDING,BUILDING,384153.94N,0292727.41E,3053,25,NO INFO,,NO,,,,,,,,
LTBO817,BUILDING,BUILDING,384153.98N,0292728.14E,3050,25,NO INFO,,NO,,,,,,,,
LTBO818,BUILDING,BUILDING,384153.83N,0292728.65E,3047,25,NO INFO,,NO,,,,,,,,
LTBO819,BUILDING,BUILDING,384153.84N,0292729.13E,3049,25,NO INFO,,NO,,,,,,,,
LTBO820,BUILDING,BUILDING,384153.25N,0292730.13E,3056,34,NO INFO,,NO,,,,,,,,
LTBO821,BUILDING,BUILDING,384152.85N,0292729.14E,3053,34,NO INFO,,NO,,,,,,,,
LTBO822,BUILDING,BUILDING,384152.88N,0292731.32E,3057,34,NO INFO,,NO,,,,,,,,
LTBO823,BUILDING,BUILDING,384152.10N,0292732.12E,3049,34,NO INFO,,NO,,,,,,,,
LTBO824,MOSQUE,BUILDING,384151.62N,0292729.54E,3070,64,NO INFO,,NO,,,,,,,,
LTBO825,BUILDING,BUILDING,384154.18N,0292734.51E,3059,25,NO INFO,,NO,,,,,,,,
LTBO826,BUILDING,BUILDING,384217.04N,0292834.33E,3156,34,NO INFO,,NO,,,,,,,,
LTBO827,BUILDING,BUILDING,384216.18N,0292834.29E,3155,34,NO INFO,,NO,,,,,,,,
LTBO828,BUILDING,BUILDING,384215.62N,0292834.24E,3151,34,NO INFO,,NO,,,,,,,,
LTBO829,BUILDING,BUILDING,384210.51N,0292829.44E,3091,34,NO INFO,,NO,,,,,,,,
LTBO830,BUILDING,BUILDING,384212.79N,0292827.10E,3065,25,NO INFO,,NO,,,,,,,,
LTBO831,BUILDING,BUILDING,384212.72N,0292826.43E,3056,25,NO INFO,,NO,,,,,,,,
LTBO832,BUILDING,BUILDING,384213.03N,0292826.18E,3045,15,NO INFO,,NO,,,,,,,,
LTBO833,BUILDING,BUILDING,384212.79N,0292825.48E,3047,25,NO INFO,,NO,,,,,,,,
LTBO834,BUILDING,BUILDING,384216.94N,0292824.12E,3053,34,NO INFO,,NO,,,,,,,,
LTBO835,BUILDING,BUILDING,384215.45N,0292820.33E,3062,54,NO INFO,,NO,,,,,,,,
LTBO836,BUILDING,BUILDING,384217.60N,0292827.43E,3090,34,NO INFO,,NO,,,,,,,,
LTBO837,BUILDING,BUILDING,384218.38N,0292828.28E,3102,34,NO INFO,,NO,,,,,,,,
LTBO838,BUILDING,BUILDING,384218.57N,0292830.98E,3126,34,NO INFO,,NO,,,,,,,,
LTBO839,BUILDING,BUILDING,384217.78N,0292832.41E,3132,34,NO INFO,,NO,,,,,,,,
LTBO840,BUILDING,BUILDING,384217.17N,0292832.28E,3132,34,NO INFO,,NO,,,,,,,,
LTBO841,BUILDING,BUILDING,384216.96N,0292832.17E,3129,34,NO INFO,,NO,,,,,,,,
LTBO842,BUILDING,BUILDING,384216.55N,0292831.98E,3129,34,NO INFO,,NO,,,,,,,,
LTBO843,BUILDING,BUILDING,384216.43N,0292833.21E,3143,34,NO INFO,,NO,,,,,,,,
LTBO844,BUILDING,BUILDING,384215.91N,0292831.83E,3126,34,NO INFO,,NO,,,,,,,,
LTBO845,BUILDING,BUILDING,384209.66N,0292831.85E,3097,34,NO INFO,,NO,,,,,,,,
LTBO846,BUILDING,BUILDING,384211.06N,0292831.59E,3109,34,NO INFO,,NO,,,,,,,,
LTBO847,BUILDING,BUILDING,384207.55N,0292830.23E,3066,25,NO INFO,,NO,,,,,,,,
LTBO848,BUILDING,BUILDING,384208.09N,0292829.70E,3058,15,NO INFO,,NO,,,,,,,,
LTBO849,BUILDING,BUILDING,384207.32N,0292830.64E,3056,15,NO INFO,,NO,,,,,,,,
LTBO850,BUILDING,BUILDING,384206.64N,0292831.18E,3062,25,NO INFO,,NO,,,,,,,,
LTBO851,BUILDING,BUILDING,384205.33N,0292831.69E,3064,34,NO INFO,,NO,,,,,,,,
LTBO852,BUILDING,BUILDING,384206.09N,0292833.29E,3053,15,NO INFO,,NO,,,,,,,,
LTBO853,BUILDING,BUILDING,384137.82N,0292639.62E,3056,15,NO INFO,,NO,,,,,,,,
LTBO854,BUILDING,BUILDING,384127.52N,0292612.46E,3056,15,NO INFO,,NO,,,,,,,,
LTBO855,BUILDING,BUILDING,384131.20N,0292616.87E,3045,44,NO INFO,,NO,,,,,,,,
LTBO856,BUILDING,BUILDING,384133.41N,0292616.52E,3075,64,NO INFO,,NO,,,,,,,,
LTBO857,BUILDING,BUILDING,384133.44N,0292615.32E,3052,34,NO INFO,,NO,,,,,,,,
LTBO858,BUILDING,BUILDING,384125.05N,0292612.26E,3046,15,NO INFO,,NO,,,,,,,,
LTBO859,BUILDING,BUILDING,384120.96N,0292612.16E,3049,44,NO INFO,,NO,,,,,,,,
LTBO860,BUILDING,BUILDING,384120.15N,0292611.67E,3046,44,NO INFO,,NO,,,,,,,,
LTBO861,BUILDING,BUILDING,384120.65N,0292609.10E,3047,25,NO INFO,,NO,,,,,,,,
LTBO862,BUILDING,BUILDING,384119.84N,0292606.75E,3052,25,NO INFO,,NO,,,,,,,,
LTBO863,BUILDING,BUILDING,384117.83N,0292603.34E,3060,34,NO INFO,,NO,,,,,,,,
LTBO864,BUILDING,BUILDING,384117.39N,0292603.95E,3064,44,NO INFO,,NO,,,,,,,,
LTBO865,BUILDING,BUILDING,384116.69N,0292604.72E,3045,34,NO INFO,,NO,,,,,,,,
LTBO866,BUILDING,BUILDING,384114.73N,0292601.57E,3045,34,NO INFO,,NO,,,,,,,,
LTBO867,BUILDING,BUILDING,384115.17N,0292602.14E,3047,34,NO INFO,,NO,,,,,,,,
LTBO868,BUILDING,BUILDING,384115.49N,0292600.89E,3063,44,NO INFO,,NO,,,,,,,,
LTBO869,BUILDING,BUILDING,384116.01N,0292601.60E,3055,34,NO INFO,,NO,,,,,,,,
LTBO870,BUILDING,BUILDING,384116.43N,0292602.43E,3055,34,NO INFO,,NO,,,,,,,,
LTBO871,BUILDING,BUILDING,384116.92N,0292603.10E,3055,34,NO INFO,,NO,,,,,,,,
LTBO872,BUILDING,BUILDING,384116.73N,0292601.08E,3052,25,NO INFO,,NO,,,,,,,,
LTBO873,BUILDING,BUILDING,384103.40N,0292441.68E,3162,34,NO INFO,,NO,,,,,,,,
LTBO874,BUILDING,BUILDING,384103.16N,0292445.65E,3171,34,NO INFO,,NO,,,,,,,,
LTBO875,BUILDING,BUILDING,384111.56N,0292444.48E,3250,34,NO INFO,,NO,,,,,,,,
LTBO876,BUILDING,BUILDING,384110.42N,0292443.78E,3246,34,NO INFO,,NO,,,,,,,,
LTBO877,BUILDING,BUILDING,384108.83N,0292516.44E,3174,34,NO INFO,,NO,,,,,,,,
LTBO878,BUILDING,BUILDING,384058.14N,0292512.25E,3077,34,NO INFO,,NO,,,,,,,,
LTBO879,BUILDING,BUILDING,384057.79N,0292511.94E,3056,15,NO INFO,,NO,,,,,,,,
LTBO880,BUILDING,BUILDING,384058.32N,0292512.63E,3077,34,NO INFO,,NO,,,,,,,,
LTBO881,BUILDING,BUILDING,384058.83N,0292514.09E,3066,25,NO INFO,,NO,,,,,,,,
LTBO882,BUILDING,BUILDING,384058.75N,0292502.84E,3081,34,NO INFO,,NO,,,,,,,,
LTBO883,BUILDING,BUILDING,384058.75N,0292502.34E,3058,15,NO INFO,,NO,,,,,,,,
LTBO884,BUILDING,BUILDING,384058.73N,0292501.88E,3055,15,NO INFO,,NO,,,,,,,,
LTBO885,BUILDING,BUILDING,384058.99N,0292501.88E,3056,15,NO INFO,,NO,,,,,,,,
LTBO886,BUILDING,BUILDING,384058.52N,0292501.33E,3061,25,NO INFO,,NO,,,,,,,,
LTBO887,BUILDING,BUILDING,384058.64N,0292500.85E,3052,15,NO INFO,,NO,,,,,,,,
LTBO888,BUILDING,BUILDING,384058.36N,0292500.57E,3049,15,NO INFO,,NO,,,,,,,,
LTBO889,BUILDING,BUILDING,384058.12N,0292500.94E,3049,15,NO INFO,,NO,,,,,,,,
LTBO890,BUILDING,BUILDING,384058.98N,0292500.50E,3053,15,NO INFO,,NO,,,,,,,,
LTBO891,BUILDING,BUILDING,384058.84N,0292459.84E,3051,15,NO INFO,,NO,,,,,,,,
LTBO892,BUILDING,BUILDING,384058.51N,0292459.82E,3058,25,NO INFO,,NO,,,,,,,,
LTBO893,BUILDING,BUILDING,384058.08N,0292459.82E,3045,15,NO INFO,,NO,,,,,,,,
LTBO894,BUILDING,BUILDING,384059.96N,0292459.11E,3058,15,NO INFO,,NO,,,,,,,,
LTBO895,BUILDING,BUILDING,384059.70N,0292459.04E,3065,25,NO INFO,,NO,,,,,,,,
LTBO896,BUILDING,BUILDING,384059.40N,0292459.01E,3063,25,NO INFO,,NO,,,,,,,,
LTBO897,BUILDING,BUILDING,384059.48N,0292458.56E,3054,15,NO INFO,,NO,,,,,,,,
LTBO898,BUILDING,BUILDING,384059.05N,0292458.20E,3049,15,NO INFO,,NO,,,,,,,,
LTBO899,BUILDING,BUILDING,384059.00N,0292458.75E,3050,15,NO INFO,,NO,,,,,,,,
LTBO900,BUILDING,BUILDING,384058.71N,0292458.63E,3067,34,NO INFO,,NO,,,,,,,,
LTBO901,BUILDING,BUILDING,384058.77N,0292458.12E,3047,15,NO INFO,,NO,,,,,,,,
LTBO902,BUILDING,BUILDING,384058.94N,0292457.74E,3047,15,NO INFO,,NO,,,,,,,,
LTBO903,BUILDING,BUILDING,384059.21N,0292457.89E,3050,15,NO INFO,,NO,,,,,,,,
LTBO904,BUILDING,BUILDING,384059.29N,0292457.62E,3050,15,NO INFO,,NO,,,,,,,,
LTBO905,BUILDING,BUILDING,384059.45N,0292457.12E,3063,25,NO INFO,,NO,,,,,,,,
LTBO906,BUILDING,BUILDING,384059.88N,0292457.42E,3054,15,NO INFO,,NO,,,,,,,,
LTBO907,BUILDING,BUILDING,384059.71N,0292458.08E,3054,15,NO INFO,,NO,,,,,,,,
LTBO908,BUILDING,BUILDING,384100.14N,0292458.01E,3067,25,NO INFO,,NO,,,,,,,,
LTBO909,BUILDING,BUILDING,384100.19N,0292456.98E,3067,25,NO INFO,,NO,,,,,,,,
LTBO910,BUILDING,BUILDING,384100.43N,0292457.28E,3057,15,NO INFO,,NO,,,,,,,,
LTBO911,BUILDING,BUILDING,384059.98N,0292458.54E,3057,15,NO INFO,,NO,,,,,,,,
LTBO912,BUILDING,BUILDING,384057.30N,0292459.65E,3050,25,NO INFO,,NO,,,,,,,,
LTBO913,BUILDING,BUILDING,384057.60N,0292459.78E,3051,25,NO INFO,,NO,,,,,,,,
LTBO914,BUILDING,BUILDING,384057.29N,0292500.16E,3052,25,NO INFO,,NO,,,,,,,,
LTBO915,BUILDING,BUILDING,384057.23N,0292500.74E,3045,15,NO INFO,,NO,,,,,,,,
LTBO916,BUILDING,BUILDING,384057.14N,0292501.08E,3056,25,NO INFO,,NO,,,,,,,,
LTBO917,BUILDING,BUILDING,384057.06N,0292501.71E,3049,15,NO INFO,,NO,,,,,,,,
LTBO918,BUILDING,BUILDING,384057.44N,0292501.72E,3060,25,NO INFO,,NO,,,,,,,,
LTBO919,BUILDING,BUILDING,384057.08N,0292502.14E,3051,15,NO INFO,,NO,,,,,,,,
LTBO920,BUILDING,BUILDING,384057.00N,0292502.66E,3053,15,NO INFO,,NO,,,,,,,,
LTBO921,BUILDING,BUILDING,384056.76N,0292459.48E,3057,34,NO INFO,,NO,,,,,,,,
LTBO922,BUILDING,BUILDING,384056.33N,0292501.71E,3055,25,NO INFO,,NO,,,,,,,,
LTBO923,BUILDING,BUILDING,384056.34N,0292502.03E,3056,25,NO INFO,,NO,,,,,,,,
LTBO924,BUILDING,BUILDING,384056.25N,0292502.57E,3057,25,NO INFO,,NO,,,,,,,,
LTBO925,BUILDING,BUILDING,384055.12N,0292459.36E,3053,34,NO INFO,,NO,,,,,,,,
LTBO926,BUILDING,BUILDING,384055.07N,0292500.12E,3053,34,NO INFO,,NO,,,,,,,,
LTBO927,BUILDING,BUILDING,384055.05N,0292500.46E,3053,34,NO INFO,,NO,,,,,,,,
LTBO928,BUILDING,BUILDING,384054.98N,0292500.84E,3063,44,NO INFO,,NO,,,,,,,,
LTBO929,BUILDING,BUILDING,384055.70N,0292501.49E,3070,44,NO INFO,,NO,,,,,,,,
LTBO930,BUILDING,BUILDING,384055.68N,0292500.97E,3048,25,NO INFO,,NO,,,,,,,,
LTBO931,BUILDING,BUILDING,384055.71N,0292500.51E,3066,44,NO INFO,,NO,,,,,,,,
LTBO932,BUILDING,BUILDING,384055.79N,0292459.85E,3064,44,NO INFO,,NO,,,,,,,,
LTBO933,BUILDING,BUILDING,384054.14N,0292459.83E,3053,34,NO INFO,,NO,,,,,,,,
LTBO934,BUILDING,BUILDING,384054.11N,0292500.37E,3053,34,NO INFO,,NO,,,,,,,,
LTBO935,BUILDING,BUILDING,384053.28N,0292501.16E,3050,34,NO INFO,,NO,,,,,,,,
LTBO936,BUILDING,BUILDING,384053.42N,0292500.29E,3052,34,NO INFO,,NO,,,,,,,,
LTBO937,BUILDING,BUILDING,384053.21N,0292500.35E,3051,34,NO INFO,,NO,,,,,,,,
LTBO938,BUILDING,BUILDING,384053.38N,0292459.85E,3052,34,NO INFO,,NO,,,,,,,,
LTBO939,BUILDING,BUILDING,384052.07N,0292500.01E,3048,34,NO INFO,,NO,,,,,,,,
LTBO940,BUILDING,BUILDING,384051.40N,0292500.43E,3046,34,NO INFO,,NO,,,,,,,,
LTBO941,BUILDING,BUILDING,384050.49N,0292500.60E,3052,44,NO INFO,,NO,,,,,,,,
LTBO942,BUILDING,BUILDING,384050.21N,0292501.55E,3051,44,NO INFO,,NO,,,,,,,,
LTBO943,BUILDING,BUILDING,384049.78N,0292501.51E,3049,44,NO INFO,,NO,,,,,,,,
LTBO944,BUILDING,BUILDING,384053.59N,0292502.46E,3050,34,NO INFO,,NO,,,,,,,,
LTBO945,BUILDING,BUILDING,384052.97N,0292503.24E,3049,34,NO INFO,,NO,,,,,,,,
LTBO946,BUILDING,BUILDING,384053.30N,0292503.83E,3059,44,NO INFO,,NO,,,,,,,,
LTBO947,BUILDING,BUILDING,384053.68N,0292503.77E,3061,44,NO INFO,,NO,,,,,,,,
LTBO948,BUILDING,BUILDING,384054.24N,0292503.77E,3062,44,NO INFO,,NO,,,,,,,,
LTBO949,BUILDING,BUILDING,384054.71N,0292503.76E,3046,25,NO INFO,,NO,,,,,,,,
LTBO950,BUILDING,BUILDING,384055.00N,0292503.72E,3049,25,NO INFO,,NO,,,,,,,,
LTBO951,BUILDING,BUILDING,384055.40N,0292503.69E,3052,25,NO INFO,,NO,,,,,,,,
LTBO952,BUILDING,BUILDING,384055.25N,0292502.48E,3049,25,NO INFO,,NO,,,,,,,,
LTBO953,BUILDING,BUILDING,384054.84N,0292502.53E,3046,25,NO INFO,,NO,,,,,,,,
LTBO954,BUILDING,BUILDING,384054.42N,0292502.58E,3052,34,NO INFO,,NO,,,,,,,,
LTBO955,BUILDING,BUILDING,384053.15N,0292504.51E,3049,34,NO INFO,,NO,,,,,,,,
LTBO956,BUILDING,BUILDING,384054.04N,0292505.79E,3052,34,NO INFO,,NO,,,,,,,,
LTBO957,BUILDING,BUILDING,384055.61N,0292505.79E,3046,15,NO INFO,,NO,,,,,,,,
LTBO958,BUILDING,BUILDING,384055.56N,0292504.45E,3045,15,NO INFO,,NO,,,,,,,,
LTBO959,BUILDING,BUILDING,384054.90N,0292506.42E,3057,34,NO INFO,,NO,,,,,,,,
LTBO960,BUILDING,BUILDING,384055.66N,0292506.38E,3065,34,NO INFO,,NO,,,,,,,,
LTBO961,BUILDING,BUILDING,384055.69N,0292506.79E,3055,25,NO INFO,,NO,,,,,,,,
LTBO962,BUILDING,BUILDING,384055.67N,0292507.23E,3065,34,NO INFO,,NO,,,,,,,,
LTBO963,BUILDING,BUILDING,384055.27N,0292507.37E,3071,44,NO INFO,,NO,,,,,,,,
LTBO964,BUILDING,BUILDING,384054.82N,0292507.57E,3065,44,NO INFO,,NO,,,,,,,,
LTBO965,BUILDING,BUILDING,384054.51N,0292507.59E,3052,34,NO INFO,,NO,,,,,,,,
LTBO966,BUILDING,BUILDING,384053.41N,0292507.78E,3048,34,NO INFO,,NO,,,,,,,,
LTBO967,BUILDING,BUILDING,384054.83N,0292508.21E,3053,34,NO INFO,,NO,,,,,,,,
LTBO968,BUILDING,BUILDING,384055.09N,0292508.21E,3057,34,NO INFO,,NO,,,,,,,,
LTBO969,BUILDING,BUILDING,384055.51N,0292508.20E,3061,34,NO INFO,,NO,,,,,,,,
LTBO970,BUILDING,BUILDING,384055.92N,0292508.15E,3066,34,NO INFO,,NO,,,,,,,,
LTBO971,BUILDING,BUILDING,384055.98N,0292508.83E,3084,54,NO INFO,,NO,,,,,,,,
LTBO972,BUILDING,BUILDING,384055.37N,0292508.90E,3059,34,NO INFO,,NO,,,,,,,,
LTBO973,BUILDING,BUILDING,384054.97N,0292508.96E,3053,34,NO INFO,,NO,,,,,,,,
LTBO974,BUILDING,BUILDING,384055.14N,0292509.85E,3053,34,NO INFO,,NO,,,,,,,,
LTBO975,BUILDING,BUILDING,384055.46N,0292509.81E,3047,25,NO INFO,,NO,,,,,,,,
LTBO976,BUILDING,BUILDING,384055.81N,0292509.73E,3051,25,NO INFO,,NO,,,,,,,,
LTBO977,BUILDING,BUILDING,384056.19N,0292509.67E,3066,34,NO INFO,,NO,,,,,,,,
LTBO978,BUILDING,BUILDING,384056.51N,0292509.65E,3080,44,NO INFO,,NO,,,,,,,,
LTBO979,BUILDING,BUILDING,384056.76N,0292510.43E,3069,34,NO INFO,,NO,,,,,,,,
LTBO980,BUILDING,BUILDING,384056.63N,0292510.10E,3071,34,NO INFO,,NO,,,,,,,,
LTBO981,BUILDING,BUILDING,384055.64N,0292510.79E,3057,34,NO INFO,,NO,,,,,,,,
LTBO982,BUILDING,BUILDING,384054.30N,0292511.14E,3048,34,NO INFO,,NO,,,,,,,,
LTBO983,BUILDING,BUILDING,384053.67N,0292511.40E,3054,44,NO INFO,,NO,,,,,,,,
LTBO984,BUILDING,BUILDING,384053.69N,0292510.19E,3046,34,NO INFO,,NO,,,,,,,,
LTBO985,BUILDING,BUILDING,384054.15N,0292510.07E,3048,34,NO INFO,,NO,,,,,,,,
LTBO986,BUILDING,BUILDING,384054.51N,0292510.02E,3050,34,NO INFO,,NO,,,,,,,,
LTBO987,BUILDING,BUILDING,384054.52N,0292513.05E,3055,44,NO INFO,,NO,,,,,,,,
LTBO988,BUILDING,BUILDING,384054.17N,0292512.30E,3046,34,NO INFO,,NO,,,,,,,,
LTBO989,BUILDING,BUILDING,384054.43N,0292512.19E,3047,34,NO INFO,,NO,,,,,,,,
LTBO990,BUILDING,BUILDING,384055.23N,0292512.70E,3049,34,NO INFO,,NO,,,,,,,,
LTBO991,BUILDING,BUILDING,384056.30N,0292512.38E,3049,25,NO INFO,,NO,,,,,,,,
LTBO992,BUILDING,BUILDING,384056.62N,0292512.42E,3072,44,NO INFO,,NO,,,,,,,,
LTBO993,BUILDING,BUILDING,384056.92N,0292512.32E,3066,34,NO INFO,,NO,,,,,,,,
LTBO994,BUILDING,BUILDING,384057.02N,0292511.59E,3049,15,NO INFO,,NO,,,,,,,,
LTBO995,BUILDING,BUILDING,384056.32N,0292511.58E,3062,34,NO INFO,,NO,,,,,,,,
LTBO996,MINARET,BUILDING,384056.26N,0292511.19E,3100,72,NO INFO,,NO,,,,,,,,
LTBO997,BUILDING,BUILDING,384051.44N,0292515.51E,3046,54,NO INFO,,NO,,,,,,,,
LTBO998,BUILDING,BUILDING,384055.13N,0292514.71E,3045,34,NO INFO,,NO,,,,,,,,
LTBO999,BUILDING,BUILDING,384055.21N,0292513.84E,3057,44,NO INFO,,NO,,,,,,,,
LTBO1000,BUILDING,BUILDING,384056.57N,0292514.40E,3055,34,NO INFO,,NO,,,,,,,,
LTBO1001,BUILDING,BUILDING,384056.84N,0292514.36E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1002,BUILDING,BUILDING,384057.11N,0292514.32E,3050,25,NO INFO,,NO,,,,,,,,
LTBO1003,BUILDING,BUILDING,384057.35N,0292514.20E,3053,25,NO INFO,,NO,,,,,,,,
LTBO1004,BUILDING,BUILDING,384057.19N,0292513.25E,3055,25,NO INFO,,NO,,,,,,,,
LTBO1005,BUILDING,BUILDING,384057.52N,0292513.12E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1006,BUILDING,BUILDING,384056.78N,0292513.44E,3070,44,NO INFO,,NO,,,,,,,,
LTBO1007,BUILDING,BUILDING,384056.47N,0292513.44E,3057,34,NO INFO,,NO,,,,,,,,
LTBO1008,BUILDING,BUILDING,384056.20N,0292513.51E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1009,BUILDING,BUILDING,384055.84N,0292513.66E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1010,BUILDING,BUILDING,384055.55N,0292513.71E,3049,34,NO INFO,,NO,,,,,,,,
LTBO1011,BUILDING,BUILDING,384058.01N,0292515.00E,3054,25,NO INFO,,NO,,,,,,,,
LTBO1012,BUILDING,BUILDING,384057.61N,0292515.14E,3060,34,NO INFO,,NO,,,,,,,,
LTBO1013,BUILDING,BUILDING,384057.37N,0292515.19E,3058,34,NO INFO,,NO,,,,,,,,
LTBO1014,BUILDING,BUILDING,384057.05N,0292515.31E,3055,34,NO INFO,,NO,,,,,,,,
LTBO1015,BUILDING,BUILDING,384057.30N,0292515.96E,3054,34,NO INFO,,NO,,,,,,,,
LTBO1016,BUILDING,BUILDING,384057.48N,0292515.92E,3056,34,NO INFO,,NO,,,,,,,,
LTBO1017,BUILDING,BUILDING,384057.80N,0292515.81E,3049,25,NO INFO,,NO,,,,,,,,
LTBO1018,BUILDING,BUILDING,384058.10N,0292515.69E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1019,BUILDING,BUILDING,384058.43N,0292515.53E,3055,25,NO INFO,,NO,,,,,,,,
LTBO1020,BUILDING,BUILDING,384058.83N,0292515.23E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1021,BUILDING,BUILDING,384058.50N,0292516.48E,3081,54,NO INFO,,NO,,,,,,,,
