Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),ElevationAtTop(FT),Height(FT),Lighting,ColorOfLighting,Group,,,,,,,,
LTBO1022,BUILDING,BUILDING,384058.23N,0292516.75E,3058,34,NO INFO,,NO,,,,,,,,
LTBO1023,BUILDING,BUILDING,384058.00N,0292516.81E,3057,34,NO INFO,,NO,,,,,,,,
LTBO1024,BUILDING,BUILDING,384057.69N,0292517.91E,3050,34,NO INFO,,NO,,,,,,,,
LTBO1025,BUILDING,BUILDING,384057.32N,0292518.10E,3047,34,NO INFO,,NO,,,,,,,,
LTBO1026,BUILDING,BUILDING,384056.44N,0292518.42E,3050,44,NO INFO,,NO,,,,,,,,
LTBO1027,BUILDING,BUILDING,384057.34N,0292518.99E,3053,44,NO INFO,,NO,,,,,,,,
LTBO1028,BUILDING,BUILDING,384058.29N,0292519.99E,3047,34,NO INFO,,NO,,,,,,,,
LTBO1029,BUILDING,BUILDING,384058.61N,0292519.84E,3050,34,NO INFO,,NO,,,,,,,,
LTBO1030,BUILDING,BUILDING,384058.94N,0292519.73E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1031,BUILDING,BUILDING,384058.88N,0292518.80E,3056,34,NO INFO,,NO,,,,,,,,
LTBO1032,BUILDING,BUILDING,384058.82N,0292518.31E,3057,34,NO INFO,,NO,,,,,,,,
LTBO1033,BUILDING,BUILDING,384058.31N,0292518.52E,3052,34,NO INFO,,NO,,,,,,,,
LTBO1034,BUILDING,BUILDING,384058.04N,0292519.24E,3048,34,NO INFO,,NO,,,,,,,,
LTBO1035,BUILDING,BUILDING,384059.45N,0292518.61E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1036,BUILDING,BUILDING,384059.20N,0292518.17E,3059,34,NO INFO,,NO,,,,,,,,
LTBO1037,BUILDING,BUILDING,384100.08N,0292518.28E,3057,25,NO INFO,,NO,,,,,,,,
LTBO1038,BUILDING,BUILDING,384100.08N,0292517.86E,3078,44,NO INFO,,NO,,,,,,,,
LTBO1039,BUILDING,BUILDING,384059.10N,0292516.80E,3046,15,NO INFO,,NO,,,,,,,,
LTBO1040,BUILDING,BUILDING,384059.56N,0292516.60E,3049,15,NO INFO,,NO,,,,,,,,
LTBO1041,BUILDING,BUILDING,384059.67N,0292516.89E,3049,15,NO INFO,,NO,,,,,,,,
LTBO1042,BUILDING,BUILDING,384059.73N,0292517.26E,3048,15,NO INFO,,NO,,,,,,,,
LTBO1043,BUILDING,BUILDING,384059.41N,0292516.15E,3070,34,NO INFO,,NO,,,,,,,,
LTBO1044,BUILDING,BUILDING,384059.00N,0292516.17E,3048,15,NO INFO,,NO,,,,,,,,
LTBO1045,BUILDING,BUILDING,384058.79N,0292516.52E,3055,25,NO INFO,,NO,,,,,,,,
LTBO1046,BUILDING,BUILDING,384100.55N,0292519.75E,3047,15,NO INFO,,NO,,,,,,,,
LTBO1047,BUILDING,BUILDING,384100.97N,0292520.87E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1048,BUILDING,BUILDING,384059.85N,0292521.25E,3048,25,NO INFO,,NO,,,,,,,,
LTBO1049,BUILDING,BUILDING,384059.40N,0292521.02E,3055,34,NO INFO,,NO,,,,,,,,
LTBO1050,BUILDING,BUILDING,384059.75N,0292525.26E,3059,44,NO INFO,,NO,,,,,,,,
LTBO1051,BUILDING,BUILDING,384059.82N,0292522.55E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1052,BUILDING,BUILDING,384100.67N,0292522.94E,3051,25,NO INFO,,NO,,,,,,,,
LTBO1053,BUILDING,BUILDING,384101.12N,0292522.73E,3056,25,NO INFO,,NO,,,,,,,,
LTBO1054,BUILDING,BUILDING,384101.42N,0292522.67E,3048,15,NO INFO,,NO,,,,,,,,
LTBO1055,BUILDING,BUILDING,384101.30N,0292521.94E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1056,BUILDING,BUILDING,384100.12N,0292524.05E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1057,BUILDING,BUILDING,384100.48N,0292523.96E,3058,34,NO INFO,,NO,,,,,,,,
LTBO1058,BUILDING,BUILDING,384100.86N,0292523.73E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1059,BUILDING,BUILDING,384101.12N,0292524.36E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1060,BUILDING,BUILDING,384101.61N,0292523.49E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1061,BUILDING,BUILDING,384101.86N,0292524.21E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1062,BUILDING,BUILDING,384100.86N,0292525.61E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1063,BUILDING,BUILDING,384101.54N,0292525.12E,3052,25,NO INFO,,NO,,,,,,,,
LTBO1064,BUILDING,BUILDING,384101.53N,0292526.40E,3047,25,NO INFO,,NO,,,,,,,,
LTBO1065,BUILDING,BUILDING,384101.18N,0292526.45E,3045,25,NO INFO,,NO,,,,,,,,
LTBO1066,BUILDING,BUILDING,384102.39N,0292525.63E,3055,25,NO INFO,,NO,,,,,,,,
LTBO1067,BUILDING,BUILDING,384102.04N,0292524.94E,3046,15,NO INFO,,NO,,,,,,,,
LTBO1068,BUILDING,BUILDING,384102.20N,0292525.33E,3045,15,NO INFO,,NO,,,,,,,,
LTBO1069,BUILDING,BUILDING,384101.01N,0292527.51E,3050,34,NO INFO,,NO,,,,,,,,
LTBO1070,BUILDING,BUILDING,384100.22N,0292527.72E,3055,44,NO INFO,,NO,,,,,,,,
LTBO1071,BUILDING,BUILDING,384100.74N,0292528.45E,3046,34,NO INFO,,NO,,,,,,,,
LTBO1072,BUILDING,BUILDING,384102.18N,0292527.01E,3058,34,NO INFO,,NO,,,,,,,,
LTBO1073,BUILDING,BUILDING,384102.26N,0292527.25E,3057,34,NO INFO,,NO,,,,,,,,
LTBO1074,BUILDING,BUILDING,384102.48N,0292526.95E,3050,25,NO INFO,,NO,,,,,,,,
LTBO1075,BUILDING,BUILDING,384102.32N,0292528.67E,3055,34,NO INFO,,NO,,,,,,,,
LTBO1076,BUILDING,BUILDING,384102.57N,0292530.59E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1077,BUILDING,BUILDING,384102.97N,0292530.44E,3048,25,NO INFO,,NO,,,,,,,,
LTBO1078,BUILDING,BUILDING,384101.51N,0292532.24E,3045,34,NO INFO,,NO,,,,,,,,
LTBO1079,BUILDING,BUILDING,384102.87N,0292533.86E,3059,44,NO INFO,,NO,,,,,,,,
LTBO1080,BUILDING,BUILDING,384102.71N,0292534.16E,3047,34,NO INFO,,NO,,,,,,,,
LTBO1081,BUILDING,BUILDING,384102.84N,0292533.28E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1082,BUILDING,BUILDING,384102.74N,0292532.99E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1083,BUILDING,BUILDING,384104.31N,0292535.92E,3048,34,NO INFO,,NO,,,,,,,,
LTBO1084,BUILDING,BUILDING,384104.16N,0292535.07E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1085,BUILDING,BUILDING,384103.84N,0292534.47E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1086,BUILDING,BUILDING,384103.75N,0292534.09E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1087,BUILDING,BUILDING,384103.59N,0292533.88E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1088,BUILDING,BUILDING,384103.19N,0292533.06E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1089,BUILDING,BUILDING,384103.66N,0292532.76E,3057,34,NO INFO,,NO,,,,,,,,
LTBO1090,BUILDING,BUILDING,384104.97N,0292534.31E,3060,34,NO INFO,,NO,,,,,,,,
LTBO1091,BUILDING,BUILDING,384104.70N,0292533.76E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1092,BUILDING,BUILDING,384105.26N,0292534.28E,3062,34,NO INFO,,NO,,,,,,,,
LTBO1093,BUILDING,BUILDING,384105.53N,0292535.14E,3060,34,NO INFO,,NO,,,,,,,,
LTBO1094,BUILDING,BUILDING,384105.18N,0292533.16E,3047,15,NO INFO,,NO,,,,,,,,
LTBO1095,BUILDING,BUILDING,384105.53N,0292532.99E,3050,15,NO INFO,,NO,,,,,,,,
LTBO1096,MOSQUE,BUILDING,384104.77N,0292537.79E,3063,54,NO INFO,,NO,,,,,,,,
LTBO1097,MINARET,BUILDING,384104.96N,0292538.02E,3102,92,NO INFO,,NO,,,,,,,,
LTBO1098,BUILDING,BUILDING,384105.14N,0292538.73E,3049,34,NO INFO,,NO,,,,,,,,
LTBO1099,BUILDING,BUILDING,384104.69N,0292541.48E,3045,34,NO INFO,,NO,,,,,,,,
LTBO1100,BUILDING,BUILDING,384104.73N,0292542.61E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1101,BUILDING,BUILDING,384105.35N,0292542.47E,3057,34,NO INFO,,NO,,,,,,,,
LTBO1102,BUILDING,BUILDING,384106.49N,0292542.46E,3056,25,NO INFO,,NO,,,,,,,,
LTBO1103,BUILDING,BUILDING,384106.48N,0292541.88E,3051,25,NO INFO,,NO,,,,,,,,
LTBO1104,BUILDING,BUILDING,384106.82N,0292542.33E,3047,15,NO INFO,,NO,,,,,,,,
LTBO1105,BUILDING,BUILDING,384107.15N,0292542.19E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1106,BUILDING,BUILDING,384107.49N,0292542.22E,3049,15,NO INFO,,NO,,,,,,,,
LTBO1107,BUILDING,BUILDING,384107.91N,0292542.16E,3057,25,NO INFO,,NO,,,,,,,,
LTBO1108,BUILDING,BUILDING,384108.43N,0292539.48E,3056,34,NO INFO,,NO,,,,,,,,
LTBO1109,BUILDING,BUILDING,384108.86N,0292539.17E,3053,25,NO INFO,,NO,,,,,,,,
LTBO1110,BUILDING,BUILDING,384109.43N,0292538.71E,3073,34,NO INFO,,NO,,,,,,,,
LTBO1111,BUILDING,BUILDING,384109.65N,0292539.28E,3062,25,NO INFO,,NO,,,,,,,,
LTBO1112,BUILDING,BUILDING,384109.88N,0292539.56E,3053,15,NO INFO,,NO,,,,,,,,
LTBO1113,BUILDING,BUILDING,384108.80N,0292537.97E,3071,34,NO INFO,,NO,,,,,,,,
LTBO1114,BUILDING,BUILDING,384108.46N,0292538.25E,3057,25,NO INFO,,NO,,,,,,,,
LTBO1115,BUILDING,BUILDING,384108.17N,0292537.75E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1116,BUILDING,BUILDING,384108.19N,0292538.34E,3052,25,NO INFO,,NO,,,,,,,,
LTBO1117,BUILDING,BUILDING,384107.57N,0292538.20E,3049,25,NO INFO,,NO,,,,,,,,
LTBO1118,BUILDING,BUILDING,384107.91N,0292538.63E,3058,34,NO INFO,,NO,,,,,,,,
LTBO1119,BUILDING,BUILDING,384107.18N,0292537.19E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1120,BUILDING,BUILDING,384107.59N,0292536.91E,3058,25,NO INFO,,NO,,,,,,,,
LTBO1121,BUILDING,BUILDING,384107.79N,0292536.60E,3062,25,NO INFO,,NO,,,,,,,,
LTBO1122,BUILDING,BUILDING,384108.17N,0292536.39E,3067,25,NO INFO,,NO,,,,,,,,
LTBO1123,BUILDING,BUILDING,384106.21N,0292543.39E,3049,15,NO INFO,,NO,,,,,,,,
LTBO1124,BUILDING,BUILDING,384106.35N,0292544.14E,3062,25,NO INFO,,NO,,,,,,,,
LTBO1125,BUILDING,BUILDING,384105.83N,0292543.52E,3066,34,NO INFO,,NO,,,,,,,,
LTBO1126,BUILDING,BUILDING,384105.45N,0292544.42E,3052,25,NO INFO,,NO,,,,,,,,
LTBO1127,BUILDING,BUILDING,384105.57N,0292544.74E,3054,25,NO INFO,,NO,,,,,,,,
LTBO1128,BUILDING,BUILDING,384105.87N,0292545.34E,3066,34,NO INFO,,NO,,,,,,,,
LTBO1129,BUILDING,BUILDING,384105.96N,0292545.88E,3067,34,NO INFO,,NO,,,,,,,,
LTBO1130,BUILDING,BUILDING,384106.15N,0292546.34E,3068,34,NO INFO,,NO,,,,,,,,
LTBO1131,BUILDING,BUILDING,384106.37N,0292546.82E,3068,34,NO INFO,,NO,,,,,,,,
LTBO1132,BUILDING,BUILDING,384106.75N,0292546.32E,3056,15,NO INFO,,NO,,,,,,,,
LTBO1133,BUILDING,BUILDING,384106.68N,0292545.86E,3065,25,NO INFO,,NO,,,,,,,,
LTBO1134,BUILDING,BUILDING,384106.57N,0292545.45E,3074,34,NO INFO,,NO,,,,,,,,
LTBO1135,BUILDING,BUILDING,384106.56N,0292544.97E,3074,34,NO INFO,,NO,,,,,,,,
LTBO1136,BUILDING,BUILDING,384107.16N,0292547.35E,3055,15,NO INFO,,NO,,,,,,,,
LTBO1137,BUILDING,BUILDING,384107.31N,0292547.86E,3053,15,NO INFO,,NO,,,,,,,,
LTBO1138,BUILDING,BUILDING,384106.93N,0292548.40E,3055,25,NO INFO,,NO,,,,,,,,
LTBO1139,BUILDING,BUILDING,384106.74N,0292547.90E,3048,15,NO INFO,,NO,,,,,,,,
LTBO1140,BUILDING,BUILDING,384106.18N,0292548.68E,3055,34,NO INFO,,NO,,,,,,,,
LTBO1141,BUILDING,BUILDING,384106.05N,0292548.06E,3060,34,NO INFO,,NO,,,,,,,,
LTBO1142,BUILDING,BUILDING,384105.69N,0292547.08E,3060,34,NO INFO,,NO,,,,,,,,
LTBO1143,BUILDING,BUILDING,384105.54N,0292546.62E,3050,25,NO INFO,,NO,,,,,,,,
LTBO1144,BUILDING,BUILDING,384104.80N,0292546.14E,3054,34,NO INFO,,NO,,,,,,,,
LTBO1145,BUILDING,BUILDING,384105.19N,0292545.52E,3059,34,NO INFO,,NO,,,,,,,,
LTBO1146,BUILDING,BUILDING,384104.77N,0292544.54E,3065,44,NO INFO,,NO,,,,,,,,
LTBO1147,BUILDING,BUILDING,384104.61N,0292544.00E,3063,44,NO INFO,,NO,,,,,,,,
LTBO1148,BUILDING,BUILDING,384104.09N,0292544.08E,3054,44,NO INFO,,NO,,,,,,,,
LTBO1149,BUILDING,BUILDING,384103.24N,0292544.12E,3048,54,NO INFO,,NO,,,,,,,,
LTBO1150,BUILDING,BUILDING,384106.03N,0292549.78E,3049,34,NO INFO,,NO,,,,,,,,
LTBO1151,BUILDING,BUILDING,384106.34N,0292550.63E,3047,34,NO INFO,,NO,,,,,,,,
LTBO1152,BUILDING,BUILDING,384106.59N,0292550.35E,3049,34,NO INFO,,NO,,,,,,,,
LTBO1153,BUILDING,BUILDING,384107.39N,0292549.92E,3059,34,NO INFO,,NO,,,,,,,,
LTBO1154,BUILDING,BUILDING,384107.47N,0292550.19E,3050,25,NO INFO,,NO,,,,,,,,
LTBO1155,BUILDING,BUILDING,384107.56N,0292550.55E,3046,25,NO INFO,,NO,,,,,,,,
LTBO1156,BUILDING,BUILDING,384107.66N,0292551.07E,3044,25,NO INFO,,NO,,,,,,,,
LTBO1157,BUILDING,BUILDING,384107.04N,0292550.75E,3051,34,NO INFO,,NO,,,,,,,,
LTBO1158,BUILDING,BUILDING,384107.42N,0292552.55E,3053,44,NO INFO,,NO,,,,,,,,
LTBO1159,BUILDING,BUILDING,384107.42N,0292554.73E,3053,54,NO INFO,,NO,,,,,,,,
LTBO1160,BUILDING,BUILDING,384108.20N,0292554.26E,3041,34,NO INFO,,NO,,,,,,,,
LTBO1161,BUILDING,BUILDING,384108.80N,0292553.97E,3046,34,NO INFO,,NO,,,,,,,,
LTBO1162,BUILDING,BUILDING,384109.10N,0292553.80E,3049,34,NO INFO,,NO,,,,,,,,
LTBO1163,BUILDING,BUILDING,384108.97N,0292552.80E,3043,25,NO INFO,,NO,,,,,,,,
LTBO1164,BUILDING,BUILDING,384109.46N,0292553.55E,3052,34,NO INFO,,NO,,,,,,,,
LTBO1165,BUILDING,BUILDING,384109.26N,0292552.58E,3053,34,NO INFO,,NO,,,,,,,,
LTBO1166,BUILDING,BUILDING,384109.58N,0292552.42E,3054,34,NO INFO,,NO,,,,,,,,
LTBO1167,BUILDING,BUILDING,384109.96N,0292552.28E,3047,25,NO INFO,,NO,,,,,,,,
LTBO1168,BUILDING,BUILDING,384110.18N,0292553.02E,3049,25,NO INFO,,NO,,,,,,,,
LTBO1169,BUILDING,BUILDING,384109.99N,0292553.22E,3066,44,NO INFO,,NO,,,,,,,,
LTBO1170,BUILDING,BUILDING,384128.94N,0292419.35E,3188,34,NO INFO,,NO,,,,,,,,
LTBO1171,BUILDING,BUILDING,384046.75N,0292435.64E,3075,84,NO INFO,,NO,,,,,,,,
LTBO1172,BUILDING,BUILDING,384046.68N,0292436.16E,3076,84,NO INFO,,NO,,,,,,,,
LTBO1173,BUILDING,BUILDING,384046.73N,0292437.02E,3078,84,NO INFO,,NO,,,,,,,,
LTBO1174,BUILDING,BUILDING,384046.73N,0292437.42E,3069,74,NO INFO,,NO,,,,,,,,
LTBO1175,BUILDING,BUILDING,384046.74N,0292438.02E,3070,74,NO INFO,,NO,,,,,,,,
LTBO1176,BUILDING,BUILDING,384046.77N,0292438.71E,3071,74,NO INFO,,NO,,,,,,,,
LTBO1177,BUILDING,BUILDING,384043.07N,0292437.94E,3048,74,NO INFO,,NO,,,,,,,,
LTBO1178,BUILDING,BUILDING,384044.36N,0292438.71E,3050,64,NO INFO,,NO,,,,,,,,
LTBO1179,BUILDING,BUILDING,384045.41N,0292439.58E,3046,54,NO INFO,,NO,,,,,,,,
LTBO1180,BUILDING,BUILDING,384052.25N,0292503.78E,3047,34,NO INFO,,NO,,,,,,,,
LTBO1181,BUILDING,BUILDING,384051.18N,0292503.77E,3053,44,NO INFO,,NO,,,,,,,,
LTBO1182,BUILDING,BUILDING,384050.45N,0292504.78E,3052,44,NO INFO,,NO,,,,,,,,
LTBO1183,BUILDING,BUILDING,384050.45N,0292505.48E,3062,54,NO INFO,,NO,,,,,,,,
LTBO1184,BUILDING,BUILDING,384050.42N,0292506.14E,3052,44,NO INFO,,NO,,,,,,,,
LTBO1185,BUILDING,BUILDING,384051.16N,0292506.07E,3053,44,NO INFO,,NO,,,,,,,,
LTBO1186,BUILDING,BUILDING,384052.25N,0292504.57E,3047,34,NO INFO,,NO,,,,,,,,
LTBO1187,BUILDING,BUILDING,384049.50N,0292507.02E,3058,54,NO INFO,,NO,,,,,,,,
LTBO1188,BUILDING,BUILDING,384049.52N,0292507.45E,3058,54,NO INFO,,NO,,,,,,,,
LTBO1189,BUILDING,BUILDING,384049.81N,0292508.25E,3058,54,NO INFO,,NO,,,,,,,,
LTBO1190,BUILDING,BUILDING,384052.44N,0292509.52E,3052,44,NO INFO,,NO,,,,,,,,
LTBO1191,BUILDING,BUILDING,384050.20N,0292510.19E,3056,54,NO INFO,,NO,,,,,,,,
LTBO1192,BUILDING,BUILDING,384050.10N,0292509.80E,3046,44,NO INFO,,NO,,,,,,,,
LTBO1193,BUILDING,BUILDING,384049.97N,0292509.47E,3046,44,NO INFO,,NO,,,,,,,,
LTBO1194,BUILDING,BUILDING,384050.34N,0292511.02E,3054,54,NO INFO,,NO,,,,,,,,
LTBO1195,BUILDING,BUILDING,384050.43N,0292511.50E,3053,54,NO INFO,,NO,,,,,,,,
LTBO1196,BUILDING,BUILDING,384050.61N,0292512.22E,3052,54,NO INFO,,NO,,,,,,,,
LTBO1197,BUILDING,BUILDING,384048.24N,0292506.57E,3045,44,NO INFO,,NO,,,,,,,,
LTBO1198,BUILDING,BUILDING,384048.35N,0292506.99E,3045,44,NO INFO,,NO,,,,,,,,
LTBO1199,BUILDING,BUILDING,384050.24N,0292515.40E,3053,64,NO INFO,,NO,,,,,,,,
LTBO1200,BUILDING,BUILDING,384050.56N,0292516.19E,3051,64,NO INFO,,NO,,,,,,,,
LTBO1201,BUILDING,BUILDING,384049.74N,0292455.51E,3066,54,NO INFO,,NO,,,,,,,,
LTBO1202,BUILDING,BUILDING,384049.40N,0292455.58E,3066,54,NO INFO,,NO,,,,,,,,
LTBO1203,BUILDING,BUILDING,384049.16N,0292455.74E,3065,54,NO INFO,,NO,,,,,,,,
LTBO1204,BUILDING,BUILDING,384048.85N,0292455.83E,3064,54,NO INFO,,NO,,,,,,,,
LTBO1205,BUILDING,BUILDING,384048.06N,0292456.12E,3081,74,NO INFO,,NO,,,,,,,,
LTBO1206,BUILDING,BUILDING,384048.00N,0292456.65E,3079,74,NO INFO,,NO,,,,,,,,
LTBO1207,BUILDING,BUILDING,384048.11N,0292457.89E,3077,74,NO INFO,,NO,,,,,,,,
LTBO1208,BUILDING,BUILDING,384048.64N,0292457.67E,3060,54,NO INFO,,NO,,,,,,,,
LTBO1209,BUILDING,BUILDING,384049.20N,0292457.60E,3062,54,NO INFO,,NO,,,,,,,,
LTBO1210,BUILDING,BUILDING,384049.63N,0292457.71E,3063,54,NO INFO,,NO,,,,,,,,
LTBO1211,BUILDING,BUILDING,384049.68N,0292457.29E,3063,54,NO INFO,,NO,,,,,,,,
LTBO1212,BUILDING,BUILDING,384049.68N,0292456.87E,3064,54,NO INFO,,NO,,,,,,,,
LTBO1213,BUILDING,BUILDING,384049.63N,0292456.41E,3064,54,NO INFO,,NO,,,,,,,,
LTBO1214,BUILDING,BUILDING,384049.73N,0292456.04E,3065,54,NO INFO,,NO,,,,,,,,
LTBO1215,BUILDING,BUILDING,384048.07N,0292500.21E,3070,69,NO INFO,,NO,,,,,,,,
LTBO1216,BASE STATION,POLE,384048.06N,0292459.53E,3101,98,NO INFO,,NO,,,,,,,,
LTBO1217,BUILDING,BUILDING,384047.99N,0292458.90E,3057,54,NO INFO,,NO,,,,,,,,
LTBO1218,BUILDING,BUILDING,384048.32N,0292458.88E,3058,54,NO INFO,,NO,,,,,,,,
LTBO1219,BUILDING,BUILDING,384048.68N,0292458.76E,3049,44,NO INFO,,NO,,,,,,,,
LTBO1220,BUILDING,BUILDING,384044.50N,0292440.43E,3081,94,NO INFO,,NO,,,,,,,,
LTBO1221,BUILDING,BUILDING,384015.80N,0292438.41E,3081,94,NO INFO,,NO,,,,,,,,
LTBO1222,BUILDING,BUILDING,384012.26N,0292441.26E,3063,84,NO INFO,,NO,,,,,,,,
LTBO1223,BUILDING,BUILDING,384011.56N,0292445.84E,3056,84,NO INFO,,NO,,,,,,,,
LTBO1224,BUILDING,BUILDING,384011.67N,0292451.80E,3047,84,NO INFO,,NO,,,,,,,,
LTBO1225,BUILDING,BUILDING,384011.64N,0292458.10E,3048,89,NO INFO,,NO,,,,,,,,
LTBO1226,MINARET,BUILDING,384013.04N,0292506.21E,3074,115,NO INFO,,NO,,,,,,,,
LTBO1227,MINARET,BUILDING,384013.44N,0292507.24E,3072,115,NO INFO,,NO,,,,,,,,
LTBO1228,BUILDING,BUILDING,384011.80N,0292505.50E,3055,94,NO INFO,,NO,,,,,,,,
LTBO1229,BUILDING,BUILDING,384046.43N,0292441.21E,3071,74,NO INFO,,NO,,,,,,,,
LTBO1230,BUILDING,BUILDING,384047.04N,0292441.20E,3084,84,NO INFO,,NO,,,,,,,,
LTBO1231,BUILDING,BUILDING,384046.87N,0292442.81E,3053,54,NO INFO,,NO,,,,,,,,
LTBO1232,BUILDING,BUILDING,384046.73N,0292444.03E,3082,84,NO INFO,,NO,,,,,,,,
LTBO1233,BUILDING,BUILDING,384046.74N,0292446.36E,3085,84,NO INFO,,NO,,,,,,,,
LTBO1234,BUILDING,BUILDING,384046.83N,0292447.37E,3056,54,NO INFO,,NO,,,,,,,,
LTBO1235,BUILDING,BUILDING,384046.75N,0292447.91E,3066,64,NO INFO,,NO,,,,,,,,
LTBO1236,BUILDING,BUILDING,384046.72N,0292448.58E,3058,54,NO INFO,,NO,,,,,,,,
LTBO1237,BUILDING,BUILDING,384046.73N,0292449.49E,3079,74,NO INFO,,NO,,,,,,,,
LTBO1238,BUILDING,BUILDING,384046.77N,0292450.23E,3059,54,NO INFO,,NO,,,,,,,,
LTBO1239,BUILDING,BUILDING,384046.91N,0292450.81E,3089,84,NO INFO,,NO,,,,,,,,
LTBO1240,BUILDING,BUILDING,384046.90N,0292451.25E,3088,84,NO INFO,,NO,,,,,,,,
LTBO1241,BUILDING,BUILDING,384045.84N,0292441.82E,3048,54,NO INFO,,NO,,,,,,,,
LTBO1242,BUILDING,BUILDING,384045.48N,0292442.37E,3045,54,NO INFO,,NO,,,,,,,,
LTBO1243,BUILDING,BUILDING,384046.93N,0292451.93E,3050,44,NO INFO,,NO,,,,,,,,
LTBO1244,BUILDING,BUILDING,384046.93N,0292452.42E,3050,44,NO INFO,,NO,,,,,,,,
LTBO1245,BUILDING,BUILDING,384046.90N,0292452.88E,3050,44,NO INFO,,NO,,,,,,,,
LTBO1246,BUILDING,BUILDING,384046.20N,0292453.29E,3047,44,NO INFO,,NO,,,,,,,,
LTBO1247,BUILDING,BUILDING,384046.80N,0292453.41E,3089,84,NO INFO,,NO,,,,,,,,
LTBO1248,BUILDING,BUILDING,384046.77N,0292454.85E,3068,64,NO INFO,,NO,,,,,,,,
LTBO1249,BUILDING,BUILDING,384046.73N,0292456.31E,3077,74,NO INFO,,NO,,,,,,,,
LTBO1250,BUILDING,BUILDING,384045.98N,0292454.66E,3055,54,NO INFO,,NO,,,,,,,,
LTBO1251,BUILDING,BUILDING,384046.62N,0292458.63E,3062,64,NO INFO,,NO,,,,,,,,
LTBO1252,BUILDING,BUILDING,384046.65N,0292457.70E,3083,84,NO INFO,,NO,,,,,,,,
LTBO1253,BUILDING,BUILDING,384046.68N,0292457.12E,3046,44,NO INFO,,NO,,,,,,,,
LTBO1254,BUILDING,BUILDING,384046.58N,0292500.24E,3051,54,NO INFO,,NO,,,,,,,,
LTBO1255,BUILDING,BUILDING,384046.54N,0292500.94E,3080,84,NO INFO,,NO,,,,,,,,
LTBO1256,BUILDING,BUILDING,384046.57N,0292501.44E,3080,84,NO INFO,,NO,,,,,,,,
LTBO1257,BUILDING,BUILDING,384046.46N,0292502.63E,3050,54,NO INFO,,NO,,,,,,,,
LTBO1258,BUILDING,BUILDING,384046.31N,0292511.24E,3045,54,NO INFO,,NO,,,,,,,,
LTBO1259,BUILDING,BUILDING,384046.28N,0292507.67E,3049,54,NO INFO,,NO,,,,,,,,
LTBO1260,BUILDING,BUILDING,384046.55N,0292506.04E,3051,54,NO INFO,,NO,,,,,,,,
LTBO1261,BUILDING,BUILDING,384046.22N,0292505.97E,3050,54,NO INFO,,NO,,,,,,,,
LTBO1262,BUILDING,BUILDING,384046.48N,0292504.80E,3050,54,NO INFO,,NO,,,,,,,,
LTBO1263,BUILDING,BUILDING,384046.45N,0292504.34E,3050,54,NO INFO,,NO,,,,,,,,
LTBO1264,BUILDING,BUILDING,384043.72N,0292455.32E,3045,54,NO INFO,,NO,,,,,,,,
LTBO1265,BUILDING,BUILDING,383952.83N,0292627.97E,3061,34,NO INFO,,NO,,,,,,,,
LTBO1266,BUILDING,BUILDING,383951.61N,0292630.70E,3051,25,NO INFO,,NO,,,,,,,,
LTBO1267,BUILDING,BUILDING,383949.56N,0292629.63E,3077,54,NO INFO,,NO,,,,,,,,
LTBO1268,BUILDING,BUILDING,383955.90N,0292622.92E,3063,44,NO INFO,,NO,,,,,,,,
LTBO1269,BUILDING,BUILDING,383955.99N,0292621.83E,3048,34,NO INFO,,NO,,,,,,,,
LTBO1270,BUILDING,BUILDING,383952.96N,0292621.97E,3077,64,NO INFO,,NO,,,,,,,,
LTBO1271,BUILDING,BUILDING,383953.51N,0292620.58E,3069,64,NO INFO,,NO,,,,,,,,
LTBO1272,BUILDING,BUILDING,383953.97N,0292619.63E,3064,64,NO INFO,,NO,,,,,,,,
LTBO1273,BUILDING,BUILDING,383955.86N,0292618.96E,3073,74,NO INFO,,NO,,,,,,,,
