Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,,,,
LTBA7591,BUILDING,BUILDING,405951.488N,0284635.721E,296.7,63.97,NO INFO,,NO,,,,,
LTBA7592,BUILDING,BUILDING,405951.108N,0284636.187E,285.5,54.13,NO INFO,,NO,,,,,
LTBA7593,BUILDING,BUILDING,405937.449N,0284632.623E,260.9,63.97,NO INFO,,NO,,,,,
LTBA7594,BUILDING,BUILDING,405937.488N,0284639.313E,260.1,63.97,NO INFO,,NO,,,,,
LTBA7595,BUILDING,BUILDING,405937.787N,0284639.649E,260.8,63.97,NO INFO,,NO,,,,,
LTBA7596,BUILDING,BUILDING,405937.890N,0284644.280E,262.5,63.97,NO INFO,,NO,,,,,
LTBA7597,BUILDING,BUILDING,405959.091N,0284652.118E,280.0,44.29,NO INFO,,NO,,,,,
LTBA7598,BUILDING,BUILDING,405957.995N,0284652.380E,296.5,63.97,NO INFO,,NO,,,,,
LTBA7599,BUILDING,BUILDING,405957.740N,0284652.325E,266.3,34.44,NO INFO,,NO,,,,,
LTBA7600,BUILDING,BUILDING,405957.532N,0284652.023E,265.7,34.44,NO INFO,,NO,,,,,
LTBA7601,BUILDING,BUILDING,405956.524N,0284652.359E,263.5,34.44,NO INFO,,NO,,,,,
LTBA7602,BUILDING,BUILDING,405956.336N,0284652.142E,263.1,34.44,NO INFO,,NO,,,,,
LTBA7603,BUILDING,BUILDING,405953.831N,0284652.306E,298.7,73.81,NO INFO,,NO,,,,,
LTBA7604,BUILDING,BUILDING,405953.414N,0284652.097E,258.9,34.44,NO INFO,,NO,,,,,
LTBA7605,BUILDING,BUILDING,405954.139N,0284651.957E,259.5,34.44,NO INFO,,NO,,,,,
LTBA7606,BUILDING,BUILDING,405952.513N,0284652.314E,256.9,34.44,NO INFO,,NO,,,,,
LTBA7607,BUILDING,BUILDING,405951.400N,0284652.355E,257.0,34.44,NO INFO,,NO,,,,,
LTBA7608,BUILDING,BUILDING,405947.165N,0284651.862E,258.2,44.29,NO INFO,,NO,,,,,
LTBA7609,BUILDING,BUILDING,405946.255N,0284652.325E,258.2,44.29,NO INFO,,NO,,,,,
LTBA7610,BUILDING,BUILDING,405946.264N,0284651.689E,256.9,44.29,NO INFO,,NO,,,,,
LTBA7611,BUILDING,BUILDING,405945.028N,0284652.346E,268.2,54.13,NO INFO,,NO,,,,,
LTBA7612,BUILDING,BUILDING,405944.218N,0284652.081E,266.9,54.13,NO INFO,,NO,,,,,
LTBA7613,BUILDING,BUILDING,405939.046N,0284652.359E,262.6,54.13,NO INFO,,NO,,,,,
LTBA7614,BUILDING,BUILDING,405941.493N,0284630.167E,259.6,54.13,NO INFO,,NO,,,,,
LTBA7615,BUILDING,BUILDING,405951.451N,0284630.269E,283.5,54.13,NO INFO,,NO,,,,,
LTBA7616,BUILDING,BUILDING,405951.137N,0284630.183E,273.0,44.29,NO INFO,,NO,,,,,
LTBA7617,BUILDING,BUILDING,405948.880N,0284630.394E,278.8,54.13,NO INFO,,NO,,,,,
LTBA7618,BUILDING,BUILDING,405949.282N,0284630.267E,269.7,44.29,NO INFO,,NO,,,,,
LTBA7619,BUILDING,BUILDING,405952.414N,0284630.466E,275.5,44.29,NO INFO,,NO,,,,,
LTBA7620,BUILDING,BUILDING,405953.207N,0284630.615E,276.5,44.29,NO INFO,,NO,,,,,
LTBA7621,BUILDING,BUILDING,405959.245N,0284641.913E,290.9,54.13,NO INFO,,NO,,,,,
LTBA7622,BUILDING,BUILDING,405958.697N,0284641.820E,280.6,44.29,NO INFO,,NO,,,,,
LTBA7623,BUILDING,BUILDING,405958.360N,0284641.719E,280.0,44.29,NO INFO,,NO,,,,,
LTBA7624,BUILDING,BUILDING,405959.614N,0284642.334E,281.6,44.29,NO INFO,,NO,,,,,
LTBA7626,BUILDING,BUILDING,405959.409N,0284635.170E,276.4,44.29,NO INFO,,NO,,,,,
LTBA7627,BUILDING,BUILDING,405958.996N,0284634.957E,276.7,44.29,NO INFO,,NO,,,,,
LTBA7628,BUILDING,BUILDING,405959.380N,0284637.017E,279.1,44.29,NO INFO,,NO,,,,,
LTBA7629,BUILDING,BUILDING,405959.568N,0284643.867E,300.8,63.97,NO INFO,,NO,,,,,
LTBA7630,BUILDING,BUILDING,405959.763N,0284648.490E,300.3,63.97,NO INFO,,NO,,,,,
LTBA7631,BUILDING,BUILDING,405959.465N,0284646.840E,288.4,54.13,NO INFO,,NO,,,,,
LTBA7632,BUILDING,BUILDING,405959.156N,0284647.945E,289.4,54.13,NO INFO,,NO,,,,,
LTBA7633,BUILDING,BUILDING,405958.663N,0284647.444E,289.4,54.13,NO INFO,,NO,,,,,
LTBA7634,BUILDING,BUILDING,405958.861N,0284646.549E,277.6,44.29,NO INFO,,NO,,,,,
LTBA7635,BUILDING,BUILDING,405958.152N,0284646.373E,289.1,54.13,NO INFO,,NO,,,,,
LTBA7636,BUILDING,BUILDING,405957.384N,0284645.658E,289.0,54.13,NO INFO,,NO,,,,,
LTBA7637,BUILDING,BUILDING,405958.806N,0284644.883E,290.2,54.13,NO INFO,,NO,,,,,
LTBA7638,BUILDING,BUILDING,405959.456N,0284645.403E,270.6,34.44,NO INFO,,NO,,,,,
LTBA7639,BUILDING,BUILDING,405959.213N,0284650.436E,299.5,63.97,NO INFO,,NO,,,,,
LTBA7640,BUILDING,BUILDING,405958.627N,0284649.653E,298.2,63.97,NO INFO,,NO,,,,,
LTBA7641,BUILDING,BUILDING,405958.822N,0284651.048E,290.3,54.13,NO INFO,,NO,,,,,
LTBA7642,BUILDING,BUILDING,405958.532N,0284650.601E,269.3,34.44,NO INFO,,NO,,,,,
LTBA7643,BUILDING,BUILDING,405958.365N,0284650.368E,258.3,24.60,NO INFO,,NO,,,,,
LTBA7644,BUILDING,BUILDING,405957.939N,0284649.871E,256.5,24.60,NO INFO,,NO,,,,,
LTBA7645,BUILDING,BUILDING,405958.110N,0284650.082E,257.2,24.60,NO INFO,,NO,,,,,
LTBA7646,BUILDING,BUILDING,405957.513N,0284649.352E,275.5,44.29,NO INFO,,NO,,,,,
LTBA7647,BUILDING,BUILDING,405957.670N,0284649.602E,255.9,24.60,NO INFO,,NO,,,,,
LTBA7648,BUILDING,BUILDING,405957.705N,0284648.476E,296.1,63.97,NO INFO,,NO,,,,,
LTBA7649,BUILDING,BUILDING,405957.335N,0284647.929E,295.3,63.97,NO INFO,,NO,,,,,
LTBA7650,BUILDING,BUILDING,405957.514N,0284648.240E,286.1,54.13,NO INFO,,NO,,,,,
LTBA7651,BUILDING,BUILDING,405958.022N,0284649.001E,296.2,63.97,NO INFO,,NO,,,,,
LTBA7652,BUILDING,BUILDING,405956.889N,0284648.530E,274.9,44.29,NO INFO,,NO,,,,,
LTBA7653,BUILDING,BUILDING,405956.832N,0284647.276E,295.3,63.97,NO INFO,,NO,,,,,
LTBA7654,BUILDING,BUILDING,405956.108N,0284647.233E,294.8,63.97,NO INFO,,NO,,,,,
LTBA7655,BUILDING,BUILDING,405956.441N,0284646.794E,275.5,44.29,NO INFO,,NO,,,,,
LTBA7656,BUILDING,BUILDING,405956.305N,0284647.746E,274.9,44.29,NO INFO,,NO,,,,,
LTBA7657,BUILDING,BUILDING,405956.493N,0284647.998E,265.0,34.44,NO INFO,,NO,,,,,
LTBA7658,BUILDING,BUILDING,405957.149N,0284647.704E,295.5,63.97,NO INFO,,NO,,,,,
LTBA7659,BUILDING,BUILDING,405955.875N,0284647.494E,264.4,34.44,NO INFO,,NO,,,,,
LTBA7660,BUILDING,BUILDING,405955.923N,0284646.055E,285.0,54.13,NO INFO,,NO,,,,,
LTBA7661,BUILDING,BUILDING,405955.466N,0284646.709E,283.8,54.13,NO INFO,,NO,,,,,
LTBA7662,BUILDING,BUILDING,405954.613N,0284645.494E,255.9,24.60,NO INFO,,NO,,,,,
LTBA7663,BUILDING,BUILDING,405954.373N,0284645.170E,265.1,34.44,NO INFO,,NO,,,,,
LTBA7664,BUILDING,BUILDING,405955.095N,0284645.042E,285.8,54.13,NO INFO,,NO,,,,,
LTBA7665,BUILDING,BUILDING,405955.528N,0284645.505E,285.9,54.13,NO INFO,,NO,,,,,
LTBA7666,BUILDING,BUILDING,405954.720N,0284644.453E,285.5,54.13,NO INFO,,NO,,,,,
LTBA7667,BUILDING,BUILDING,405954.304N,0284643.942E,283.8,54.13,NO INFO,,NO,,,,,
LTBA7668,BUILDING,BUILDING,405953.888N,0284643.426E,283.5,54.13,NO INFO,,NO,,,,,
LTBA7669,BUILDING,BUILDING,405953.566N,0284644.126E,262.7,34.44,NO INFO,,NO,,,,,
LTBA7670,BUILDING,BUILDING,405953.453N,0284643.817E,262.8,34.44,NO INFO,,NO,,,,,
LTBA7671,BUILDING,BUILDING,405953.058N,0284643.493E,272.8,44.29,NO INFO,,NO,,,,,
LTBA7672,BUILDING,BUILDING,405953.517N,0284642.856E,283.8,54.13,NO INFO,,NO,,,,,
LTBA7673,BUILDING,BUILDING,405953.120N,0284642.393E,293.3,63.97,NO INFO,,NO,,,,,
LTBA7674,BUILDING,BUILDING,405952.424N,0284644.182E,270.7,44.29,NO INFO,,NO,,,,,
LTBA7675,BUILDING,BUILDING,405952.590N,0284644.382E,260.7,34.44,NO INFO,,NO,,,,,
LTBA7676,BUILDING,BUILDING,405952.196N,0284645.005E,259.8,34.44,NO INFO,,NO,,,,,
LTBA7677,BUILDING,BUILDING,405958.330N,0284651.970E,297.5,63.97,NO INFO,,NO,,,,,
LTBA7678,BUILDING,BUILDING,405958.141N,0284651.763E,267.6,34.44,NO INFO,,NO,,,,,
LTBA7679,BUILDING,BUILDING,405957.906N,0284651.484E,267.3,34.44,NO INFO,,NO,,,,,
LTBA7680,BUILDING,BUILDING,405957.360N,0284650.702E,276.3,44.29,NO INFO,,NO,,,,,
LTBA7681,BUILDING,BUILDING,405957.516N,0284650.907E,267.0,34.44,NO INFO,,NO,,,,,
LTBA7682,BUILDING,BUILDING,405957.729N,0284651.255E,257.6,24.60,NO INFO,,NO,,,,,
LTBA7683,BUILDING,BUILDING,405957.346N,0284651.797E,265.9,34.44,NO INFO,,NO,,,,,
LTBA7684,BUILDING,BUILDING,405956.932N,0284651.267E,264.7,34.44,NO INFO,,NO,,,,,
LTBA7685,BUILDING,BUILDING,405956.725N,0284650.955E,264.3,34.44,NO INFO,,NO,,,,,
LTBA7686,BUILDING,BUILDING,405956.224N,0284650.352E,273.3,44.29,NO INFO,,NO,,,,,
LTBA7687,BUILDING,BUILDING,405956.439N,0284650.890E,263.6,34.44,NO INFO,,NO,,,,,
LTBA7688,BUILDING,BUILDING,405956.945N,0284650.171E,275.0,44.29,NO INFO,,NO,,,,,
LTBA7689,BUILDING,BUILDING,405956.530N,0284649.655E,274.5,44.29,NO INFO,,NO,,,,,
LTBA7690,BUILDING,BUILDING,405956.709N,0284649.885E,274.8,44.29,NO INFO,,NO,,,,,
LTBA7691,BUILDING,BUILDING,405955.919N,0284649.899E,272.8,44.29,NO INFO,,NO,,,,,
LTBA7692,BUILDING,BUILDING,405956.221N,0284649.343E,273.0,44.29,NO INFO,,NO,,,,,
LTBA7693,BUILDING,BUILDING,405955.336N,0284649.156E,281.2,54.13,NO INFO,,NO,,,,,
LTBA7694,BUILDING,BUILDING,405955.517N,0284649.388E,262.1,34.44,NO INFO,,NO,,,,,
LTBA7695,BUILDING,BUILDING,405955.734N,0284649.668E,262.2,34.44,NO INFO,,NO,,,,,
LTBA7696,BUILDING,BUILDING,405955.764N,0284648.568E,263.9,34.44,NO INFO,,NO,,,,,
LTBA7697,BUILDING,BUILDING,405954.925N,0284648.879E,271.4,44.29,NO INFO,,NO,,,,,
LTBA7698,BUILDING,BUILDING,405955.140N,0284648.675E,261.7,34.44,NO INFO,,NO,,,,,
LTBA7699,BUILDING,BUILDING,405955.524N,0284648.110E,271.8,44.29,NO INFO,,NO,,,,,
LTBA7700,BUILDING,BUILDING,405954.483N,0284648.033E,261.3,34.44,NO INFO,,NO,,,,,
LTBA7701,BUILDING,BUILDING,405954.954N,0284647.600E,262.4,34.44,NO INFO,,NO,,,,,
LTBA7702,BUILDING,BUILDING,405954.410N,0284646.863E,271.0,44.29,NO INFO,,NO,,,,,
LTBA7703,BUILDING,BUILDING,405954.572N,0284647.087E,261.7,34.44,NO INFO,,NO,,,,,
LTBA7704,BUILDING,BUILDING,405954.016N,0284647.421E,260.7,34.44,NO INFO,,NO,,,,,
LTBA7705,BUILDING,BUILDING,405954.184N,0284646.542E,261.3,34.44,NO INFO,,NO,,,,,
LTBA7706,BUILDING,BUILDING,405953.388N,0284646.576E,270.5,44.29,NO INFO,,NO,,,,,
LTBA7707,BUILDING,BUILDING,405953.209N,0284646.342E,259.9,34.44,NO INFO,,NO,,,,,
LTBA7708,BUILDING,BUILDING,405953.018N,0284646.007E,269.8,44.29,NO INFO,,NO,,,,,
LTBA7709,BUILDING,BUILDING,405952.856N,0284646.166E,259.3,34.44,NO INFO,,NO,,,,,
LTBA7710,BUILDING,BUILDING,405952.803N,0284645.817E,260.4,34.44,NO INFO,,NO,,,,,
LTBA7711,BUILDING,BUILDING,405953.374N,0284645.487E,260.9,34.44,NO INFO,,NO,,,,,
LTBA7712,BUILDING,BUILDING,405953.204N,0284645.268E,260.8,34.44,NO INFO,,NO,,,,,
LTBA7713,BUILDING,BUILDING,405952.412N,0284645.280E,259.8,34.44,NO INFO,,NO,,,,,
LTBA7714,BUILDING,BUILDING,405955.726N,0284651.303E,271.9,44.29,NO INFO,,NO,,,,,
LTBA7715,BUILDING,BUILDING,405955.550N,0284651.059E,270.6,44.29,NO INFO,,NO,,,,,
LTBA7716,BUILDING,BUILDING,405955.142N,0284651.626E,260.7,34.44,NO INFO,,NO,,,,,
LTBA7717,BUILDING,BUILDING,405954.894N,0284651.357E,259.7,34.44,NO INFO,,NO,,,,,
LTBA7718,BUILDING,BUILDING,405954.342N,0284650.567E,259.7,34.44,NO INFO,,NO,,,,,
LTBA7719,BUILDING,BUILDING,405954.469N,0284650.855E,259.4,34.44,NO INFO,,NO,,,,,
LTBA7720,BUILDING,BUILDING,405953.947N,0284650.324E,259.2,34.44,NO INFO,,NO,,,,,
LTBA7721,BUILDING,BUILDING,405954.126N,0284650.102E,259.0,34.44,NO INFO,,NO,,,,,
LTBA7722,BUILDING,BUILDING,405954.553N,0284649.504E,260.2,34.44,NO INFO,,NO,,,,,
LTBA7723,BUILDING,BUILDING,405954.907N,0284650.246E,269.7,44.29,NO INFO,,NO,,,,,
LTBA7724,BUILDING,BUILDING,405955.309N,0284650.776E,269.4,44.29,NO INFO,,NO,,,,,
LTBA7725,BUILDING,BUILDING,405953.564N,0284649.553E,258.2,34.44,NO INFO,,NO,,,,,
LTBA7726,BUILDING,BUILDING,405953.192N,0284649.043E,268.7,44.29,NO INFO,,NO,,,,,
LTBA7727,BUILDING,BUILDING,405953.009N,0284648.813E,258.6,34.44,NO INFO,,NO,,,,,
LTBA7728,BUILDING,BUILDING,405952.797N,0284648.523E,268.2,44.29,NO INFO,,NO,,,,,
LTBA7729,BUILDING,BUILDING,405952.623N,0284648.308E,257.8,34.44,NO INFO,,NO,,,,,
LTBA7730,BUILDING,BUILDING,405952.204N,0284647.755E,257.6,34.44,NO INFO,,NO,,,,,
LTBA7731,BUILDING,BUILDING,405952.385N,0284647.975E,257.8,34.44,NO INFO,,NO,,,,,
LTBA7732,BUILDING,BUILDING,405952.792N,0284647.390E,268.6,44.29,NO INFO,,NO,,,,,
LTBA7733,BUILDING,BUILDING,405953.023N,0284647.733E,269.1,44.29,NO INFO,,NO,,,,,
LTBA7734,BUILDING,BUILDING,405953.194N,0284647.955E,259.4,34.44,NO INFO,,NO,,,,,
LTBA7735,BUILDING,BUILDING,405951.494N,0284646.811E,276.7,54.13,NO INFO,,NO,,,,,
LTBA7736,BUILDING,BUILDING,405951.173N,0284646.407E,266.8,44.29,NO INFO,,NO,,,,,
LTBA7737,BUILDING,BUILDING,405950.996N,0284646.199E,256.9,34.44,NO INFO,,NO,,,,,
LTBA7738,BUILDING,BUILDING,405950.623N,0284645.927E,266.5,44.29,NO INFO,,NO,,,,,
LTBA7739,BUILDING,BUILDING,405950.797N,0284645.662E,266.9,44.29,NO INFO,,NO,,,,,
LTBA7740,BUILDING,BUILDING,405951.123N,0284645.211E,257.9,34.44,NO INFO,,NO,,,,,
LTBA7741,BUILDING,BUILDING,405951.585N,0284645.824E,258.1,34.44,NO INFO,,NO,,,,,
LTBA7742,BUILDING,BUILDING,405951.411N,0284645.603E,258.1,34.44,NO INFO,,NO,,,,,
LTBA7743,BUILDING,BUILDING,405951.805N,0284646.126E,268.0,44.29,NO INFO,,NO,,,,,
LTBA7744,BUILDING,BUILDING,405950.550N,0284644.308E,267.6,44.29,NO INFO,,NO,,,,,
LTBA7745,BUILDING,BUILDING,405950.382N,0284644.539E,266.8,44.29,NO INFO,,NO,,,,,
LTBA7746,BUILDING,BUILDING,405950.653N,0284644.636E,257.6,34.44,NO INFO,,NO,,,,,
LTBA7747,BUILDING,BUILDING,405950.253N,0284645.152E,256.1,34.44,NO INFO,,NO,,,,,
LTBA7748,BUILDING,BUILDING,405953.824N,0284651.506E,288.8,63.97,NO INFO,,NO,,,,,
LTBA7749,BUILDING,BUILDING,405953.436N,0284651.006E,288.4,63.97,NO INFO,,NO,,,,,
LTBA7750,BUILDING,BUILDING,405952.955N,0284651.684E,258.3,34.44,NO INFO,,NO,,,,,
LTBA7751,BUILDING,BUILDING,405952.920N,0284650.301E,287.1,63.97,NO INFO,,NO,,,,,
LTBA7752,BUILDING,BUILDING,405952.462N,0284650.854E,257.2,34.44,NO INFO,,NO,,,,,
LTBA7753,BUILDING,BUILDING,405952.585N,0284649.914E,256.4,34.44,NO INFO,,NO,,,,,
LTBA7754,BUILDING,BUILDING,405952.020N,0284649.141E,265.2,44.29,NO INFO,,NO,,,,,
LTBA7755,BUILDING,BUILDING,405951.790N,0284649.933E,264.6,44.29,NO INFO,,NO,,,,,
LTBA7756,BUILDING,BUILDING,405951.595N,0284648.625E,255.9,34.44,NO INFO,,NO,,,,,
LTBA7757,BUILDING,BUILDING,405951.293N,0284649.314E,263.2,44.29,NO INFO,,NO,,,,,
LTBA7758,BUILDING,BUILDING,405950.807N,0284648.668E,262.7,44.29,NO INFO,,NO,,,,,
LTBA7759,BUILDING,BUILDING,405950.901N,0284647.668E,285.0,63.97,NO INFO,,NO,,,,,
LTBA7760,BUILDING,BUILDING,405950.097N,0284647.687E,273.3,54.13,NO INFO,,NO,,,,,
LTBA7761,BUILDING,BUILDING,405949.292N,0284645.511E,263.3,44.29,NO INFO,,NO,,,,,
LTBA7762,BUILDING,BUILDING,405947.655N,0284644.498E,270.6,54.13,NO INFO,,NO,,,,,
LTBA7763,BUILDING,BUILDING,405947.475N,0284644.268E,260.6,44.29,NO INFO,,NO,,,,,
LTBA7764,BUILDING,BUILDING,405947.159N,0284643.836E,260.3,44.29,NO INFO,,NO,,,,,
LTBA7765,BUILDING,BUILDING,405946.771N,0284643.295E,279.3,63.97,NO INFO,,NO,,,,,
LTBA7766,BUILDING,BUILDING,405945.792N,0284643.605E,277.5,63.97,NO INFO,,NO,,,,,
LTBA7767,BUILDING,BUILDING,405946.563N,0284644.634E,278.9,63.97,NO INFO,,NO,,,,,
LTBA7768,BUILDING,BUILDING,405946.872N,0284645.069E,277.2,63.97,NO INFO,,NO,,,,,
LTBA7769,BUILDING,BUILDING,405946.890N,0284646.198E,259.8,44.29,NO INFO,,NO,,,,,
LTBA7770,BUILDING,BUILDING,405948.568N,0284647.317E,259.8,44.29,NO INFO,,NO,,,,,
LTBA7771,BUILDING,BUILDING,405948.096N,0284646.671E,259.9,44.29,NO INFO,,NO,,,,,
LTBA7772,BUILDING,BUILDING,405949.507N,0284648.522E,280.3,63.97,NO INFO,,NO,,,,,
LTBA7773,BUILDING,BUILDING,405949.817N,0284648.944E,280.9,63.97,NO INFO,,NO,,,,,
LTBA7774,BUILDING,BUILDING,405950.411N,0284649.711E,263.1,44.29,NO INFO,,NO,,,,,
LTBA7775,BUILDING,BUILDING,405950.812N,0284650.261E,273.2,54.13,NO INFO,,NO,,,,,
LTBA7776,BUILDING,BUILDING,405950.637N,0284650.027E,273.3,54.13,NO INFO,,NO,,,,,
LTBA7777,BUILDING,BUILDING,405951.216N,0284650.775E,284.4,63.97,NO INFO,,NO,,,,,
LTBA7778,BUILDING,BUILDING,405951.031N,0284650.538E,283.5,63.97,NO INFO,,NO,,,,,
LTBA7779,BUILDING,BUILDING,405951.531N,0284651.174E,265.5,44.29,NO INFO,,NO,,,,,
LTBA7780,BUILDING,BUILDING,405951.806N,0284651.806E,258.1,34.44,NO INFO,,NO,,,,,
LTBA7781,BUILDING,BUILDING,405951.979N,0284651.562E,257.2,34.44,NO INFO,,NO,,,,,
LTBA7782,BUILDING,BUILDING,405948.028N,0284650.382E,268.2,54.13,NO INFO,,NO,,,,,
LTBA7783,BUILDING,BUILDING,405947.631N,0284649.851E,267.4,54.13,NO INFO,,NO,,,,,
LTBA7784,BUILDING,BUILDING,405948.241N,0284649.296E,258.3,44.29,NO INFO,,NO,,,,,
LTBA7785,BUILDING,BUILDING,405945.188N,0284646.658E,273.1,63.97,NO INFO,,NO,,,,,
LTBA7786,BUILDING,BUILDING,405946.248N,0284650.700E,256.2,44.29,NO INFO,,NO,,,,,
LTBA7787,BUILDING,BUILDING,405945.504N,0284649.188E,263.3,54.13,NO INFO,,NO,,,,,
LTBA7788,BUILDING,BUILDING,405945.191N,0284649.132E,263.3,54.13,NO INFO,,NO,,,,,
LTBA7789,BUILDING,BUILDING,405943.314N,0284651.029E,264.1,54.13,NO INFO,,NO,,,,,
LTBA7790,BUILDING,BUILDING,405940.442N,0284651.261E,262.4,54.13,NO INFO,,NO,,,,,
LTBA7791,BUILDING,BUILDING,405944.841N,0284643.451E,256.6,44.29,NO INFO,,NO,,,,,
LTBA7792,BUILDING,BUILDING,405944.449N,0284641.859E,275.5,63.97,NO INFO,,NO,,,,,
LTBA7793,BUILDING,BUILDING,405944.052N,0284641.323E,267.1,54.13,NO INFO,,NO,,,,,
LTBA7794,BUILDING,BUILDING,405943.736N,0284640.946E,257.1,44.29,NO INFO,,NO,,,,,
LTBA7795,BUILDING,BUILDING,405943.243N,0284640.279E,275.9,63.97,NO INFO,,NO,,,,,
LTBA7796,BUILDING,BUILDING,405943.241N,0284641.371E,275.7,63.97,NO INFO,,NO,,,,,
LTBA7797,BUILDING,BUILDING,405952.596N,0284641.655E,282.6,54.13,NO INFO,,NO,,,,,
LTBA7798,BUILDING,BUILDING,405952.154N,0284642.214E,291.2,63.97,NO INFO,,NO,,,,,
LTBA7799,BUILDING,BUILDING,405951.857N,0284641.865E,291.2,63.97,NO INFO,,NO,,,,,
LTBA7800,BUILDING,BUILDING,405951.673N,0284641.629E,261.3,34.44,NO INFO,,NO,,,,,
LTBA7801,BUILDING,BUILDING,405952.207N,0284641.129E,283.0,54.13,NO INFO,,NO,,,,,
LTBA7802,BUILDING,BUILDING,405951.896N,0284640.719E,262.8,34.44,NO INFO,,NO,,,,,
LTBA7803,BUILDING,BUILDING,405951.723N,0284640.511E,262.5,34.44,NO INFO,,NO,,,,,
LTBA7804,BUILDING,BUILDING,405951.404N,0284640.071E,291.4,63.97,NO INFO,,NO,,,,,
LTBA7805,BUILDING,BUILDING,405950.978N,0284639.564E,281.9,54.13,NO INFO,,NO,,,,,
LTBA7806,BUILDING,BUILDING,405950.591N,0284639.002E,281.2,54.13,NO INFO,,NO,,,,,
LTBA7807,BUILDING,BUILDING,405950.265N,0284638.592E,261.2,34.44,NO INFO,,NO,,,,,
LTBA7808,BUILDING,BUILDING,405950.098N,0284638.380E,261.7,34.44,NO INFO,,NO,,,,,
LTBA7809,BUILDING,BUILDING,405949.784N,0284638.025E,261.4,34.44,NO INFO,,NO,,,,,
LTBA7810,BUILDING,BUILDING,405949.170N,0284637.167E,299.9,73.81,NO INFO,,NO,,,,,
LTBA7811,BUILDING,BUILDING,405949.354N,0284637.390E,290.3,63.97,NO INFO,,NO,,,,,
LTBA7812,BUILDING,BUILDING,405948.777N,0284636.650E,269.9,44.29,NO INFO,,NO,,,,,
LTBA7813,BUILDING,BUILDING,405948.958N,0284636.856E,270.2,44.29,NO INFO,,NO,,,,,
LTBA7814,BUILDING,BUILDING,405948.486N,0284636.191E,279.9,54.13,NO INFO,,NO,,,,,
LTBA7815,BUILDING,BUILDING,405948.138N,0284635.639E,278.9,54.13,NO INFO,,NO,,,,,
LTBA7816,BUILDING,BUILDING,405947.728N,0284635.277E,267.9,44.29,NO INFO,,NO,,,,,
LTBA7817,BUILDING,BUILDING,405947.270N,0284634.606E,277.6,54.13,NO INFO,,NO,,,,,
LTBA7818,BUILDING,BUILDING,405946.828N,0284634.178E,276.8,54.13,NO INFO,,NO,,,,,
LTBA7819,BUILDING,BUILDING,405946.831N,0284635.199E,256.3,34.44,NO INFO,,NO,,,,,
LTBA7820,BUILDING,BUILDING,405946.427N,0284634.686E,256.2,34.44,NO INFO,,NO,,,,,
LTBA7821,BUILDING,BUILDING,405946.058N,0284634.179E,284.1,63.97,NO INFO,,NO,,,,,
LTBA7822,BUILDING,BUILDING,405946.472N,0284633.576E,274.8,54.13,NO INFO,,NO,,,,,
LTBA7823,BUILDING,BUILDING,405945.967N,0284632.959E,273.7,54.13,NO INFO,,NO,,,,,
LTBA7824,BUILDING,BUILDING,405945.508N,0284633.470E,282.9,63.97,NO INFO,,NO,,,,,
LTBA7825,BUILDING,BUILDING,405945.768N,0284632.736E,272.8,54.13,NO INFO,,NO,,,,,
LTBA7826,BUILDING,BUILDING,405945.539N,0284632.372E,271.9,54.13,NO INFO,,NO,,,,,
LTBA7827,BUILDING,BUILDING,405945.086N,0284631.760E,260.3,44.29,NO INFO,,NO,,,,,
LTBA7828,BUILDING,BUILDING,405944.891N,0284631.498E,259.7,44.29,NO INFO,,NO,,,,,
LTBA7829,BUILDING,BUILDING,405944.618N,0284631.156E,268.8,54.13,NO INFO,,NO,,,,,
LTBA7830,BUILDING,BUILDING,405944.072N,0284630.433E,267.3,54.13,NO INFO,,NO,,,,,
LTBA7831,BUILDING,BUILDING,405944.318N,0284631.961E,279.0,63.97,NO INFO,,NO,,,,,
LTBA7832,BUILDING,BUILDING,405945.108N,0284632.923E,261.2,44.29,NO INFO,,NO,,,,,
LTBA7833,BUILDING,BUILDING,405942.711N,0284631.676E,256.8,44.29,NO INFO,,NO,,,,,
LTBA7834,BUILDING,BUILDING,405942.757N,0284630.751E,266.0,54.13,NO INFO,,NO,,,,,
LTBA7835,BUILDING,BUILDING,405942.981N,0284630.624E,255.9,44.29,NO INFO,,NO,,,,,
LTBA7836,BUILDING,BUILDING,405942.287N,0284631.046E,263.7,54.13,NO INFO,,NO,,,,,
LTBA7837,BUILDING,BUILDING,405941.129N,0284632.568E,260.3,54.13,NO INFO,,NO,,,,,
LTBA7838,BUILDING,BUILDING,405941.080N,0284631.729E,269.6,63.97,NO INFO,,NO,,,,,
LTBA7839,BUILDING,BUILDING,405939.433N,0284633.565E,266.8,63.97,NO INFO,,NO,,,,,
LTBA7840,BUILDING,BUILDING,405937.823N,0284632.319E,261.2,63.97,NO INFO,,NO,,,,,
LTBA7841,BUILDING,BUILDING,405939.421N,0284631.380E,264.1,63.97,NO INFO,,NO,,,,,
LTBA7842,BUILDING,BUILDING,405939.363N,0284630.542E,263.8,63.97,NO INFO,,NO,,,,,
LTBA7843,BUILDING,BUILDING,405942.546N,0284632.964E,274.0,63.97,NO INFO,,NO,,,,,
