Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group,,,,
LTBF_252,BUILDING,BUILDING,393752.830N,0275245.922E,571.81,54.13,NO INFO,,NO,,,,
LTBF_253,BUILDING,BUILDING,393753.100N,0275246.819E,561.77,54.13,NO INFO,,NO,,,,
LTBF_254,BUILDING,BUILDING,393753.398N,0275244.327E,562.40,34.45,NO INFO,,NO,,,,
LTBF_255,BUILDING,BUILDING,393753.382N,0275246.076E,556.56,44.29,NO INFO,,NO,,,,
LTBF_256,BUILDING,BUILDING,393753.910N,0275246.270E,550.63,44.29,NO INFO,,NO,,,,
LTBF_257,BUILDING,BUILDING,393755.011N,0275246.856E,556.85,63.98,NO INFO,,NO,,,,
LTBF_258,BUILDING,BUILDING,393755.725N,0275246.536E,557.40,63.98,NO INFO,,NO,,,,
LTBF_259,BUILDING,BUILDING,393756.925N,0275246.142E,557.26,63.98,NO INFO,,NO,,,,
LTBF_260,BUILDING,BUILDING,393757.324N,0275246.340E,546.00,54.13,NO INFO,,NO,,,,
LTBF_261,BUILDING,BUILDING,393756.445N,0275247.217E,535.29,44.29,NO INFO,,NO,,,,
LTBF_262,BUILDING,BUILDING,393756.548N,0275248.017E,534.14,44.29,NO INFO,,NO,,,,
LTBF_263,BUILDING,BUILDING,393756.617N,0275248.384E,523.66,34.45,NO INFO,,NO,,,,
LTBF_264,BUILDING,BUILDING,393757.618N,0275248.114E,543.27,54.13,NO INFO,,NO,,,,
LTBF_265,BUILDING,BUILDING,393757.523N,0275248.787E,542.47,54.13,NO INFO,,NO,,,,
LTBF_266,BUILDING,BUILDING,393757.463N,0275247.518E,544.20,54.13,NO INFO,,NO,,,,
LTBF_267,BUILDING,BUILDING,393757.525N,0275247.106E,544.78,54.13,NO INFO,,NO,,,,
LTBF_268,BUILDING,BUILDING,393758.756N,0275246.298E,565.15,73.82,NO INFO,,NO,,,,
LTBF_269,BUILDING,BUILDING,393758.774N,0275251.011E,539.10,54.13,NO INFO,,NO,,,,
LTBF_270,BUILDING,BUILDING,393758.392N,0275250.203E,530.24,44.29,NO INFO,,NO,,,,
LTBF_271,BUILDING,BUILDING,393758.300N,0275249.640E,531.17,44.29,NO INFO,,NO,,,,
LTBF_272,BUILDING,BUILDING,393758.320N,0275251.073E,519.30,34.45,NO INFO,,NO,,,,
LTBF_273,BUILDING,BUILDING,393757.609N,0275249.711E,531.41,44.29,NO INFO,,NO,,,,
LTBF_274,BUILDING,BUILDING,393757.711N,0275250.762E,529.96,44.29,NO INFO,,NO,,,,
LTBF_275,BUILDING,BUILDING,393757.716N,0275251.109E,529.32,44.29,NO INFO,,NO,,,,
LTBF_276,BUILDING,BUILDING,393757.144N,0275250.704E,530.15,44.29,NO INFO,,NO,,,,
LTBF_277,BUILDING,BUILDING,393757.156N,0275251.136E,529.59,44.29,NO INFO,,NO,,,,
LTBF_278,BUILDING,BUILDING,393757.177N,0275249.747E,531.58,44.29,NO INFO,,NO,,,,
LTBF_279,BUILDING,BUILDING,393757.201N,0275250.166E,531.00,44.29,NO INFO,,NO,,,,
LTBF_280,BUILDING,BUILDING,393757.599N,0275250.155E,520.98,34.45,NO INFO,,NO,,,,
LTBF_281,BUILDING,BUILDING,393756.570N,0275250.103E,531.34,44.29,NO INFO,,NO,,,,
LTBF_282,BUILDING,BUILDING,393756.632N,0275250.845E,530.12,44.29,NO INFO,,NO,,,,
LTBF_283,BUILDING,BUILDING,393756.062N,0275250.620E,540.71,54.13,NO INFO,,NO,,,,
LTBF_284,BUILDING,BUILDING,393756.121N,0275249.819E,541.69,54.13,NO INFO,,NO,,,,
LTBF_285,BUILDING,BUILDING,393755.409N,0275250.806E,541.07,54.13,NO INFO,,NO,,,,
LTBF_286,BUILDING,BUILDING,393755.579N,0275250.374E,531.54,44.29,NO INFO,,NO,,,,
LTBF_287,BUILDING,BUILDING,393755.641N,0275249.740E,522.36,34.45,NO INFO,,NO,,,,
LTBF_288,BUILDING,BUILDING,393755.518N,0275249.146E,523.30,34.45,NO INFO,,NO,,,,
LTBF_289,BUILDING,BUILDING,393754.983N,0275249.105E,523.73,34.45,NO INFO,,NO,,,,
LTBF_290,BUILDING,BUILDING,393751.481N,0275249.111E,548.16,44.29,NO INFO,,NO,,,,
LTBF_291,BUILDING,BUILDING,393749.930N,0275250.308E,562.48,54.13,NO INFO,,NO,,,,
LTBF_292,BUILDING,BUILDING,393750.894N,0275250.366E,548.08,44.29,NO INFO,,NO,,,,
LTBF_293,BUILDING,BUILDING,393751.700N,0275250.229E,533.37,34.45,NO INFO,,NO,,,,
LTBF_294,BUILDING,BUILDING,393638.738N,0275231.848E,563.34,44.29,NO INFO,,NO,,,,
LTBF_295,BUILDING,BUILDING,393639.782N,0275231.951E,563.95,44.29,NO INFO,,NO,,,,
LTBF_296,BUILDING,BUILDING,393640.940N,0275232.196E,561.38,44.29,NO INFO,,NO,,,,
LTBF_297,BUILDING,BUILDING,393639.416N,0275233.545E,543.85,34.45,NO INFO,,NO,,,,
LTBF_298,BUILDING,BUILDING,393658.887N,0275239.266E,502.19,34.45,NO INFO,,NO,,,,
LTBF_299,BUILDING,BUILDING,393659.144N,0275238.342E,501.53,34.45,NO INFO,,NO,,,,
LTBF_300,BUILDING,BUILDING,393659.000N,0275238.678E,492.29,24.61,NO INFO,,NO,,,,
LTBF_301,MOSQUE,BUILDING,393659.269N,0275237.517E,523.58,54.13,NO INFO,,NO,,,,
LTBF_302,MINARET,BUILDING,393659.248N,0275236.657E,552.98,78.74,NO INFO,,NO,,,,
LTBF_303,BUILDING,BUILDING,393700.586N,0275236.216E,501.50,34.45,NO INFO,,NO,,,,
LTBF_304,BUILDING,BUILDING,393701.065N,0275236.545E,495.52,34.45,NO INFO,,NO,,,,
LTBF_305,BUILDING,BUILDING,393700.222N,0275238.050E,487.11,24.61,NO INFO,,NO,,,,
LTBF_306,BUILDING,BUILDING,393700.094N,0275238.485E,486.43,24.61,NO INFO,,NO,,,,
LTBF_307,BUILDING,BUILDING,393700.359N,0275237.171E,499.72,34.45,NO INFO,,NO,,,,
LTBF_308,BUILDING,BUILDING,393700.253N,0275237.608E,497.83,34.45,NO INFO,,NO,,,,
LTBF_309,BUILDING,BUILDING,393700.512N,0275239.684E,503.61,44.29,NO INFO,,NO,,,,
LTBF_310,BUILDING,BUILDING,393701.543N,0275236.679E,493.77,34.45,NO INFO,,NO,,,,
LTBF_311,BUILDING,BUILDING,393700.078N,0275235.121E,491.40,14.76,NO INFO,,NO,,,,
LTBF_312,BUILDING,BUILDING,393659.620N,0275236.433E,487.86,14.76,NO INFO,,NO,,,,
LTBF_313,BUILDING,BUILDING,393700.000N,0275239.269E,505.90,44.29,NO INFO,,NO,,,,
LTBF_314,BUILDING,BUILDING,393659.868N,0275239.648E,496.38,34.45,NO INFO,,NO,,,,
LTBF_315,BUILDING,BUILDING,393701.232N,0275234.093E,501.60,24.61,NO INFO,,NO,,,,
LTBF_316,BUILDING,BUILDING,393700.267N,0275233.768E,506.96,24.61,NO INFO,,NO,,,,
LTBF_317,BUILDING,BUILDING,393700.054N,0275230.850E,527.52,24.61,NO INFO,,NO,,,,
LTBF_318,BUILDING,BUILDING,393700.802N,0275231.959E,518.23,24.61,NO INFO,,NO,,,,
LTBF_319,BUILDING,BUILDING,393702.651N,0275232.418E,518.44,34.45,NO INFO,,NO,,,,
LTBF_320,BUILDING,BUILDING,393702.254N,0275232.071E,521.63,34.45,NO INFO,,NO,,,,
LTBF_321,BUILDING,BUILDING,393701.335N,0275230.483E,527.11,24.61,NO INFO,,NO,,,,
LTBF_322,BUILDING,BUILDING,393659.131N,0275231.846E,522.47,24.61,NO INFO,,NO,,,,
LTBF_323,BUILDING,BUILDING,393659.502N,0275232.742E,515.66,24.61,NO INFO,,NO,,,,
LTBF_324,BUILDING,BUILDING,393657.704N,0275233.987E,536.42,44.29,NO INFO,,NO,,,,
LTBF_325,BUILDING,BUILDING,393656.879N,0275233.706E,529.06,34.45,NO INFO,,NO,,,,
LTBF_326,BUILDING,BUILDING,393657.413N,0275231.913E,516.26,14.76,NO INFO,,NO,,,,
LTBF_327,BUILDING,BUILDING,393658.192N,0275232.357E,513.48,14.76,NO INFO,,NO,,,,
LTBF_328,BUILDING,BUILDING,393658.390N,0275232.806E,510.42,14.76,NO INFO,,NO,,,,
LTBF_329,BUILDING,BUILDING,393658.572N,0275232.236E,521.85,24.61,NO INFO,,NO,,,,
LTBF_330,BUILDING,BUILDING,393659.429N,0275233.203E,513.74,24.61,NO INFO,,NO,,,,
LTBF_331,BUILDING,BUILDING,393659.818N,0275233.717E,498.55,14.76,NO INFO,,NO,,,,
LTBF_332,BUILDING,BUILDING,393659.985N,0275234.013E,496.76,14.76,NO INFO,,NO,,,,
LTBF_333,BUILDING,BUILDING,393659.689N,0275234.290E,497.11,14.76,NO INFO,,NO,,,,
LTBF_334,BUILDING,BUILDING,393659.446N,0275233.971E,499.57,14.76,NO INFO,,NO,,,,
LTBF_335,BUILDING,BUILDING,393659.677N,0275232.322E,508.39,14.76,NO INFO,,NO,,,,
LTBF_336,BUILDING,BUILDING,393659.310N,0275231.610E,515.41,14.76,NO INFO,,NO,,,,
LTBF_337,BUILDING,BUILDING,393701.110N,0275232.566E,502.85,14.76,NO INFO,,NO,,,,
LTBF_338,BUILDING,BUILDING,393701.440N,0275232.125E,505.12,14.76,NO INFO,,NO,,,,
LTBF_339,BUILDING,BUILDING,393700.787N,0275230.890E,515.61,14.76,NO INFO,,NO,,,,
LTBF_340,BUILDING,BUILDING,393700.334N,0275231.222E,513.96,14.76,NO INFO,,NO,,,,
LTBF_341,BUILDING,BUILDING,393703.166N,0275229.640E,526.41,24.61,NO INFO,,NO,,,,
LTBF_342,BUILDING,BUILDING,393702.339N,0275228.576E,535.51,24.61,NO INFO,,NO,,,,
LTBF_343,BUILDING,BUILDING,393701.549N,0275227.248E,556.29,34.45,NO INFO,,NO,,,,
LTBF_344,BUILDING,BUILDING,393703.315N,0275230.602E,520.63,24.61,NO INFO,,NO,,,,
LTBF_345,BUILDING,BUILDING,393702.412N,0275230.616E,511.97,14.76,NO INFO,,NO,,,,
LTBF_346,BUILDING,BUILDING,393706.374N,0275230.822E,539.69,54.13,NO INFO,,NO,,,,
LTBF_347,BUILDING,BUILDING,393705.246N,0275230.952E,540.72,54.13,NO INFO,,NO,,,,
LTBF_348,BUILDING,BUILDING,393704.744N,0275230.663E,543.62,54.13,NO INFO,,NO,,,,
LTBF_349,BUILDING,BUILDING,393704.526N,0275229.512E,552.75,54.13,NO INFO,,NO,,,,
LTBF_350,BUILDING,BUILDING,393704.281N,0275229.793E,551.12,54.13,NO INFO,,NO,,,,
LTBF_351,BUILDING,BUILDING,393702.960N,0275228.807E,522.35,14.76,NO INFO,,NO,,,,
LTBF_352,BUILDING,BUILDING,393703.501N,0275228.816E,520.85,14.76,NO INFO,,NO,,,,
LTBF_353,BUILDING,BUILDING,393706.593N,0275227.204E,538.70,34.45,NO INFO,,NO,,,,
LTBF_354,BUILDING,BUILDING,393707.034N,0275228.555E,529.59,34.45,NO INFO,,NO,,,,
LTBF_355,BUILDING,BUILDING,393707.714N,0275228.908E,535.39,44.29,NO INFO,,NO,,,,
LTBF_356,BUILDING,BUILDING,393708.168N,0275228.009E,538.58,44.29,NO INFO,,NO,,,,
LTBF_357,BUILDING,BUILDING,393708.794N,0275226.457E,544.34,44.29,NO INFO,,NO,,,,
LTBF_358,BUILDING,BUILDING,393709.134N,0275225.516E,548.60,44.29,NO INFO,,NO,,,,
LTBF_359,BUILDING,BUILDING,393706.177N,0275227.272E,549.90,44.29,NO INFO,,NO,,,,
LTBF_360,BUILDING,BUILDING,393706.041N,0275224.644E,564.74,44.29,NO INFO,,NO,,,,
LTBF_361,BUILDING,BUILDING,393706.085N,0275225.931E,547.81,34.45,NO INFO,,NO,,,,
LTBF_362,BUILDING,BUILDING,393706.986N,0275225.967E,534.59,24.61,NO INFO,,NO,,,,
LTBF_363,BUILDING,BUILDING,393707.391N,0275224.731E,541.01,24.61,NO INFO,,NO,,,,
LTBF_364,BUILDING,BUILDING,393707.662N,0275224.719E,539.53,24.61,NO INFO,,NO,,,,
LTBF_365,BUILDING,BUILDING,393708.004N,0275224.862E,546.57,34.45,NO INFO,,NO,,,,
LTBF_366,BUILDING,BUILDING,393708.402N,0275225.176E,544.06,34.45,NO INFO,,NO,,,,
LTBF_367,BUILDING,BUILDING,393706.952N,0275224.747E,562.15,44.29,NO INFO,,NO,,,,
LTBF_368,BUILDING,BUILDING,393704.661N,0275224.920E,550.52,24.61,NO INFO,,NO,,,,
LTBF_369,BUILDING,BUILDING,393704.955N,0275224.993E,547.42,24.61,NO INFO,,NO,,,,
LTBF_370,BUILDING,BUILDING,393705.296N,0275224.869E,537.41,14.76,NO INFO,,NO,,,,
LTBF_371,BUILDING,BUILDING,393703.959N,0275226.167E,565.26,44.29,NO INFO,,NO,,,,
LTBF_372,BUILDING,BUILDING,393704.613N,0275227.351E,555.38,44.29,NO INFO,,NO,,,,
LTBF_373,BUILDING,BUILDING,393704.947N,0275228.494E,538.19,34.45,NO INFO,,NO,,,,
LTBF_374,BUILDING,BUILDING,393705.969N,0275228.440E,544.07,44.29,NO INFO,,NO,,,,
LTBF_375,BUILDING,BUILDING,393702.197N,0275223.546E,595.08,34.45,NO INFO,,NO,,,,
LTBF_376,BUILDING,BUILDING,393701.669N,0275224.089E,592.16,34.45,NO INFO,,NO,,,,
LTBF_377,BUILDING,BUILDING,393700.243N,0275222.578E,638.33,44.29,NO INFO,,NO,,,,
LTBF_378,BUILDING,BUILDING,393659.649N,0275221.765E,636.55,34.45,NO INFO,,NO,,,,
LTBF_379,BUILDING,BUILDING,393657.202N,0275222.810E,614.75,34.45,NO INFO,,NO,,,,
LTBF_380,BUILDING,BUILDING,393658.174N,0275223.268E,616.37,34.45,NO INFO,,NO,,,,
LTBF_381,BUILDING,BUILDING,393657.298N,0275223.251E,609.67,34.45,NO INFO,,NO,,,,
LTBF_382,BUILDING,BUILDING,393659.427N,0275220.147E,654.49,34.45,NO INFO,,NO,,,,
LTBF_383,BUILDING,BUILDING,393658.603N,0275217.332E,689.90,44.29,NO INFO,,NO,,,,
LTBF_384,BUILDING,BUILDING,393700.379N,0275217.420E,692.60,44.29,NO INFO,,NO,,,,
LTBF_385,BUILDING,BUILDING,393700.085N,0275216.513E,693.99,34.45,NO INFO,,NO,,,,
LTBF_386,BUILDING,BUILDING,393704.371N,0275219.479E,650.39,54.13,NO INFO,,NO,,,,
LTBF_387,BUILDING,BUILDING,393705.051N,0275219.281E,647.42,54.13,NO INFO,,NO,,,,
LTBF_388,BUILDING,BUILDING,393705.111N,0275220.770E,631.96,54.13,NO INFO,,NO,,,,
LTBF_389,BUILDING,BUILDING,393706.623N,0275220.420E,627.75,54.13,NO INFO,,NO,,,,
LTBF_390,BUILDING,BUILDING,393705.980N,0275220.937E,626.14,54.13,NO INFO,,NO,,,,
LTBF_391,BUILDING,BUILDING,393706.107N,0275219.313E,641.49,54.13,NO INFO,,NO,,,,
LTBF_392,BUILDING,BUILDING,393707.891N,0275219.217E,631.77,54.13,NO INFO,,NO,,,,
LTBF_393,BUILDING,BUILDING,393708.645N,0275217.975E,620.87,34.45,NO INFO,,NO,,,,
LTBF_394,BUILDING,BUILDING,393705.790N,0275223.390E,570.97,34.45,NO INFO,,NO,,,,
LTBF_395,BUILDING,BUILDING,393705.489N,0275222.633E,590.23,34.45,NO INFO,,NO,,,,
LTBF_396,BUILDING,BUILDING,393705.628N,0275222.978E,580.60,34.45,NO INFO,,NO,,,,
LTBF_397,BUILDING,BUILDING,393704.828N,0275223.266E,581.15,34.45,NO INFO,,NO,,,,
LTBF_398,BUILDING,BUILDING,393706.937N,0275222.845E,583.50,44.29,NO INFO,,NO,,,,
LTBF_399,BUILDING,BUILDING,393707.247N,0275223.386E,548.81,24.61,NO INFO,,NO,,,,
LTBF_400,BUILDING,BUILDING,393708.116N,0275222.436E,580.34,44.29,NO INFO,,NO,,,,
LTBF_401,BUILDING,BUILDING,393708.763N,0275223.237E,555.63,34.45,NO INFO,,NO,,,,
LTBF_402,BUILDING,BUILDING,393708.404N,0275223.459E,546.05,24.61,NO INFO,,NO,,,,
LTBF_403,BUILDING,BUILDING,393708.289N,0275222.883E,552.72,24.61,NO INFO,,NO,,,,
LTBF_404,BUILDING,BUILDING,393708.965N,0275221.935E,558.88,24.61,NO INFO,,NO,,,,
LTBF_405,BUILDING,BUILDING,393709.342N,0275224.365E,534.42,24.61,NO INFO,,NO,,,,
LTBF_406,BUILDING,BUILDING,393709.274N,0275223.893E,536.72,24.61,NO INFO,,NO,,,,
LTBF_407,BUILDING,BUILDING,393708.904N,0275224.081E,539.78,24.61,NO INFO,,NO,,,,
LTBF_408,BUILDING,BUILDING,393710.416N,0275220.663E,572.69,34.45,NO INFO,,NO,,,,
LTBF_409,BUILDING,BUILDING,393709.929N,0275221.709E,562.17,34.45,NO INFO,,NO,,,,
LTBF_410,BUILDING,BUILDING,393710.603N,0275221.078E,552.42,24.61,NO INFO,,NO,,,,
LTBF_411,BUILDING,BUILDING,393710.693N,0275221.652E,546.40,24.61,NO INFO,,NO,,,,
LTBF_412,BUILDING,BUILDING,393710.124N,0275221.958E,547.09,24.61,NO INFO,,NO,,,,
LTBF_413,BUILDING,BUILDING,393709.570N,0275220.831E,572.82,24.61,NO INFO,,NO,,,,
LTBF_414,BUILDING,BUILDING,393710.259N,0275220.151E,573.99,24.61,NO INFO,,NO,,,,
LTBF_415,BUILDING,BUILDING,393711.914N,0275220.062E,569.27,44.29,NO INFO,,NO,,,,
LTBF_416,BUILDING,BUILDING,393709.742N,0275227.431E,546.26,54.13,NO INFO,,NO,,,,
LTBF_417,BUILDING,BUILDING,393709.504N,0275227.846E,546.26,54.13,NO INFO,,NO,,,,
LTBF_418,BUILDING,BUILDING,393709.361N,0275228.135E,536.42,44.29,NO INFO,,NO,,,,
LTBF_419,BUILDING,BUILDING,393708.922N,0275228.985E,536.04,44.29,NO INFO,,NO,,,,
LTBF_420,BUILDING,BUILDING,393709.145N,0275228.635E,526.57,34.45,NO INFO,,NO,,,,
LTBF_421,BUILDING,BUILDING,393708.721N,0275229.436E,522.33,34.45,NO INFO,,NO,,,,
LTBF_422,BUILDING,BUILDING,393701.878N,0275209.477E,779.67,54.13,NO INFO,,NO,,,,
LTBF_423,BUILDING,BUILDING,393705.371N,0275208.129E,728.85,34.45,NO INFO,,NO,,,,
LTBF_424,BUILDING,BUILDING,393707.161N,0275209.852E,701.25,34.45,NO INFO,,NO,,,,
LTBF_425,BUILDING,BUILDING,393707.413N,0275210.271E,697.04,34.45,NO INFO,,NO,,,,
LTBF_426,BUILDING,BUILDING,393708.045N,0275212.488E,700.81,63.98,NO INFO,,NO,,,,
LTBF_427,BUILDING,BUILDING,393707.594N,0275213.320E,696.63,63.98,NO INFO,,NO,,,,
LTBF_428,BUILDING,BUILDING,393711.601N,0275217.031E,597.26,34.45,NO INFO,,NO,,,,
LTBF_429,BUILDING,BUILDING,393712.160N,0275217.491E,567.56,14.76,NO INFO,,NO,,,,
LTBF_430,BUILDING,BUILDING,393609.560N,0275340.607E,488.51,24.61,NO INFO,,NO,,,,
LTBF_431,BUILDING,BUILDING,393612.657N,0275335.607E,516.52,34.45,NO INFO,,NO,,,,
LTBF_432,BUILDING,BUILDING,393612.097N,0275337.481E,510.55,34.45,NO INFO,,NO,,,,
LTBF_433,BUILDING,BUILDING,393611.617N,0275339.027E,505.03,34.45,NO INFO,,NO,,,,
LTBF_434,BUILDING,BUILDING,393611.169N,0275338.492E,487.99,14.76,NO INFO,,NO,,,,
LTBF_435,BUILDING,BUILDING,393611.458N,0275337.348E,493.36,14.76,NO INFO,,NO,,,,
LTBF_436,BUILDING,BUILDING,393611.852N,0275336.267E,496.51,14.76,NO INFO,,NO,,,,
LTBF_437,BUILDING,BUILDING,393613.877N,0275334.313E,498.71,14.76,NO INFO,,NO,,,,
LTBF_438,BUILDING,BUILDING,393615.307N,0275335.007E,488.87,14.76,NO INFO,,NO,,,,
LTBF_439,BUILDING,BUILDING,393612.928N,0275328.287E,499.61,14.76,NO INFO,,NO,,,,
LTBF_440,BUILDING,BUILDING,393609.843N,0275315.745E,494.21,14.76,NO INFO,,NO,,,,
LTBF_441,BUILDING,BUILDING,393620.835N,0275243.095E,498.71,14.76,NO INFO,,NO,,,,
LTBF_442,BUILDING,BUILDING,393624.477N,0275240.186E,550.11,83.66,NO INFO,,NO,,,,
LTBF_443,BUILDING,BUILDING,393627.042N,0275236.588E,525.11,63.98,NO INFO,,NO,,,,
LTBF_444,BUILDING,BUILDING,393626.755N,0275235.532E,504.69,34.45,NO INFO,,NO,,,,
LTBF_445,BUILDING,BUILDING,393627.230N,0275237.683E,533.14,73.82,NO INFO,,NO,,,,
LTBF_446,BUILDING,BUILDING,393627.683N,0275237.562E,533.14,73.82,NO INFO,,NO,,,,
LTBF_447,BUILDING,BUILDING,393628.359N,0275237.815E,523.29,63.98,NO INFO,,NO,,,,
LTBF_448,BUILDING,BUILDING,393628.762N,0275237.646E,523.29,63.98,NO INFO,,NO,,,,
LTBF_449,BUILDING,BUILDING,393629.598N,0275237.799E,493.77,34.45,NO INFO,,NO,,,,
LTBF_450,BUILDING,BUILDING,393629.444N,0275237.032E,487.63,24.61,NO INFO,,NO,,,,
LTBF_451,BUILDING,BUILDING,393630.433N,0275237.575E,523.29,63.98,NO INFO,,NO,,,,
LTBF_452,BUILDING,BUILDING,393627.894N,0275240.068E,542.98,83.66,NO INFO,,NO,,,,
LTBF_453,BUILDING,BUILDING,393627.401N,0275239.941E,513.45,54.13,NO INFO,,NO,,,,
LTBF_454,BUILDING,BUILDING,393629.015N,0275240.355E,493.77,34.45,NO INFO,,NO,,,,
LTBF_455,BUILDING,BUILDING,393628.043N,0275247.238E,490.84,34.45,NO INFO,,NO,,,,
LTBF_456,BUILDING,BUILDING,393628.395N,0275245.576E,508.54,54.13,NO INFO,,NO,,,,
LTBF_457,BUILDING,BUILDING,393628.210N,0275244.739E,500.79,44.29,NO INFO,,NO,,,,
LTBF_458,BUILDING,BUILDING,393631.284N,0275249.667E,574.80,123.03,NO INFO,,NO,,,,
LTBF_459,BUILDING,BUILDING,393629.768N,0275247.127E,536.70,83.66,NO INFO,,NO,,,,
LTBF_460,BUILDING,BUILDING,393630.819N,0275247.075E,505.12,54.13,NO INFO,,NO,,,,
LTBF_461,BUILDING,BUILDING,393631.658N,0275253.097E,528.93,73.82,NO INFO,,NO,,,,
LTBF_462,BUILDING,BUILDING,393637.999N,0275240.183E,486.09,14.76,NO INFO,,NO,,,,
LTBF_463,BUILDING,BUILDING,393638.927N,0275239.077E,493.00,14.76,NO INFO,,NO,,,,
LTBF_464,BUILDING,BUILDING,393741.107N,0275413.112E,501.96,14.76,NO INFO,,NO,,,,
LTBF_465,BUILDING,BUILDING,393741.176N,0275413.568E,500.08,14.76,NO INFO,,NO,,,,
LTBF_466,BUILDING,BUILDING,394335.943N,0275450.240E,1179.46,14.76,NO INFO,,NO,,,,
LTBF_467,BUILDING,BUILDING,394338.711N,0275442.022E,1192.93,14.76,NO INFO,,NO,,,,
LTBF_468,BUILDING,BUILDING,393720.423N,0275256.462E,509.50,24.61,NO INFO,,NO,,,,
LTBF_469,BUILDING,BUILDING,393720.778N,0275256.796E,538.78,54.13,NO INFO,,NO,,,,
LTBF_470,BUILDING,BUILDING,393722.086N,0275257.050E,558.53,73.82,NO INFO,,NO,,,,
LTBF_471,BUILDING,BUILDING,393719.126N,0275256.304E,539.04,54.13,NO INFO,,NO,,,,
LTBF_472,BUILDING,BUILDING,393724.686N,0275257.559E,539.89,54.13,NO INFO,,NO,,,,
LTBF_473,BUILDING,BUILDING,393723.665N,0275258.476E,538.08,54.13,NO INFO,,NO,,,,
LTBF_474,BUILDING,BUILDING,393729.966N,0275255.590E,525.96,34.45,NO INFO,,NO,,,,
LTBF_475,BUILDING,BUILDING,393729.021N,0275255.191E,537.31,44.29,NO INFO,,NO,,,,
LTBF_476,BUILDING,BUILDING,393728.950N,0275255.761E,535.61,44.29,NO INFO,,NO,,,,
LTBF_477,BUILDING,BUILDING,393728.958N,0275256.222E,544.69,54.13,NO INFO,,NO,,,,
LTBF_478,BUILDING,BUILDING,393728.508N,0275256.014E,545.13,54.13,NO INFO,,NO,,,,
LTBF_479,BUILDING,BUILDING,393728.540N,0275255.001E,538.61,44.29,NO INFO,,NO,,,,
LTBF_480,BUILDING,BUILDING,393728.509N,0275255.362E,526.64,34.45,NO INFO,,NO,,,,
LTBF_481,BUILDING,BUILDING,393728.796N,0275253.966E,543.87,44.29,NO INFO,,NO,,,,
LTBF_482,BUILDING,BUILDING,393728.686N,0275254.418E,531.89,34.45,NO INFO,,NO,,,,
LTBF_483,BUILDING,BUILDING,393730.077N,0275254.794E,529.14,34.45,NO INFO,,NO,,,,
LTBF_484,BUILDING,BUILDING,393730.887N,0275258.422E,550.77,63.98,NO INFO,,NO,,,,
LTBF_485,BUILDING,BUILDING,393731.015N,0275259.506E,548.61,63.98,NO INFO,,NO,,,,
LTBF_486,BUILDING,BUILDING,393731.651N,0275258.903E,549.75,63.98,NO INFO,,NO,,,,
LTBF_487,BUILDING,BUILDING,393732.219N,0275258.468E,550.70,63.98,NO INFO,,NO,,,,
LTBF_488,BUILDING,BUILDING,393730.166N,0275259.919E,528.13,44.29,NO INFO,,NO,,,,
LTBF_489,BUILDING,BUILDING,393735.784N,0275256.405E,555.29,63.98,NO INFO,,NO,,,,
LTBF_490,BUILDING,BUILDING,393735.229N,0275256.228E,545.62,54.13,NO INFO,,NO,,,,
LTBF_491,BUILDING,BUILDING,393734.399N,0275256.221E,555.31,63.98,NO INFO,,NO,,,,
LTBF_492,BUILDING,BUILDING,393735.831N,0275255.699E,558.04,63.98,NO INFO,,NO,,,,
LTBF_493,BUILDING,BUILDING,393735.564N,0275254.433E,544.50,44.29,NO INFO,,NO,,,,
LTBF_494,BUILDING,BUILDING,393735.458N,0275255.115E,531.50,34.45,NO INFO,,NO,,,,
LTBF_495,BUILDING,BUILDING,393736.039N,0275251.862E,567.92,54.13,NO INFO,,NO,,,,
LTBF_496,BUILDING,BUILDING,393737.097N,0275251.407E,568.69,54.13,NO INFO,,NO,,,,
LTBF_497,BUILDING,BUILDING,393735.247N,0275252.299E,565.29,54.13,NO INFO,,NO,,,,
LTBF_498,BUILDING,BUILDING,393738.133N,0275251.123E,558.86,44.29,NO INFO,,NO,,,,
LTBF_499,BUILDING,BUILDING,393734.295N,0275252.705E,543.67,34.45,NO INFO,,NO,,,,
LTBF_500,BUILDING,BUILDING,393737.375N,0275252.464E,553.87,44.29,NO INFO,,NO,,,,
LTBF_501,BUILDING,BUILDING,393740.495N,0275249.753E,570.04,54.13,NO INFO,,NO,,,,
LTBF_502,BUILDING,BUILDING,393740.910N,0275249.747E,559.78,44.29,NO INFO,,NO,,,,
LTBF_503,BUILDING,BUILDING,393740.615N,0275250.357E,558.38,44.29,NO INFO,,NO,,,,
LTBF_504,BUILDING,BUILDING,393740.243N,0275250.386E,548.57,34.45,NO INFO,,NO,,,,
LTBF_505,BUILDING,BUILDING,393739.527N,0275249.851E,552.61,34.45,NO INFO,,NO,,,,
LTBF_506,BUILDING,BUILDING,393740.127N,0275251.604E,555.19,44.29,NO INFO,,NO,,,,
LTBF_507,BUILDING,BUILDING,393740.994N,0275253.377E,546.46,44.29,NO INFO,,NO,,,,
LTBF_508,BUILDING,BUILDING,393742.014N,0275249.909E,577.49,63.98,NO INFO,,NO,,,,
