Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group
LTFO1175,BUILDING,BUILDING,410919.16N,0405322.52E,221.45,24.61,NO INFO,,NO
LTFO1176,BUILDING,BUILDING,410915.79N,0405338.31E,670.00,24.61,NO INFO,,NO
LTFO1177,BUILDING,BUILDING,410917.70N,0405345.04E,459.09,24.61,NO INFO,,NO
LTFO1178,BUILDING,BUILDING,410921.68N,0405346.99E,468.23,24.61,NO INFO,,NO
LTFO1179,BUILDING,BUILDING,410921.86N,0405347.83E,448.80,24.61,NO INFO,,NO
LTFO1180,BUILDING,BUILDING,410923.18N,0405347.08E,461.30,24.61,NO INFO,,NO
LTFO1181,BUILDING,BUILDING,410909.81N,0405343.33E,616.87,24.61,NO INFO,,NO
LTFO1182,BUILDING,BUILDING,410908.18N,0405341.10E,676.35,24.61,NO INFO,,NO
LTFO1183,BUILDING,BUILDING,410908.66N,0405337.38E,762.79,24.61,NO INFO,,NO
LTFO1184,BUILDING,BUILDING,410907.93N,0405336.69E,748.64,24.61,NO INFO,,NO
LTFO1185,BUILDING,BUILDING,410905.47N,0405338.73E,760.08,24.61,NO INFO,,NO
LTFO1186,BUILDING,BUILDING,410906.01N,0405338.65E,762.28,24.61,NO INFO,,NO
LTFO1187,BUILDING,BUILDING,410906.51N,0405344.32E,617.75,24.61,NO INFO,,NO
LTFO1188,BUILDING,BUILDING,410905.80N,0405343.86E,622.37,24.61,NO INFO,,NO
LTFO1189,BUILDING,BUILDING,410904.05N,0405341.82E,692.78,24.61,NO INFO,,NO
LTFO1190,BUILDING,BUILDING,410902.92N,0405339.26E,754.94,24.61,NO INFO,,NO
LTFO1191,BUILDING,BUILDING,410901.28N,0405338.38E,762.79,24.61,NO INFO,,NO
LTFO1192,BUILDING,BUILDING,410901.02N,0405338.67E,762.79,24.61,NO INFO,,NO
LTFO1193,BUILDING,BUILDING,410900.89N,0405341.84E,672.95,34.45,NO INFO,,NO
LTFO1194,BUILDING,BUILDING,410857.31N,0405339.47E,767.91,24.61,NO INFO,,NO
LTFO1195,BUILDING,BUILDING,410856.75N,0405339.31E,777.83,34.45,NO INFO,,NO
LTFO1196,BUILDING,BUILDING,410856.63N,0405340.14E,745.80,34.45,NO INFO,,NO
LTFO1197,BUILDING,BUILDING,410856.24N,0405339.20E,789.03,34.45,NO INFO,,NO
LTFO1198,BUILDING,BUILDING,410854.91N,0405338.91E,756.22,34.45,NO INFO,,NO
LTFO1199,BUILDING,BUILDING,410854.63N,0405338.93E,745.11,24.61,NO INFO,,NO
LTFO1200,BUILDING,BUILDING,410854.47N,0405338.53E,746.38,24.61,NO INFO,,NO
LTFO1201,BUILDING,BUILDING,410853.99N,0405338.61E,732.92,24.61,NO INFO,,NO
LTFO1202,BUILDING,BUILDING,410853.66N,0405338.60E,725.73,24.61,NO INFO,,NO
LTFO1203,BUILDING,BUILDING,410854.53N,0405337.42E,756.22,34.45,NO INFO,,NO
LTFO1204,BUILDING,BUILDING,410851.19N,0405336.51E,755.89,34.45,NO INFO,,NO
LTFO1205,BUILDING,BUILDING,410850.58N,0405336.28E,766.82,34.45,NO INFO,,NO
LTFO1206,BUILDING,BUILDING,410850.07N,0405336.04E,777.28,34.45,NO INFO,,NO
LTFO1207,BUILDING,BUILDING,410849.98N,0405336.54E,756.40,24.61,NO INFO,,NO
LTFO1208,BUILDING,BUILDING,410850.45N,0405337.53E,733.68,24.61,NO INFO,,NO
LTFO1209,BUILDING,BUILDING,410849.68N,0405337.79E,748.51,34.45,NO INFO,,NO
LTFO1210,BUILDING,BUILDING,410848.35N,0405339.77E,722.82,24.61,NO INFO,,NO
LTFO1211,BUILDING,BUILDING,410848.22N,0405342.10E,680.19,24.61,NO INFO,,NO
LTFO1212,BUILDING,BUILDING,410847.96N,0405342.77E,664.31,24.61,NO INFO,,NO
LTFO1213,BUILDING,BUILDING,410849.39N,0405335.21E,797.25,24.61,NO INFO,,NO
LTFO1214,BUILDING,BUILDING,410849.06N,0405334.80E,812.00,24.61,NO INFO,,NO
LTFO1215,BUILDING,BUILDING,410848.75N,0405334.49E,812.00,24.61,NO INFO,,NO
LTFO1216,BUILDING,BUILDING,410847.86N,0405333.93E,812.00,24.61,NO INFO,,NO
LTFO1217,BUILDING,BUILDING,410848.01N,0405334.42E,812.00,24.61,NO INFO,,NO
LTFO1218,BUILDING,BUILDING,410847.32N,0405333.85E,821.84,34.45,NO INFO,,NO
LTFO1219,BUILDING,BUILDING,410846.44N,0405333.06E,821.84,34.45,NO INFO,,NO
LTFO1220,BUILDING,BUILDING,410845.34N,0405335.27E,785.79,34.45,NO INFO,,NO
LTFO1221,BUILDING,BUILDING,410845.00N,0405334.62E,795.97,34.45,NO INFO,,NO
LTFO1222,BUILDING,BUILDING,410844.72N,0405336.74E,761.84,34.45,NO INFO,,NO
LTFO1223,BUILDING,BUILDING,410845.15N,0405332.47E,829.66,34.45,NO INFO,,NO
LTFO1224,BUILDING,BUILDING,410844.65N,0405332.47E,820.62,24.61,NO INFO,,NO
LTFO1225,BUILDING,BUILDING,410844.14N,0405332.02E,828.40,24.61,NO INFO,,NO
LTFO1226,BUILDING,BUILDING,410843.68N,0405331.43E,838.24,34.45,NO INFO,,NO
LTFO1227,BUILDING,BUILDING,410843.74N,0405332.03E,826.44,24.61,NO INFO,,NO
LTFO1228,BUILDING,BUILDING,410843.32N,0405332.27E,817.98,24.61,NO INFO,,NO
LTFO1229,BUILDING,BUILDING,410843.67N,0405336.29E,772.16,34.45,NO INFO,,NO
LTFO1230,BUILDING,BUILDING,410842.90N,0405336.48E,766.02,34.45,NO INFO,,NO
LTFO1231,BUILDING,BUILDING,410842.91N,0405335.90E,773.02,34.45,NO INFO,,NO
LTFO1232,BUILDING,BUILDING,410842.58N,0405335.71E,765.17,24.61,NO INFO,,NO
LTFO1233,BUILDING,BUILDING,410842.09N,0405338.87E,710.59,24.61,NO INFO,,NO
LTFO1234,BUILDING,BUILDING,410842.13N,0405340.35E,709.94,44.29,NO INFO,,NO
LTFO1235,BUILDING,BUILDING,410841.49N,0405340.17E,689.43,24.61,NO INFO,,NO
LTFO1236,BUILDING,BUILDING,410841.15N,0405341.28E,673.69,24.61,NO INFO,,NO
LTFO1237,BUILDING,BUILDING,410841.05N,0405339.83E,688.14,24.61,NO INFO,,NO
LTFO1238,BUILDING,BUILDING,410840.67N,0405339.55E,683.42,24.61,NO INFO,,NO
LTFO1239,BUILDING,BUILDING,410841.20N,0405335.30E,761.47,24.61,NO INFO,,NO
LTFO1240,BUILDING,BUILDING,410841.88N,0405335.36E,766.81,24.61,NO INFO,,NO
LTFO1241,BUILDING,BUILDING,410841.02N,0405334.80E,764.18,24.61,NO INFO,,NO
LTFO1242,BUILDING,BUILDING,410840.76N,0405335.17E,756.63,24.61,NO INFO,,NO
LTFO1243,BUILDING,BUILDING,410840.13N,0405334.48E,769.27,34.45,NO INFO,,NO
LTFO1244,BUILDING,BUILDING,410839.34N,0405334.71E,741.83,24.61,NO INFO,,NO
LTFO1245,BUILDING,BUILDING,410838.82N,0405334.04E,748.65,24.61,NO INFO,,NO
LTFO1246,BUILDING,BUILDING,410838.31N,0405333.89E,747.64,24.61,NO INFO,,NO
LTFO1247,BUILDING,BUILDING,410839.54N,0405332.74E,785.56,24.61,NO INFO,,NO
LTFO1248,BUILDING,BUILDING,410839.31N,0405333.32E,773.06,24.61,NO INFO,,NO
LTFO1249,BUILDING,BUILDING,410838.02N,0405332.54E,765.44,24.61,NO INFO,,NO
LTFO1250,BUILDING,BUILDING,410841.16N,0405333.25E,782.75,24.61,NO INFO,,NO
LTFO1251,BUILDING,BUILDING,410841.31N,0405332.56E,797.38,24.61,NO INFO,,NO
LTFO1252,BUILDING,BUILDING,410841.10N,0405331.95E,817.31,34.45,NO INFO,,NO
LTFO1253,BUILDING,BUILDING,410841.65N,0405330.62E,854.60,34.45,NO INFO,,NO
LTFO1254,BUILDING,BUILDING,410842.00N,0405331.31E,828.60,24.61,NO INFO,,NO
LTFO1255,BUILDING,BUILDING,410842.18N,0405330.85E,838.51,24.61,NO INFO,,NO
LTFO1256,BUILDING,BUILDING,410842.52N,0405331.44E,825.08,24.61,NO INFO,,NO
LTFO1257,BUILDING,BUILDING,410842.89N,0405331.82E,821.29,24.61,NO INFO,,NO
LTFO1258,BUILDING,BUILDING,410841.19N,0405330.66E,854.53,34.45,NO INFO,,NO
LTFO1259,BUILDING,BUILDING,410840.86N,0405330.49E,850.95,34.45,NO INFO,,NO
LTFO1260,BUILDING,BUILDING,410840.44N,0405330.27E,854.19,34.45,NO INFO,,NO
LTFO1261,BUILDING,BUILDING,410840.36N,0405330.87E,824.86,24.61,NO INFO,,NO
LTFO1262,BUILDING,BUILDING,410839.79N,0405330.34E,837.58,24.61,NO INFO,,NO
LTFO1263,BUILDING,BUILDING,410839.26N,0405329.42E,860.55,24.61,NO INFO,,NO
LTFO1264,BUILDING,BUILDING,410838.74N,0405329.17E,864.48,24.61,NO INFO,,NO
LTFO1265,BUILDING,BUILDING,410838.17N,0405327.47E,887.46,34.45,NO INFO,,NO
LTFO1266,BUILDING,BUILDING,410837.85N,0405327.22E,877.61,24.61,NO INFO,,NO
LTFO1267,BUILDING,BUILDING,410837.70N,0405328.87E,870.39,24.61,NO INFO,,NO
LTFO1268,BUILDING,BUILDING,410836.83N,0405328.54E,881.31,34.45,NO INFO,,NO
LTFO1269,BUILDING,BUILDING,410835.45N,0405328.15E,861.02,24.61,NO INFO,,NO
LTFO1270,BUILDING,BUILDING,410834.21N,0405331.87E,774.79,34.45,NO INFO,,NO
LTFO1271,BUILDING,BUILDING,410834.98N,0405332.13E,770.61,24.61,NO INFO,,NO
LTFO1272,BUILDING,BUILDING,410833.77N,0405331.88E,771.33,34.45,NO INFO,,NO
LTFO1273,BUILDING,BUILDING,410831.05N,0405334.54E,710.06,34.45,NO INFO,,NO
LTFO1274,BUILDING,BUILDING,410831.58N,0405335.18E,679.74,24.61,NO INFO,,NO
LTFO1275,BUILDING,BUILDING,410831.29N,0405332.79E,740.82,24.61,NO INFO,,NO
LTFO1276,BUILDING,BUILDING,410828.61N,0405329.12E,853.24,24.61,NO INFO,,NO
LTFO1277,BUILDING,BUILDING,410827.49N,0405329.11E,874.33,34.45,NO INFO,,NO
LTFO1278,BUILDING,BUILDING,410826.56N,0405329.40E,860.64,24.61,NO INFO,,NO
LTFO1279,BUILDING,BUILDING,410826.25N,0405329.90E,843.47,24.61,NO INFO,,NO
LTFO1280,BUILDING,BUILDING,410825.65N,0405329.49E,872.01,24.61,NO INFO,,NO
LTFO1281,BUILDING,BUILDING,410824.69N,0405329.33E,893.07,34.45,NO INFO,,NO
LTFO1282,BUILDING,BUILDING,410823.68N,0405329.76E,866.83,34.45,NO INFO,,NO
LTFO1283,BUILDING,BUILDING,410824.22N,0405332.14E,807.29,44.29,NO INFO,,NO
LTFO1284,BUILDING,BUILDING,410823.55N,0405332.17E,797.93,34.45,NO INFO,,NO
LTFO1285,BUILDING,BUILDING,410822.94N,0405331.94E,787.60,24.61,NO INFO,,NO
LTFO1286,BUILDING,BUILDING,410822.26N,0405333.75E,747.46,24.61,NO INFO,,NO
LTFO1287,BUILDING,BUILDING,410822.30N,0405334.68E,725.25,24.61,NO INFO,,NO
LTFO1288,BUILDING,BUILDING,410822.96N,0405334.10E,752.50,24.61,NO INFO,,NO
LTFO1289,BUILDING,BUILDING,410823.22N,0405334.08E,762.50,34.45,NO INFO,,NO
LTFO1290,BUILDING,BUILDING,410823.22N,0405334.45E,755.35,34.45,NO INFO,,NO
LTFO1291,BUILDING,BUILDING,410823.62N,0405333.63E,769.10,34.45,NO INFO,,NO
LTFO1292,BUILDING,BUILDING,410823.85N,0405335.19E,744.38,34.45,NO INFO,,NO
LTFO1293,BUILDING,BUILDING,410825.37N,0405332.59E,776.34,34.45,NO INFO,,NO
LTFO1294,MOSQUE,BUILDING,410824.23N,0405336.92E,724.53,39.37,NO INFO,,NO
LTFO1295,MINARET,BUILDING,410824.52N,0405337.18E,763.37,82.02,NO INFO,,NO
LTFO1296,BUILDING,BUILDING,410824.73N,0405337.46E,722.05,44.29,NO INFO,,NO
LTFO1297,BUILDING,BUILDING,410825.60N,0405337.56E,696.24,34.45,NO INFO,,NO
LTFO1298,BUILDING,BUILDING,410826.15N,0405337.00E,697.41,34.45,NO INFO,,NO
LTFO1299,BUILDING,BUILDING,410824.75N,0405339.11E,694.70,44.29,NO INFO,,NO
LTFO1300,BUILDING,BUILDING,410824.13N,0405339.88E,656.64,24.61,NO INFO,,NO
LTFO1301,BUILDING,BUILDING,410823.58N,0405339.26E,671.42,24.61,NO INFO,,NO
LTFO1302,BUILDING,BUILDING,410822.17N,0405337.44E,695.14,34.45,NO INFO,,NO
LTFO1303,BUILDING,BUILDING,410822.11N,0405337.81E,699.77,44.29,NO INFO,,NO
LTFO1304,BUILDING,BUILDING,410822.91N,0405336.21E,719.08,34.45,NO INFO,,NO
LTFO1305,BUILDING,BUILDING,410819.98N,0405331.97E,768.36,24.61,NO INFO,,NO
LTFO1306,BUILDING,BUILDING,410819.53N,0405331.77E,770.79,24.61,NO INFO,,NO
LTFO1307,BUILDING,BUILDING,410819.33N,0405331.93E,772.03,24.61,NO INFO,,NO
LTFO1308,BUILDING,BUILDING,410819.70N,0405330.83E,810.13,24.61,NO INFO,,NO
LTFO1309,BUILDING,BUILDING,410818.38N,0405331.39E,802.02,24.61,NO INFO,,NO
LTFO1310,BUILDING,BUILDING,410817.19N,0405329.11E,895.03,34.45,NO INFO,,NO
LTFO1311,BUILDING,BUILDING,410816.85N,0405328.17E,883.09,24.61,NO INFO,,NO
LTFO1312,BUILDING,BUILDING,410815.68N,0405329.14E,864.23,34.45,NO INFO,,NO
LTFO1313,BUILDING,BUILDING,410815.15N,0405330.68E,851.02,34.45,NO INFO,,NO
LTFO1314,BUILDING,BUILDING,410814.60N,0405329.87E,854.65,34.45,NO INFO,,NO
LTFO1315,BUILDING,BUILDING,410813.93N,0405330.15E,844.11,24.61,NO INFO,,NO
LTFO1316,BUILDING,BUILDING,410812.95N,0405331.01E,832.75,24.61,NO INFO,,NO
LTFO1317,BUILDING,BUILDING,410812.39N,0405331.08E,827.34,24.61,NO INFO,,NO
LTFO1318,BUILDING,BUILDING,410812.79N,0405331.57E,857.62,54.13,NO INFO,,NO
LTFO1319,BUILDING,BUILDING,410813.82N,0405332.70E,822.51,24.61,NO INFO,,NO
LTFO1320,BUILDING,BUILDING,410812.64N,0405331.90E,823.42,24.61,NO INFO,,NO
LTFO1321,BUILDING,BUILDING,410811.49N,0405331.54E,826.13,34.45,NO INFO,,NO
LTFO1322,BUILDING,BUILDING,410811.41N,0405330.27E,814.58,24.61,NO INFO,,NO
LTFO1323,BUILDING,BUILDING,410811.02N,0405329.42E,819.43,34.45,NO INFO,,NO
LTFO1324,BUILDING,BUILDING,410809.75N,0405328.92E,779.19,24.61,NO INFO,,NO
LTFO1325,BUILDING,BUILDING,410808.54N,0405328.84E,776.82,24.61,NO INFO,,NO
LTFO1326,BUILDING,BUILDING,410808.14N,0405329.38E,779.19,24.61,NO INFO,,NO
LTFO1327,BUILDING,BUILDING,410808.04N,0405331.26E,754.41,24.61,NO INFO,,NO
LTFO1328,BUILDING,BUILDING,410810.90N,0405334.42E,794.33,24.61,NO INFO,,NO
LTFO1329,BUILDING,BUILDING,410812.29N,0405335.25E,800.37,34.45,NO INFO,,NO
LTFO1330,BUILDING,BUILDING,410812.81N,0405334.69E,812.73,34.45,NO INFO,,NO
LTFO1331,BUILDING,BUILDING,410811.55N,0405336.30E,789.03,34.45,NO INFO,,NO
LTFO1332,BUILDING,BUILDING,410811.07N,0405336.86E,788.13,34.45,NO INFO,,NO
LTFO1333,BUILDING,BUILDING,410810.46N,0405337.68E,761.94,24.61,NO INFO,,NO
LTFO1334,BUILDING,BUILDING,410810.77N,0405337.87E,761.81,24.61,NO INFO,,NO
LTFO1335,BUILDING,BUILDING,410809.75N,0405338.15E,746.52,24.61,NO INFO,,NO
LTFO1336,BUILDING,BUILDING,410810.09N,0405337.95E,752.66,24.61,NO INFO,,NO
LTFO1337,BUILDING,BUILDING,410809.00N,0405337.87E,727.46,24.61,NO INFO,,NO
LTFO1338,BUILDING,BUILDING,410809.30N,0405338.83E,735.87,24.61,NO INFO,,NO
LTFO1339,BUILDING,BUILDING,410808.99N,0405338.96E,726.64,24.61,NO INFO,,NO
LTFO1340,BUILDING,BUILDING,410808.70N,0405339.41E,718.71,24.61,NO INFO,,NO
LTFO1341,BUILDING,BUILDING,410808.96N,0405339.58E,719.71,24.61,NO INFO,,NO
LTFO1342,BUILDING,BUILDING,410808.53N,0405339.96E,711.70,24.61,NO INFO,,NO
LTFO1343,BUILDING,BUILDING,410808.20N,0405340.60E,698.57,24.61,NO INFO,,NO
LTFO1344,BUILDING,BUILDING,410807.79N,0405340.10E,692.74,24.61,NO INFO,,NO
LTFO1345,BUILDING,BUILDING,410807.83N,0405339.67E,692.09,24.61,NO INFO,,NO
LTFO1346,BUILDING,BUILDING,410807.58N,0405341.07E,680.77,24.61,NO INFO,,NO
LTFO1347,BUILDING,BUILDING,410808.11N,0405338.79E,700.33,24.61,NO INFO,,NO
LTFO1348,BUILDING,BUILDING,410807.64N,0405338.57E,684.08,24.61,NO INFO,,NO
LTFO1349,BUILDING,BUILDING,410807.05N,0405330.86E,757.77,24.61,NO INFO,,NO
LTFO1350,BUILDING,BUILDING,410807.48N,0405331.10E,756.28,24.61,NO INFO,,NO
LTFO1351,BUILDING,BUILDING,410806.54N,0405330.77E,753.95,24.61,NO INFO,,NO
LTFO1352,BUILDING,BUILDING,410805.88N,0405329.62E,754.27,24.61,NO INFO,,NO
LTFO1353,BUILDING,BUILDING,410804.79N,0405329.82E,756.22,34.45,NO INFO,,NO
LTFO1354,BUILDING,BUILDING,410803.98N,0405329.98E,756.22,34.45,NO INFO,,NO
LTFO1355,BUILDING,BUILDING,410803.53N,0405330.62E,746.38,24.61,NO INFO,,NO
LTFO1356,BUILDING,BUILDING,410802.81N,0405330.69E,756.22,34.45,NO INFO,,NO
LTFO1357,BUILDING,BUILDING,410805.72N,0405342.29E,624.00,24.61,NO INFO,,NO
LTFO1358,BUILDING,BUILDING,410806.78N,0405343.85E,632.40,24.61,NO INFO,,NO
LTFO1359,BUILDING,BUILDING,410806.84N,0405343.53E,640.02,24.61,NO INFO,,NO
LTFO1360,BUILDING,BUILDING,410806.16N,0405343.56E,633.74,24.61,NO INFO,,NO
LTFO1361,BUILDING,BUILDING,410815.32N,0405343.85E,571.35,24.61,NO INFO,,NO
LTFO1362,BUILDING,BUILDING,410815.61N,0405345.04E,546.29,24.61,NO INFO,,NO
LTFO1363,BUILDING,BUILDING,410815.93N,0405345.33E,539.91,24.61,NO INFO,,NO
LTFO1364,BUILDING,BUILDING,410822.78N,0405343.54E,600.65,24.61,NO INFO,,NO
LTFO1365,BUILDING,BUILDING,410821.72N,0405344.34E,558.56,24.61,NO INFO,,NO
LTFO1366,BUILDING,BUILDING,410822.11N,0405345.81E,525.57,24.61,NO INFO,,NO
LTFO1367,BUILDING,BUILDING,410824.28N,0405346.65E,540.14,24.61,NO INFO,,NO
LTFO1368,BUILDING,BUILDING,410826.05N,0405351.26E,416.17,24.61,NO INFO,,NO
LTFO1369,BUILDING,BUILDING,410826.55N,0405351.47E,422.62,24.61,NO INFO,,NO
LTFO1370,BUILDING,BUILDING,410830.70N,0405345.65E,500.27,24.61,NO INFO,,NO
LTFO1371,BUILDING,BUILDING,410831.10N,0405342.37E,570.04,24.61,NO INFO,,NO
LTFO1372,BUILDING,BUILDING,410835.34N,0405349.50E,481.61,24.61,NO INFO,,NO
LTFO1373,BUILDING,BUILDING,410838.26N,0405347.91E,572.19,24.61,NO INFO,,NO
LTFO1374,BUILDING,BUILDING,410838.49N,0405349.42E,550.74,34.45,NO INFO,,NO
LTFO1375,BUILDING,BUILDING,410838.02N,0405354.41E,430.11,34.45,NO INFO,,NO
LTFO1376,BUILDING,BUILDING,410838.36N,0405353.22E,452.27,24.61,NO INFO,,NO
LTFO1377,BUILDING,BUILDING,410837.73N,0405354.99E,409.48,24.61,NO INFO,,NO
LTFO1378,BUILDING,BUILDING,410846.18N,0405346.75E,576.42,24.61,NO INFO,,NO
LTFO1379,BUILDING,BUILDING,410845.60N,0405350.01E,513.99,24.61,NO INFO,,NO
LTFO1380,BUILDING,BUILDING,410847.02N,0405349.85E,520.90,24.61,NO INFO,,NO
LTFO1381,BUILDING,BUILDING,410905.06N,0405417.55E,329.72,34.45,NO INFO,,NO
LTFO1382,BUILDING,BUILDING,410905.41N,0405418.31E,337.15,34.45,NO INFO,,NO
LTFO1383,BUILDING,BUILDING,410905.24N,0405419.29E,355.05,44.29,NO INFO,,NO
LTFO1384,BUILDING,BUILDING,410906.01N,0405419.71E,340.24,24.61,NO INFO,,NO
LTFO1385,BUILDING,BUILDING,410906.44N,0405419.24E,335.74,24.61,NO INFO,,NO
LTFO1386,BUILDING,BUILDING,410906.82N,0405419.25E,334.59,24.61,NO INFO,,NO
LTFO1387,BUILDING,BUILDING,410907.33N,0405419.16E,339.81,34.45,NO INFO,,NO
LTFO1388,BUILDING,BUILDING,410907.46N,0405419.86E,329.96,24.61,NO INFO,,NO
LTFO1389,BUILDING,BUILDING,410908.15N,0405419.11E,321.42,24.61,NO INFO,,NO
LTFO1390,BUILDING,BUILDING,410906.94N,0405424.18E,365.72,34.45,NO INFO,,NO
LTFO1391,BUILDING,BUILDING,410905.41N,0405423.01E,369.52,34.45,NO INFO,,NO
LTFO1392,BUILDING,BUILDING,410904.53N,0405422.83E,365.33,24.61,NO INFO,,NO
LTFO1393,BUILDING,BUILDING,410903.19N,0405425.13E,367.31,34.45,NO INFO,,NO
LTFO1394,BUILDING,BUILDING,410906.65N,0405424.99E,382.25,34.45,NO INFO,,NO
LTFO1395,BUILDING,BUILDING,410904.57N,0405425.70E,383.94,24.61,NO INFO,,NO
LTFO1396,BUILDING,BUILDING,410911.27N,0405418.93E,311.35,34.45,NO INFO,,NO
LTFO1397,BUILDING,BUILDING,410911.88N,0405416.00E,296.91,34.45,NO INFO,,NO
LTFO1398,BUILDING,BUILDING,410941.57N,0405406.34E,284.58,24.61,NO INFO,,NO
LTFO1399,BUILDING,BUILDING,410942.90N,0405406.46E,309.14,24.61,NO INFO,,NO
LTFO1400,BUILDING,BUILDING,410943.50N,0405407.19E,319.88,24.61,NO INFO,,NO
LTFO1401,BUILDING,BUILDING,410945.30N,0405405.32E,286.78,34.45,NO INFO,,NO
LTFO1402,BUILDING,BUILDING,410944.51N,0405404.34E,296.91,34.45,NO INFO,,NO
LTFO1403,BUILDING,BUILDING,410943.43N,0405404.23E,289.42,24.61,NO INFO,,NO
LTFO1404,BUILDING,BUILDING,410944.67N,0405402.41E,282.78,34.45,NO INFO,,NO
LTFO1405,BUILDING,BUILDING,410942.31N,0405412.02E,421.16,24.61,NO INFO,,NO
LTFO1406,BUILDING,BUILDING,410941.27N,0405411.30E,408.66,24.61,NO INFO,,NO
LTFO1407,BUILDING,BUILDING,410951.60N,0405356.41E,190.30,24.61,NO INFO,,NO
LTFO1408,BUILDING,BUILDING,410951.06N,0405400.76E,241.52,24.61,NO INFO,,NO
LTFO1409,BUILDING,BUILDING,410951.34N,0405400.71E,258.38,34.45,NO INFO,,NO
LTFO1410,BUILDING,BUILDING,410951.65N,0405401.29E,274.77,34.45,NO INFO,,NO
LTFO1411,BUILDING,BUILDING,410951.33N,0405400.00E,247.56,34.45,NO INFO,,NO
LTFO1412,BUILDING,BUILDING,410951.91N,0405402.62E,309.31,34.45,NO INFO,,NO
LTFO1413,BUILDING,BUILDING,410952.61N,0405403.81E,332.09,24.61,NO INFO,,NO
LTFO1414,BUILDING,BUILDING,410951.99N,0405402.28E,287.89,24.61,NO INFO,,NO
LTFO1415,BUILDING,BUILDING,411007.78N,0405357.71E,170.94,34.45,NO INFO,,NO
LTFO1416,BUILDING,BUILDING,411007.29N,0405359.27E,176.83,24.61,NO INFO,,NO
LTFO1417,BUILDING,BUILDING,411006.92N,0405359.79E,185.26,24.61,NO INFO,,NO
LTFO1418,BUILDING,BUILDING,411014.18N,0405352.36E,178.80,113.19,NO INFO,,NO
LTFO1419,BUILDING,BUILDING,411015.81N,0405351.84E,178.80,113.19,NO INFO,,NO
LTFO1420,BUILDING,BUILDING,411016.27N,0405351.28E,178.80,113.19,NO INFO,,NO
LTFO1421,BUILDING,BUILDING,411016.76N,0405351.38E,178.80,113.19,NO INFO,,NO
LTFO1422,BUILDING,BUILDING,411017.19N,0405351.88E,178.80,113.19,NO INFO,,NO
LTFO1423,BUILDING,BUILDING,411018.70N,0405351.62E,178.80,113.19,NO INFO,,NO
LTFO1424,BUILDING,BUILDING,411018.47N,0405352.16E,178.80,113.19,NO INFO,,NO
LTFO1425,BUILDING,BUILDING,411018.22N,0405351.47E,178.80,113.19,NO INFO,,NO
LTFO1426,BUILDING,BUILDING,411018.28N,0405352.92E,178.80,113.19,NO INFO,,NO
LTFO1427,BUILDING,BUILDING,411017.96N,0405352.76E,178.80,113.19,NO INFO,,NO
LTFO1428,BUILDING,BUILDING,411017.66N,0405354.33E,178.80,113.19,NO INFO,,NO
LTFO1429,BUILDING,BUILDING,411017.25N,0405355.70E,178.80,113.19,NO INFO,,NO
LTFO1430,BUILDING,BUILDING,411028.17N,0405349.85E,168.96,103.35,NO INFO,,NO
LTFO1431,BUILDING,BUILDING,411027.95N,0405348.50E,168.96,103.35,NO INFO,,NO
LTFO1432,BUILDING,BUILDING,411029.36N,0405347.21E,168.96,103.35,NO INFO,,NO
LTFO1433,BUILDING,BUILDING,411030.00N,0405346.89E,168.96,103.35,NO INFO,,NO
LTFO1434,BUILDING,BUILDING,411030.98N,0405347.99E,168.96,103.35,NO INFO,,NO
LTFO1435,BUILDING,BUILDING,411031.04N,0405346.24E,167.72,103.35,NO INFO,,NO
LTFO1436,BUILDING,BUILDING,411039.73N,0405350.33E,295.92,73.82,NO INFO,,NO
LTFO1437,BUILDING,BUILDING,411038.23N,0405350.27E,190.71,24.61,NO INFO,,NO
LTFO1438,BUILDING,BUILDING,411037.28N,0405353.28E,249.55,63.98,NO INFO,,NO
LTFO1439,BUILDING,BUILDING,411037.35N,0405353.77E,243.75,44.29,NO INFO,,NO
LTFO1440,BUILDING,BUILDING,411037.42N,0405352.65E,235.05,63.98,NO INFO,,NO
LTFO1441,BUILDING,BUILDING,411038.08N,0405352.86E,256.26,54.13,NO INFO,,NO
LTFO1442,BUILDING,BUILDING,411039.79N,0405354.29E,291.88,44.29,NO INFO,,NO
LTFO1443,BUILDING,BUILDING,411041.05N,0405353.28E,312.98,54.13,NO INFO,,NO
LTFO1444,BUILDING,BUILDING,411040.59N,0405352.01E,313.65,54.13,NO INFO,,NO
LTFO1445,BUILDING,BUILDING,411041.06N,0405355.02E,323.82,73.82,NO INFO,,NO
LTFO1446,BUILDING,BUILDING,411040.68N,0405355.16E,281.91,34.45,NO INFO,,NO
LTFO1447,BUILDING,BUILDING,411038.71N,0405357.66E,270.67,24.61,NO INFO,,NO
LTFO1448,BUILDING,BUILDING,411038.75N,0405356.69E,270.67,24.61,NO INFO,,NO
LTFO1449,BUILDING,BUILDING,411037.80N,0405356.77E,270.67,24.61,NO INFO,,NO
LTFO1450,BUILDING,BUILDING,411037.49N,0405356.98E,270.67,24.61,NO INFO,,NO
LTFO1451,BUILDING,BUILDING,411036.19N,0405356.16E,241.80,24.61,NO INFO,,NO
LTFO1452,BUILDING,BUILDING,411041.22N,0405345.25E,185.56,24.61,NO INFO,,NO
