Obstacle_Designator    ,AIXM_NAME,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group
LTFO4114,TREE,TREE,410818.48N,0404824.91E,533.49,82.02,NO,,NO
LTFO4115,TREE,TREE,410820.53N,0404759.48E,347.43,65.62,NO,,NO
LTFO4116,TREE,TREE,410809.54N,0404734.67E,757.08,82.02,NO,,NO
LTFO4117,TREE,TREE,410814.49N,0404735.33E,551.10,82.02,NO,,NO
LTFO4118,TREE,TREE,410758.26N,0404731.28E,820.96,65.62,NO,,NO
LTFO4119,TREE,TREE,410803.08N,0404738.24E,590.11,82.02,NO,,NO
LTFO4120,TREE,TREE,410757.68N,0404725.08E,844.52,65.62,NO,,NO
LTFO4121,TREE,TREE,410754.36N,0404747.13E,871.37,82.02,NO,,NO
LTFO4122,TREE,TREE,410756.90N,0404749.96E,942.18,82.02,NO,,NO
LTFO4123,TREE,TREE,410751.51N,0404738.83E,649.88,82.02,NO,,NO
LTFO4124,TREE,TREE,410739.20N,0404754.40E,1118.38,82.02,NO,,NO
LTFO4125,TREE,TREE,410744.28N,0404749.43E,806.37,82.02,NO,,NO
LTFO4126,TREE,TREE,410742.84N,0404759.26E,1229.25,82.02,NO,,NO
LTFO4127,TREE,TREE,410757.65N,0404755.35E,879.89,82.02,NO,,NO
LTFO4128,TREE,TREE,410804.55N,0404750.30E,562.83,82.02,NO,,NO
LTFO4129,TREE,TREE,410803.99N,0404756.59E,840.20,82.02,NO,,NO
LTFO4130,TREE,TREE,410741.06N,0404808.37E,1279.17,82.02,NO,,NO
LTFO4131,TREE,TREE,410740.17N,0404837.91E,855.29,82.02,NO,,NO
LTFO4132,TREE,TREE,410745.10N,0404858.61E,721.98,82.02,NO,,NO
LTFO4133,TREE,TREE,410733.91N,0404846.15E,552.29,82.02,NO,,NO
LTFO4134,TREE,TREE,410805.37N,0404830.83E,540.48,82.02,NO,,NO
LTFO4135,TREE,TREE,410804.58N,0404813.20E,578.47,82.02,NO,,NO
LTFO4136,TREE,TREE,410812.15N,0404807.39E,416.48,82.02,NO,,NO
LTFO4137,TREE,TREE,410827.25N,0404755.04E,323.73,82.02,NO,,NO
LTFO4138,TREE,TREE,410807.50N,0404700.58E,767.83,65.62,NO,,NO
LTFO4139,TREE,TREE,410815.11N,0404654.99E,868.56,65.62,NO,,NO
LTFO4140,TREE,TREE,410831.58N,0404655.55E,552.52,55.77,NO,,NO
LTFO4141,TREE,TREE,410819.32N,0404701.09E,705.75,82.02,NO,,NO
LTFO4142,TREE,TREE,410843.15N,0404658.60E,607.44,49.21,NO,,NO
LTFO4143,TREE,TREE,410843.37N,0404709.48E,561.82,49.21,NO,,NO
LTFO4144,TREE,TREE,410849.00N,0404706.61E,410.10,49.21,NO,,NO
LTFO4145,TREE,TREE,410847.15N,0404711.18E,508.52,49.21,NO,,NO
LTFO4146,TREE,TREE,410851.19N,0404719.69E,628.62,55.77,NO,,NO
LTFO4147,TREE,TREE,410855.80N,0404723.09E,607.42,55.77,NO,,NO
LTFO4148,TREE,TREE,410855.77N,0404731.27E,697.17,42.65,NO,,NO
LTFO4149,TREE,TREE,410830.08N,0404731.94E,466.22,82.02,NO,,NO
LTFO4150,TREE,TREE,410832.13N,0404755.73E,384.71,42.65,NO,,NO
LTFO4151,TREE,TREE,410859.19N,0404736.19E,525.50,42.65,NO,,NO
LTFO4152,TREE,TREE,410904.30N,0404742.08E,258.11,42.65,NO,,NO
LTFO4153,TREE,TREE,410855.54N,0404748.82E,275.20,42.65,NO,,NO
LTFO4154,TREE,TREE,410859.40N,0404747.00E,257.46,42.65,NO,,NO
LTFO4155,TREE,TREE,410854.90N,0404804.91E,454.91,82.02,NO,,NO
LTFO4156,TREE,TREE,410901.79N,0404804.93E,362.40,82.02,NO,,NO
LTFO4157,TREE,TREE,410747.61N,0404909.91E,1264.77,82.02,NO,,NO
LTFO4158,TREE,TREE,410740.91N,0404911.36E,1102.80,65.62,NO,,NO
LTFO4159,TREE,TREE,410741.74N,0404916.09E,1239.86,65.62,NO,,NO
LTFO4160,TREE,TREE,410720.98N,0404913.29E,883.06,65.62,NO,,NO
LTFO4161,TREE,TREE,410727.05N,0404916.77E,1015.82,65.62,NO,,NO
LTFO4162,TREE,TREE,410739.76N,0404920.48E,1309.38,65.62,NO,,NO
LTFO4163,TREE,TREE,410723.18N,0404908.04E,637.83,65.62,NO,,NO
LTFO4164,TREE,TREE,410730.14N,0404907.13E,723.45,65.62,NO,,NO
LTFO4165,TREE,TREE,410737.17N,0404928.06E,1562.06,65.62,NO,,NO
LTFO4166,TREE,TREE,410729.92N,0404925.98E,1457.18,65.62,NO,,NO
LTFO4167,TREE,TREE,410734.06N,0404920.94E,1256.01,65.62,NO,,NO
LTFO4168,TREE,TREE,410737.33N,0404931.43E,1462.08,65.62,NO,,NO
LTFO4169,TREE,TREE,410744.32N,0404834.16E,845.21,82.02,NO,,NO
LTFO4170,TREE,TREE,410731.04N,0404824.40E,1324.57,82.02,NO,,NO
LTFO4171,TREE,TREE,410756.02N,0404907.08E,1266.27,82.02,NO,,NO
LTFO4172,TREE,TREE,410754.80N,0404853.31E,830.67,82.02,NO,,NO
LTFO4173,TREE,TREE,410754.72N,0404844.75E,470.62,82.02,NO,,NO
LTFO4174,TREE,TREE,410834.26N,0404928.14E,1045.00,65.62,NO,,NO
LTFO4175,TREE,TREE,410827.80N,0404931.26E,1040.26,65.62,NO,,NO
LTFO4176,TREE,TREE,410809.34N,0404921.92E,1489.81,65.62,NO,,NO
LTFO4177,TREE,TREE,410817.74N,0404919.77E,1378.53,65.62,NO,,NO
LTFO4178,TREE,TREE,410816.86N,0404932.57E,1152.42,65.62,NO,,NO
LTFO4179,TREE,TREE,410819.85N,0404931.27E,1070.74,65.62,NO,,NO
LTFO4180,TREE,TREE,410822.36N,0404938.95E,755.15,65.62,NO,,NO
LTFO4181,TREE,TREE,410817.58N,0404943.03E,887.88,65.62,NO,,NO
LTFO4182,TREE,TREE,410812.47N,0404943.41E,861.55,65.62,NO,,NO
LTFO4183,TREE,TREE,410806.18N,0404943.57E,866.19,65.62,NO,,NO
LTFO4184,TREE,TREE,410802.21N,0404946.88E,921.63,65.62,NO,,NO
LTFO4185,TREE,TREE,410800.01N,0404927.84E,1317.63,65.62,NO,,NO
LTFO4186,TREE,TREE,410804.65N,0404935.21E,1138.93,65.62,NO,,NO
LTFO4187,TREE,TREE,410802.28N,0404937.04E,1151.79,65.62,NO,,NO
LTFO4188,TREE,TREE,410757.07N,0404937.53E,1246.70,65.62,NO,,NO
LTFO4189,TREE,TREE,410759.57N,0404937.00E,1113.65,65.62,NO,,NO
LTFO4190,TREE,TREE,410748.35N,0404917.81E,1509.17,65.62,NO,,NO
LTFO4191,TREE,TREE,410747.19N,0404930.34E,1540.46,65.62,NO,,NO
LTFO4192,TREE,TREE,410749.82N,0404931.68E,1383.88,65.62,NO,,NO
LTFO4193,TREE,TREE,410755.03N,0404924.10E,1606.91,65.62,NO,,NO
LTFO4194,TREE,TREE,410756.64N,0404918.83E,1628.92,65.62,NO,,NO
LTFO4195,TREE,TREE,410805.64N,0404914.09E,1697.20,82.02,NO,,NO
LTFO4196,TREE,TREE,410800.31N,0404915.98E,1625.38,82.02,NO,,NO
LTFO4197,TREE,TREE,410837.28N,0404712.20E,744.02,49.21,NO,,NO
LTFO4198,TREE,TREE,410932.40N,0404835.12E,509.16,82.02,NO,,NO
LTFO4199,TREE,TREE,410937.13N,0404828.00E,293.67,82.02,NO,,NO
LTFO4200,TREE,TREE,410937.92N,0404856.74E,272.74,82.02,NO,,NO
LTFO4201,TREE,TREE,410934.40N,0404855.87E,377.23,82.02,NO,,NO
LTFO4202,TREE,TREE,410930.60N,0404845.41E,644.44,82.02,NO,,NO
LTFO4203,TREE,TREE,410936.00N,0404850.39E,451.09,82.02,NO,,NO
LTFO4204,TREE,TREE,410940.96N,0404856.57E,269.00,82.02,NO,,NO
LTFO4205,TREE,TREE,410932.38N,0404910.68E,706.81,82.02,NO,,NO
LTFO4206,TREE,TREE,410937.78N,0404915.41E,560.82,82.02,NO,,NO
LTFO4207,TREE,TREE,410943.38N,0404913.46E,434.31,82.02,NO,,NO
LTFO4208,TREE,TREE,410931.48N,0404942.08E,423.42,82.02,NO,,NO
LTFO4209,TREE,TREE,410937.81N,0404938.59E,413.70,82.02,NO,,NO
LTFO4210,TREE,TREE,410953.04N,0404916.57E,278.09,82.02,NO,,NO
LTFO4211,TREE,TREE,410930.68N,0404924.93E,749.60,82.02,NO,,NO
LTFO4212,TREE,TREE,410908.55N,0404933.20E,902.22,82.02,NO,,NO
LTFO4213,TREE,TREE,410911.44N,0404921.81E,1079.24,82.02,NO,,NO
LTFO4214,TREE,TREE,410927.58N,0404925.75E,882.33,82.02,NO,,NO
LTFO4215,TREE,TREE,410930.91N,0404918.83E,869.74,82.02,NO,,NO
LTFO4216,TREE,TREE,410933.83N,0404915.95E,714.93,82.02,NO,,NO
LTFO4217,TREE,TREE,410840.46N,0404957.76E,595.73,82.02,NO,,NO
LTFO4218,TREE,TREE,410845.39N,0404950.38E,540.28,82.02,NO,,NO
LTFO4219,TREE,TREE,410910.24N,0404949.26E,620.54,82.02,NO,,NO
LTFO4220,TREE,TREE,410917.66N,0404940.78E,555.58,82.02,NO,,NO
LTFO4221,TREE,TREE,410913.71N,0404956.04E,377.29,82.02,NO,,NO
LTFO4222,TREE,TREE,410902.77N,0404941.89E,858.93,82.02,NO,,NO
LTFO4223,TREE,TREE,410849.92N,0404928.77E,1029.98,82.02,NO,,NO
LTFO4224,TREE,TREE,410902.49N,0404944.58E,795.74,82.02,NO,,NO
LTFO4225,TREE,TREE,410856.74N,0404932.07E,1028.50,82.02,NO,,NO
LTFO4226,TREE,TREE,410849.84N,0404949.98E,597.73,82.02,NO,,NO
LTFO4227,TREE,TREE,410835.98N,0404936.18E,923.24,65.62,NO,,NO
LTFO4228,TREE,TREE,410759.74N,0404959.59E,899.08,82.02,NO,,NO
LTFO4229,TREE,TREE,410808.20N,0404953.26E,911.53,82.02,NO,,NO
LTFO4230,TREE,TREE,410821.90N,0404954.92E,881.34,82.02,NO,,NO
LTFO4231,TREE,TREE,410814.53N,0404954.68E,871.54,82.02,NO,,NO
LTFO4232,TREE,TREE,410817.43N,0405002.46E,1078.09,82.02,NO,,NO
LTFO4233,TREE,TREE,410831.15N,0404955.34E,762.83,82.02,NO,,NO
LTFO4234,TREE,TREE,410815.89N,0405023.48E,1632.91,82.02,NO,,NO
LTFO4235,TREE,TREE,410800.61N,0405258.85E,814.06,82.02,NO,,NO
LTFO4236,TREE,TREE,410834.15N,0405437.64E,545.85,65.62,NO,,NO
LTFO4237,TREE,TREE,410831.98N,0405431.20E,487.32,65.62,NO,,NO
LTFO4238,TREE,TREE,410906.54N,0405428.62E,468.86,65.62,NO,,NO
LTFO4239,TREE,TREE,410904.52N,0405449.09E,437.49,65.62,NO,,NO
LTFO4240,TREE,TREE,410909.10N,0405440.23E,376.07,65.62,NO,,NO
LTFO4241,TREE,TREE,410916.15N,0405436.96E,419.01,65.62,NO,,NO
LTFO4242,TREE,TREE,410923.20N,0405501.48E,385.24,65.62,NO,,NO
LTFO4243,TREE,TREE,410818.27N,0405257.51E,595.74,82.02,NO,,NO
LTFO4244,TREE,TREE,410842.83N,0405303.21E,539.26,82.02,NO,,NO
LTFO4245,TREE,TREE,410848.03N,0405248.35E,600.39,75.46,NO,,NO
LTFO4246,TREE,TREE,410903.78N,0405315.88E,363.32,75.46,NO,,NO
LTFO4247,TREE,TREE,410827.57N,0405348.11E,483.02,55.77,NO,,NO
LTFO4248,TREE,TREE,410834.04N,0405339.98E,613.45,55.77,NO,,NO
LTFO4249,TREE,TREE,410841.89N,0405348.01E,528.71,55.77,NO,,NO
LTFO4250,TREE,TREE,410852.95N,0405353.03E,385.01,55.77,NO,,NO
LTFO4251,TREE,TREE,410847.38N,0405355.40E,370.98,55.77,NO,,NO
LTFO4252,TREE,TREE,410845.74N,0405342.26E,655.21,55.77,NO,,NO
LTFO4253,TREE,TREE,410856.55N,0405326.96E,469.62,75.46,NO,,NO
LTFO4254,TREE,TREE,410818.05N,0405345.05E,504.69,55.77,NO,,NO
LTFO4255,TREE,TREE,410816.54N,0405313.54E,429.75,82.02,NO,,NO
LTFO4256,TREE,TREE,410810.26N,0405321.69E,584.64,82.02,NO,,NO
LTFO4257,TREE,TREE,410809.26N,0405306.75E,558.42,82.02,NO,,NO
LTFO4258,TREE,TREE,410813.20N,0405311.29E,437.87,82.02,NO,,NO
LTFO4259,TREE,TREE,410743.33N,0405200.43E,723.65,82.02,NO,,NO
LTFO4260,TREE,TREE,410812.67N,0405011.62E,1406.22,82.02,NO,,NO
LTFO4261,TREE,TREE,410817.18N,0404957.20E,1011.87,82.02,NO,,NO
LTFO4262,TREE,TREE,410826.99N,0404819.66E,606.65,65.62,NO,,NO
LTFO4263,TREE,TREE,410835.31N,0404806.01E,414.72,42.65,NO,,NO
LTFO4264,TREE,TREE,410720.47N,0404920.74E,1269.83,65.62,NO,,NO
LTFO4265,TREE,TREE,410719.07N,0404933.16E,1707.71,65.62,NO,,NO
LTFO4266,TREE,TREE,410737.90N,0405007.48E,1406.15,82.02,NO,,NO
LTFO4267,TREE,TREE,410736.92N,0405058.59E,1565.97,82.02,NO,,NO
LTFO4268,TREE,TREE,410834.14N,0405246.10E,1069.46,82.02,NO,,NO
LTFO4269,TREE,TREE,410839.63N,0405247.77E,883.73,82.02,NO,,NO
LTFO4270,TREE,TREE,410836.14N,0405236.77E,1015.65,82.02,NO,,NO
LTFO4271,TREE,TREE,410846.80N,0405241.94E,756.72,75.46,NO,,NO
LTFO4272,TREE,TREE,410909.28N,0405148.76E,1266.79,65.62,NO,,NO
LTFO4273,TREE,TREE,410916.62N,0405153.35E,1046.78,65.62,NO,,NO
LTFO4274,TREE,TREE,410837.14N,0404740.28E,348.29,42.65,NO,,NO
LTFO4275,TREE,TREE,410845.88N,0404741.04E,252.08,49.21,NO,,NO
LTFO4276,TREE,TREE,410848.87N,0404731.02E,506.35,49.21,NO,,NO
LTFO4277,TREE,TREE,410856.87N,0404715.94E,354.67,55.77,NO,,NO
LTFO4278,TREE,TREE,410917.08N,0404740.55E,215.58,65.62,NO,,NO
LTFO4279,TREE,TREE,410910.35N,0404745.03E,168.65,65.62,NO,,NO
LTFO4280,TREE,TREE,410926.27N,0404801.79E,406.95,65.62,NO,,NO
LTFO4281,TREE,TREE,410927.29N,0404826.98E,462.46,82.02,NO,,NO
LTFO4282,TREE,TREE,410924.90N,0404851.95E,855.57,82.02,NO,,NO
LTFO4283,TREE,TREE,410915.95N,0404840.75E,822.67,82.02,NO,,NO
LTFO4284,TREE,TREE,410921.85N,0404907.56E,833.17,82.02,NO,,NO
LTFO4285,TREE,TREE,410941.28N,0404934.99E,457.44,82.02,NO,,NO
LTFO4286,TREE,TREE,411004.37N,0404939.07E,218.07,65.62,NO,,NO
LTFO4287,TREE,TREE,411016.67N,0405013.84E,191.63,65.62,NO,,NO
LTFO4288,TREE,TREE,411018.98N,0405020.71E,223.59,65.62,NO,,NO
LTFO4289,TREE,TREE,411009.77N,0405011.72E,286.66,65.62,NO,,NO
LTFO4290,TREE,TREE,411005.64N,0404944.76E,268.36,65.62,NO,,NO
LTFO4291,TREE,TREE,410945.03N,0405041.92E,751.15,65.62,NO,,NO
LTFO4292,TREE,TREE,411012.06N,0405021.05E,217.79,65.62,NO,,NO
LTFO4293,TREE,TREE,411020.96N,0405058.22E,222.73,65.62,NO,,NO
LTFO4294,TREE,TREE,411017.20N,0405058.16E,295.66,65.62,NO,,NO
LTFO4295,TREE,TREE,411023.56N,0405104.72E,232.56,65.62,NO,,NO
LTFO4296,TREE,TREE,411029.35N,0405112.83E,175.63,65.62,NO,,NO
LTFO4297,TREE,TREE,411020.28N,0405128.06E,410.10,82.02,NO,,NO
LTFO4298,TREE,TREE,411029.73N,0405123.80E,237.05,65.62,NO,,NO
LTFO4299,TREE,TREE,411025.55N,0405404.09E,239.36,82.02,NO,,NO
LTFO4300,TREE,TREE,411029.87N,0405505.77E,247.54,75.46,NO,,NO
LTFO4301,TREE,TREE,410938.98N,0405535.59E,496.03,65.62,NO,,NO
LTFO4302,TREE,TREE,410901.43N,0405456.09E,505.51,65.62,NO,,NO
LTFO4303,TREE,TREE,410839.15N,0405445.91E,727.22,65.62,NO,,NO
LTFO4304,TREE,TREE,411023.05N,0405452.20E,334.49,75.46,NO,,NO
LTFO4305,TREE,TREE,410942.87N,0405229.13E,512.75,49.21,NO,,NO
LTFO4306,TREE,TREE,411014.94N,0405133.58E,665.52,82.02,NO,,NO
LTFO4307,TREE,TREE,410959.94N,0405142.06E,948.51,82.02,NO,,NO
LTFO4308,TREE,TREE,411016.12N,0405200.01E,527.06,82.02,NO,,NO
LTFO4309,TREE,TREE,410756.95N,0405220.62E,999.40,82.02,NO,,NO
LTFO4310,TREE,TREE,410803.95N,0405220.01E,830.48,82.02,NO,,NO
LTFO4311,TREE,TREE,410751.87N,0405212.45E,724.10,82.02,NO,,NO
LTFO4312,TREE,TREE,410758.61N,0405158.98E,1234.31,82.02,NO,,NO
LTFO4313,TREE,TREE,410753.90N,0405121.22E,1066.26,82.02,NO,,NO
LTFO4314,TREE,TREE,410747.34N,0405112.38E,1026.70,82.02,NO,,NO
LTFO4315,TREE,TREE,410746.92N,0405051.47E,1344.19,82.02,NO,,NO
LTFO4316,TREE,TREE,410815.04N,0405038.16E,1699.45,82.02,NO,,NO
LTFO4317,TREE,TREE,410749.52N,0405229.18E,565.06,82.02,NO,,NO
LTFO4318,TREE,TREE,410922.29N,0405154.53E,912.00,65.62,NO,,NO
LTFO4319,TREE,TREE,410948.46N,0405107.92E,827.45,65.62,NO,,NO
LTFO4320,TREE,TREE,410922.46N,0405218.54E,518.49,65.62,NO,,NO
LTFO4321,TREE,TREE,410842.39N,0404705.82E,584.73,49.21,NO,,NO
LTFO4322,BUILDING,BUILDING,410846.10N,0404906.42E,1469.40,62.32,YES,RED,NO
LTFO4323,ANTENNA,ANTENNA,410844.81N,0404907.03E,1469.40,45.92,YES,RED,NO
LTFO4324,MAST,POLE,410835.02N,0404906.35E,1483.50,82.00,NO,,NO
LTFO4325,MINARET,BUILDING,410922.69N,0405237.93E,921.90,36.09,NO INFO,,NO
LTFO4326,MINARET,BUILDING,411024.36N,0405138.32E,434.08,42.65,NO INFO,,NO
LTFO4327,BUILDING,BUILDING,410915.75N,0405237.59E,864.49,27.89,NO INFO,,NO
LTFO4328,MAST,POLE,411023.54N,0405237.17E,528.28,63.16,NO INFO,,NO
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
