Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group
LTCN13302,BUILDING,BUILDING,373515.72N,0365621.24E,2215.84,34.45,NO INFO,,NO
LTCN13303,BUILDING,BUILDING,373515.61N,0365620.64E,2205.29,34.45,NO INFO,,NO
LTCN13304,BUILDING,BUILDING,373515.21N,0365620.25E,2198.32,34.45,NO INFO,,NO
LTCN13305,BUILDING,BUILDING,373514.15N,0365623.03E,2215.99,34.45,NO INFO,,NO
LTCN13306,BUILDING,BUILDING,373514.43N,0365622.30E,2217.33,34.45,NO INFO,,NO
LTCN13307,BUILDING,BUILDING,373515.39N,0365625.53E,2242.43,44.29,NO INFO,,NO
LTCN13308,BUILDING,BUILDING,373513.71N,0365627.42E,2188.77,14.76,NO INFO,,NO
LTCN13309,BUILDING,BUILDING,373512.19N,0365631.61E,2169.70,34.45,NO INFO,,NO
LTCN13310,BUILDING,BUILDING,373512.55N,0365630.95E,2164.07,24.61,NO INFO,,NO
LTCN13311,BUILDING,BUILDING,373512.78N,0365630.51E,2165.66,24.61,NO INFO,,NO
LTCN13312,BUILDING,BUILDING,373513.03N,0365631.78E,2167.58,24.61,NO INFO,,NO
LTCN13313,BUILDING,BUILDING,373515.19N,0365632.76E,2171.21,14.76,NO INFO,,NO
LTCN13314,BUILDING,BUILDING,373514.70N,0365632.65E,2168.72,14.76,NO INFO,,NO
LTCN13315,BUILDING,BUILDING,373501.69N,0365644.28E,2126.29,34.45,NO INFO,,NO
LTCN13316,BUILDING,BUILDING,373502.07N,0365644.28E,2126.06,34.45,NO INFO,,NO
LTCN13317,BUILDING,BUILDING,373502.00N,0365643.92E,2114.35,24.61,NO INFO,,NO
LTCN13318,BUILDING,BUILDING,373501.36N,0365644.40E,2116.09,24.61,NO INFO,,NO
LTCN13319,BUILDING,BUILDING,373501.54N,0365643.11E,2105.45,24.61,NO INFO,,NO
LTCN13320,BUILDING,BUILDING,373500.92N,0365643.64E,2107.79,24.61,NO INFO,,NO
LTCN13321,BUILDING,BUILDING,373500.47N,0365644.23E,2111.58,24.61,NO INFO,,NO
LTCN13322,BUILDING,BUILDING,373459.75N,0365643.16E,2111.10,34.45,NO INFO,,NO
LTCN13323,BUILDING,BUILDING,373459.79N,0365643.66E,2103.67,24.61,NO INFO,,NO
LTCN13324,BUILDING,BUILDING,373500.40N,0365642.72E,2110.84,34.45,NO INFO,,NO
LTCN13325,BUILDING,BUILDING,373459.91N,0365642.23E,2095.90,24.61,NO INFO,,NO
LTCN13326,BUILDING,BUILDING,373500.29N,0365641.91E,2094.17,24.61,NO INFO,,NO
LTCN13327,BUILDING,BUILDING,373500.05N,0365641.16E,2091.51,24.61,NO INFO,,NO
LTCN13328,BUILDING,BUILDING,373459.26N,0365641.42E,2099.54,34.45,NO INFO,,NO
LTCN13329,BUILDING,BUILDING,373459.19N,0365641.04E,2087.69,24.61,NO INFO,,NO
LTCN13330,BUILDING,BUILDING,373458.97N,0365640.75E,2083.54,24.61,NO INFO,,NO
LTCN13331,BUILDING,BUILDING,373459.03N,0365640.47E,2084.11,24.61,NO INFO,,NO
LTCN13332,BUILDING,BUILDING,373458.39N,0365640.71E,2081.95,24.61,NO INFO,,NO
LTCN13333,BUILDING,BUILDING,373458.63N,0365641.03E,2084.07,24.61,NO INFO,,NO
LTCN13334,BUILDING,BUILDING,373458.39N,0365642.35E,2091.50,24.61,NO INFO,,NO
LTCN13335,BUILDING,BUILDING,373458.60N,0365641.95E,2091.34,24.61,NO INFO,,NO
LTCN13336,BUILDING,BUILDING,373458.00N,0365641.77E,2095.58,34.45,NO INFO,,NO
LTCN13337,BUILDING,BUILDING,373457.65N,0365641.42E,2091.69,34.45,NO INFO,,NO
LTCN13338,BUILDING,BUILDING,373457.04N,0365641.69E,2090.20,34.45,NO INFO,,NO
LTCN13339,BUILDING,BUILDING,373457.76N,0365640.42E,2085.80,34.45,NO INFO,,NO
LTCN13340,BUILDING,BUILDING,373458.29N,0365639.73E,2083.68,34.45,NO INFO,,NO
LTCN13341,BUILDING,BUILDING,373457.89N,0365639.47E,2081.07,34.45,NO INFO,,NO
LTCN13342,BUILDING,BUILDING,373457.46N,0365639.53E,2069.82,24.61,NO INFO,,NO
LTCN13343,BUILDING,BUILDING,373457.69N,0365639.79E,2071.77,24.61,NO INFO,,NO
LTCN13344,BUILDING,BUILDING,373457.32N,0365640.07E,2071.65,24.61,NO INFO,,NO
LTCN13345,BUILDING,BUILDING,373459.30N,0365642.09E,2092.01,24.61,NO INFO,,NO
LTCN13346,BUILDING,BUILDING,373458.78N,0365643.42E,2086.18,14.76,NO INFO,,NO
LTCN13347,BUILDING,BUILDING,373458.58N,0365643.67E,2086.32,14.76,NO INFO,,NO
LTCN13348,BUILDING,BUILDING,373500.00N,0365644.33E,2109.57,24.61,NO INFO,,NO
LTCN13349,BUILDING,BUILDING,373459.74N,0365644.51E,2109.70,24.61,NO INFO,,NO
LTCN13350,BUILDING,BUILDING,373501.58N,0365643.52E,2109.15,24.61,NO INFO,,NO
LTCN13351,BUILDING,BUILDING,373503.78N,0365638.99E,2183.37,34.45,NO INFO,,NO
LTCN13352,BUILDING,BUILDING,373503.18N,0365639.04E,2167.16,24.61,NO INFO,,NO
LTCN13353,BUILDING,BUILDING,373501.83N,0365641.90E,2103.75,24.61,NO INFO,,NO
LTCN13354,BUILDING,BUILDING,373502.49N,0365642.37E,2124.85,34.45,NO INFO,,NO
LTCN13355,BUILDING,BUILDING,373503.05N,0365642.30E,2132.07,34.45,NO INFO,,NO
LTCN13356,BUILDING,BUILDING,373503.45N,0365642.28E,2124.32,24.61,NO INFO,,NO
LTCN13357,BUILDING,BUILDING,373503.27N,0365642.07E,2124.32,24.61,NO INFO,,NO
LTCN13358,BUILDING,BUILDING,373503.62N,0365641.69E,2124.32,24.61,NO INFO,,NO
LTCN13359,BUILDING,BUILDING,373504.27N,0365642.05E,2128.83,24.61,NO INFO,,NO
LTCN13360,BUILDING,BUILDING,373504.62N,0365641.95E,2131.28,24.61,NO INFO,,NO
LTCN13361,BUILDING,BUILDING,373504.45N,0365641.37E,2135.96,24.61,NO INFO,,NO
LTCN13362,BUILDING,BUILDING,373504.81N,0365641.16E,2140.41,24.61,NO INFO,,NO
LTCN13363,BUILDING,BUILDING,373505.78N,0365641.85E,2151.64,34.45,NO INFO,,NO
LTCN13364,BUILDING,BUILDING,373505.38N,0365641.89E,2148.85,34.45,NO INFO,,NO
LTCN13365,BUILDING,BUILDING,373503.37N,0365642.93E,2124.32,24.61,NO INFO,,NO
LTCN13366,BUILDING,BUILDING,373502.99N,0365642.72E,2123.86,24.61,NO INFO,,NO
LTCN13367,BUILDING,BUILDING,373503.65N,0365643.10E,2124.32,24.61,NO INFO,,NO
LTCN13368,BUILDING,BUILDING,373503.97N,0365643.56E,2124.32,24.61,NO INFO,,NO
LTCN13369,BUILDING,BUILDING,373504.21N,0365643.81E,2124.32,24.61,NO INFO,,NO
LTCN13370,BUILDING,BUILDING,373504.49N,0365644.06E,2124.32,24.61,NO INFO,,NO
LTCN13371,BUILDING,BUILDING,373504.84N,0365644.01E,2134.16,34.45,NO INFO,,NO
LTCN13372,BUILDING,BUILDING,373505.06N,0365642.77E,2140.78,34.45,NO INFO,,NO
LTCN13373,BUILDING,BUILDING,373504.82N,0365643.23E,2136.04,34.45,NO INFO,,NO
LTCN13374,BUILDING,BUILDING,373505.29N,0365642.72E,2133.31,24.61,NO INFO,,NO
LTCN13375,BUILDING,BUILDING,373505.54N,0365642.56E,2135.78,24.61,NO INFO,,NO
LTCN13376,BUILDING,BUILDING,373505.91N,0365642.37E,2149.22,34.45,NO INFO,,NO
LTCN13377,BUILDING,BUILDING,373506.29N,0365642.20E,2152.83,34.45,NO INFO,,NO
LTCN13378,BUILDING,BUILDING,373506.49N,0365641.61E,2168.54,44.29,NO INFO,,NO
LTCN13379,BUILDING,BUILDING,373506.60N,0365643.11E,2149.35,34.45,NO INFO,,NO
LTCN13380,BUILDING,BUILDING,373506.22N,0365643.18E,2147.28,34.45,NO INFO,,NO
LTCN13381,BUILDING,BUILDING,373506.35N,0365643.60E,2144.22,34.45,NO INFO,,NO
LTCN13382,BUILDING,BUILDING,373503.89N,0365642.70E,2124.32,24.61,NO INFO,,NO
LTCN13383,BUILDING,BUILDING,373505.34N,0365643.54E,2137.48,34.45,NO INFO,,NO
LTCN13384,BUILDING,BUILDING,373506.66N,0365643.54E,2136.45,24.61,NO INFO,,NO
LTCN13385,BUILDING,BUILDING,373507.51N,0365643.48E,2154.11,34.45,NO INFO,,NO
LTCN13386,BUILDING,BUILDING,373508.28N,0365643.20E,2192.64,63.98,NO INFO,,NO
LTCN13387,BUILDING,BUILDING,373507.89N,0365641.67E,2177.76,44.29,NO INFO,,NO
LTCN13388,BUILDING,BUILDING,373511.07N,0365641.40E,2205.03,44.29,NO INFO,,NO
LTCN13389,BUILDING,BUILDING,373511.49N,0365638.26E,2184.67,34.45,NO INFO,,NO
LTCN13390,BUILDING,BUILDING,373511.45N,0365638.80E,2186.78,34.45,NO INFO,,NO
LTCN13391,BUILDING,BUILDING,373510.83N,0365638.14E,2182.29,34.45,NO INFO,,NO
LTCN13392,BUILDING,BUILDING,373510.41N,0365638.19E,2181.10,34.45,NO INFO,,NO
LTCN13393,BUILDING,BUILDING,373510.44N,0365637.90E,2170.38,24.61,NO INFO,,NO
LTCN13394,BUILDING,BUILDING,373510.26N,0365637.74E,2169.46,24.61,NO INFO,,NO
LTCN13395,BUILDING,BUILDING,373510.11N,0365637.86E,2179.23,34.45,NO INFO,,NO
LTCN13396,BUILDING,BUILDING,373509.84N,0365637.51E,2178.29,34.45,NO INFO,,NO
LTCN13397,BUILDING,BUILDING,373509.91N,0365637.31E,2177.43,34.45,NO INFO,,NO
LTCN13398,BUILDING,BUILDING,373510.27N,0365637.50E,2178.45,34.45,NO INFO,,NO
LTCN13399,BUILDING,BUILDING,373509.89N,0365638.26E,2180.88,34.45,NO INFO,,NO
LTCN13400,BUILDING,BUILDING,373510.18N,0365638.94E,2164.03,14.76,NO INFO,,NO
LTCN13401,BUILDING,BUILDING,373510.34N,0365639.02E,2164.03,14.76,NO INFO,,NO
LTCN13402,BUILDING,BUILDING,373510.83N,0365639.16E,2187.20,34.45,NO INFO,,NO
LTCN13403,BUILDING,BUILDING,373509.23N,0365638.79E,2181.31,34.45,NO INFO,,NO
LTCN13404,BUILDING,BUILDING,373508.88N,0365638.73E,2179.36,34.45,NO INFO,,NO
LTCN13405,BUILDING,BUILDING,373509.63N,0365638.80E,2182.69,34.45,NO INFO,,NO
LTCN13406,BUILDING,BUILDING,373508.93N,0365637.75E,2176.64,34.45,NO INFO,,NO
LTCN13407,BUILDING,BUILDING,373508.77N,0365637.67E,2175.29,34.45,NO INFO,,NO
LTCN13408,BUILDING,BUILDING,373508.41N,0365638.39E,2176.58,34.45,NO INFO,,NO
LTCN13409,BUILDING,BUILDING,373508.63N,0365638.53E,2177.42,34.45,NO INFO,,NO
LTCN13410,BUILDING,BUILDING,373509.23N,0365637.06E,2174.50,34.45,NO INFO,,NO
LTCN13411,BUILDING,BUILDING,373509.05N,0365637.01E,2174.00,34.45,NO INFO,,NO
LTCN13412,BUILDING,BUILDING,373509.10N,0365637.36E,2165.78,24.61,NO INFO,,NO
LTCN13413,BUILDING,BUILDING,373509.52N,0365637.18E,2176.00,34.45,NO INFO,,NO
LTCN13414,BUILDING,BUILDING,373511.44N,0365636.33E,2176.26,34.45,NO INFO,,NO
LTCN13415,BUILDING,BUILDING,373511.30N,0365635.53E,2169.81,34.45,NO INFO,,NO
LTCN13416,BUILDING,BUILDING,373511.37N,0365636.05E,2164.13,24.61,NO INFO,,NO
LTCN13417,BUILDING,BUILDING,373510.86N,0365635.77E,2159.82,24.61,NO INFO,,NO
LTCN13418,BUILDING,BUILDING,373510.71N,0365636.11E,2171.75,34.45,NO INFO,,NO
LTCN13419,BUILDING,BUILDING,373510.46N,0365636.05E,2161.38,24.61,NO INFO,,NO
LTCN13420,BUILDING,BUILDING,373510.50N,0365635.71E,2160.51,24.61,NO INFO,,NO
LTCN13421,BUILDING,BUILDING,373510.16N,0365635.87E,2161.70,24.61,NO INFO,,NO
LTCN13422,BUILDING,BUILDING,373509.87N,0365635.85E,2160.68,24.61,NO INFO,,NO
LTCN13423,BUILDING,BUILDING,373509.49N,0365635.75E,2160.20,24.61,NO INFO,,NO
LTCN13424,BUILDING,BUILDING,373509.64N,0365635.95E,2151.55,14.76,NO INFO,,NO
LTCN13425,BUILDING,BUILDING,373511.28N,0365634.66E,2166.97,34.45,NO INFO,,NO
LTCN13426,BUILDING,BUILDING,373511.17N,0365634.21E,2166.97,34.45,NO INFO,,NO
LTCN13427,BUILDING,BUILDING,373511.12N,0365633.74E,2155.53,24.61,NO INFO,,NO
LTCN13428,BUILDING,BUILDING,373510.98N,0365632.48E,2156.33,34.45,NO INFO,,NO
LTCN13429,BUILDING,BUILDING,373510.03N,0365634.72E,2165.63,34.45,NO INFO,,NO
LTCN13430,BUILDING,BUILDING,373510.58N,0365634.70E,2176.66,44.29,NO INFO,,NO
LTCN13431,BUILDING,BUILDING,373509.67N,0365634.85E,2165.24,34.45,NO INFO,,NO
LTCN13432,BUILDING,BUILDING,373509.53N,0365634.39E,2161.24,34.45,NO INFO,,NO
LTCN13433,BUILDING,BUILDING,373508.96N,0365634.38E,2158.58,34.45,NO INFO,,NO
LTCN13434,BUILDING,BUILDING,373508.48N,0365634.53E,2159.62,34.45,NO INFO,,NO
LTCN13435,BUILDING,BUILDING,373508.96N,0365635.00E,2153.78,24.61,NO INFO,,NO
LTCN13436,BUILDING,BUILDING,373508.31N,0365635.05E,2151.11,24.61,NO INFO,,NO
LTCN13437,BUILDING,BUILDING,373508.67N,0365635.78E,2168.13,34.45,NO INFO,,NO
LTCN13438,BUILDING,BUILDING,373508.57N,0365636.27E,2169.26,34.45,NO INFO,,NO
LTCN13439,BUILDING,BUILDING,373508.18N,0365635.77E,2166.42,34.45,NO INFO,,NO
LTCN13440,BUILDING,BUILDING,373507.63N,0365636.08E,2164.41,34.45,NO INFO,,NO
LTCN13441,BUILDING,BUILDING,373507.63N,0365635.92E,2163.40,34.45,NO INFO,,NO
LTCN13442,BUILDING,BUILDING,373507.84N,0365635.83E,2164.19,34.45,NO INFO,,NO
LTCN13443,BUILDING,BUILDING,373507.81N,0365636.73E,2158.18,24.61,NO INFO,,NO
LTCN13444,BUILDING,BUILDING,373507.53N,0365636.44E,2145.93,14.76,NO INFO,,NO
LTCN13445,BUILDING,BUILDING,373507.51N,0365636.62E,2147.00,14.76,NO INFO,,NO
LTCN13446,BUILDING,BUILDING,373507.15N,0365637.34E,2167.18,34.45,NO INFO,,NO
LTCN13447,BUILDING,BUILDING,373507.29N,0365637.58E,2158.80,24.61,NO INFO,,NO
LTCN13448,BUILDING,BUILDING,373507.06N,0365637.52E,2157.13,24.61,NO INFO,,NO
LTCN13449,BUILDING,BUILDING,373507.74N,0365637.55E,2160.98,24.61,NO INFO,,NO
LTCN13450,BUILDING,BUILDING,373508.21N,0365637.13E,2161.44,24.61,NO INFO,,NO
LTCN13451,BUILDING,BUILDING,373508.17N,0365637.50E,2162.22,24.61,NO INFO,,NO
LTCN13452,BUILDING,BUILDING,373507.51N,0365638.21E,2170.33,34.45,NO INFO,,NO
LTCN13453,BUILDING,BUILDING,373507.54N,0365638.74E,2160.95,24.61,NO INFO,,NO
LTCN13454,BUILDING,BUILDING,373506.60N,0365637.69E,2147.28,14.76,NO INFO,,NO
LTCN13455,BUILDING,BUILDING,373506.75N,0365637.34E,2156.62,24.61,NO INFO,,NO
LTCN13456,BUILDING,BUILDING,373506.84N,0365636.97E,2155.40,24.61,NO INFO,,NO
LTCN13457,BUILDING,BUILDING,373506.82N,0365636.67E,2153.03,24.61,NO INFO,,NO
LTCN13458,BUILDING,BUILDING,373506.78N,0365636.48E,2151.97,24.61,NO INFO,,NO
LTCN13459,BUILDING,BUILDING,373506.84N,0365636.14E,2159.67,34.45,NO INFO,,NO
LTCN13460,BUILDING,BUILDING,373507.32N,0365635.99E,2162.52,34.45,NO INFO,,NO
LTCN13461,BUILDING,BUILDING,373506.33N,0365635.61E,2154.68,34.45,NO INFO,,NO
LTCN13462,BUILDING,BUILDING,373506.60N,0365635.48E,2155.50,34.45,NO INFO,,NO
LTCN13463,BUILDING,BUILDING,373507.38N,0365635.43E,2150.51,24.61,NO INFO,,NO
LTCN13464,BUILDING,BUILDING,373507.15N,0365635.23E,2157.49,34.45,NO INFO,,NO
LTCN13465,BUILDING,BUILDING,373504.57N,0365635.55E,2146.84,34.45,NO INFO,,NO
LTCN13466,BUILDING,BUILDING,373504.00N,0365635.21E,2142.46,34.45,NO INFO,,NO
LTCN13467,BUILDING,BUILDING,373503.88N,0365634.10E,2134.16,34.45,NO INFO,,NO
LTCN13468,BUILDING,BUILDING,373503.99N,0365634.61E,2138.48,34.45,NO INFO,,NO
LTCN13469,BUILDING,BUILDING,373504.41N,0365633.90E,2134.43,34.45,NO INFO,,NO
LTCN13470,BUILDING,BUILDING,373504.79N,0365634.00E,2137.48,34.45,NO INFO,,NO
LTCN13471,BUILDING,BUILDING,373505.08N,0365633.74E,2127.72,24.61,NO INFO,,NO
LTCN13472,BUILDING,BUILDING,373506.63N,0365633.67E,2145.38,34.45,NO INFO,,NO
LTCN13473,BUILDING,BUILDING,373522.80N,0365613.57E,2117.63,24.61,NO INFO,,NO
LTCN13474,BUILDING,BUILDING,373522.64N,0365614.36E,2125.05,24.61,NO INFO,,NO
LTCN13475,BUILDING,BUILDING,373523.21N,0365614.58E,2121.60,14.76,NO INFO,,NO
LTCN13476,BUILDING,BUILDING,373523.10N,0365615.17E,2129.53,14.76,NO INFO,,NO
LTCN13477,BUILDING,BUILDING,373524.50N,0365619.08E,2166.78,14.76,NO INFO,,NO
LTCN13478,BUILDING,BUILDING,373525.05N,0365618.76E,2169.46,14.76,NO INFO,,NO
LTCN13479,BUILDING,BUILDING,373523.55N,0365621.07E,2167.73,14.76,NO INFO,,NO
LTCN13480,BUILDING,BUILDING,373523.49N,0365620.99E,2166.65,14.76,NO INFO,,NO
LTCN13481,BUILDING,BUILDING,373526.13N,0365619.10E,2189.93,24.61,NO INFO,,NO
LTCN13482,BUILDING,BUILDING,373528.42N,0365620.44E,2231.44,24.61,NO INFO,,NO
LTCN13483,BUILDING,BUILDING,373528.25N,0365620.49E,2230.70,24.61,NO INFO,,NO
LTCN13484,BUILDING,BUILDING,373527.54N,0365617.34E,2209.43,14.76,NO INFO,,NO
LTCN13485,BUILDING,BUILDING,373527.02N,0365615.39E,2185.49,24.61,NO INFO,,NO
LTCN13486,BUILDING,BUILDING,373518.10N,0365625.44E,2281.80,83.66,NO INFO,,NO
LTCN13487,BUILDING,BUILDING,373519.37N,0365620.73E,2157.30,14.76,NO INFO,,NO
LTCN13488,BUILDING,BUILDING,373511.74N,0365626.28E,2154.47,24.61,NO INFO,,NO
LTCN13489,BUILDING,BUILDING,373511.01N,0365628.92E,2137.01,24.61,NO INFO,,NO
LTCN13490,BUILDING,BUILDING,373507.89N,0365625.80E,2109.07,24.61,NO INFO,,NO
LTCN13491,BUILDING,BUILDING,373508.05N,0365625.92E,2110.64,24.61,NO INFO,,NO
LTCN13492,BUILDING,BUILDING,373506.53N,0365622.06E,2105.69,34.45,NO INFO,,NO
LTCN13493,BUILDING,BUILDING,373507.44N,0365643.20E,2135.07,14.76,NO INFO,,NO
LTCN13494,BUILDING,BUILDING,373508.46N,0365636.96E,2162.09,24.61,NO INFO,,NO
LTCN13495,BUILDING,BUILDING,373506.56N,0365634.18E,2139.53,24.61,NO INFO,,NO
LTCN13496,BUILDING,BUILDING,373506.72N,0365634.44E,2141.50,24.61,NO INFO,,NO
LTCN13497,BUILDING,BUILDING,373507.07N,0365634.73E,2155.25,34.45,NO INFO,,NO
LTCN13498,BUILDING,BUILDING,373510.44N,0365631.19E,2137.90,24.61,NO INFO,,NO
LTCN13499,BUILDING,BUILDING,373510.70N,0365630.79E,2138.04,24.61,NO INFO,,NO
LTCN13500,BUILDING,BUILDING,373510.78N,0365631.23E,2150.98,34.45,NO INFO,,NO
LTCN13501,BUILDING,BUILDING,373510.89N,0365631.58E,2145.26,24.61,NO INFO,,NO
LTCN13502,BUILDING,BUILDING,373510.50N,0365632.20E,2141.40,24.61,NO INFO,,NO
LTCN13503,BUILDING,BUILDING,373510.17N,0365632.02E,2137.58,24.61,NO INFO,,NO
LTCN13504,BUILDING,BUILDING,373510.26N,0365631.83E,2137.54,24.61,NO INFO,,NO
LTCN13505,BUILDING,BUILDING,373509.97N,0365632.01E,2126.47,14.76,NO INFO,,NO
LTCN13506,BUILDING,BUILDING,373509.63N,0365631.71E,2121.35,14.76,NO INFO,,NO
LTCN13507,BUILDING,BUILDING,373509.28N,0365631.43E,2137.21,34.45,NO INFO,,NO
LTCN13508,BUILDING,BUILDING,373509.07N,0365631.50E,2125.60,24.61,NO INFO,,NO
LTCN13509,BUILDING,BUILDING,373509.13N,0365631.85E,2139.49,34.45,NO INFO,,NO
LTCN13510,BUILDING,BUILDING,373509.33N,0365632.20E,2141.59,34.45,NO INFO,,NO
LTCN13511,BUILDING,BUILDING,373509.46N,0365632.13E,2142.37,34.45,NO INFO,,NO
LTCN13512,BUILDING,BUILDING,373509.12N,0365632.50E,2134.68,24.61,NO INFO,,NO
LTCN13513,BUILDING,BUILDING,373509.06N,0365632.74E,2135.89,24.61,NO INFO,,NO
LTCN13514,BUILDING,BUILDING,373508.84N,0365632.96E,2146.82,34.45,NO INFO,,NO
LTCN13515,BUILDING,BUILDING,373508.65N,0365633.00E,2146.15,34.45,NO INFO,,NO
LTCN13516,BUILDING,BUILDING,373508.08N,0365633.23E,2146.99,34.45,NO INFO,,NO
LTCN13517,BUILDING,BUILDING,373508.11N,0365632.35E,2130.26,24.61,NO INFO,,NO
LTCN13518,BUILDING,BUILDING,373508.10N,0365631.70E,2125.28,24.61,NO INFO,,NO
LTCN13519,BUILDING,BUILDING,373508.83N,0365631.34E,2134.16,34.45,NO INFO,,NO
LTCN13520,BUILDING,BUILDING,373508.44N,0365631.29E,2133.32,34.45,NO INFO,,NO
LTCN13521,BUILDING,BUILDING,373508.62N,0365631.79E,2126.14,24.61,NO INFO,,NO
LTCN13522,BUILDING,BUILDING,373508.99N,0365630.55E,2124.32,24.61,NO INFO,,NO
LTCN13523,BUILDING,BUILDING,373508.73N,0365630.48E,2123.66,24.61,NO INFO,,NO
LTCN13524,BUILDING,BUILDING,373508.67N,0365629.92E,2130.71,34.45,NO INFO,,NO
LTCN13525,BUILDING,BUILDING,373508.98N,0365630.07E,2123.75,24.61,NO INFO,,NO
LTCN13526,BUILDING,BUILDING,373509.05N,0365629.68E,2123.84,24.61,NO INFO,,NO
LTCN13527,BUILDING,BUILDING,373509.54N,0365629.34E,2124.32,24.61,NO INFO,,NO
LTCN13528,BUILDING,BUILDING,373509.70N,0365629.17E,2134.16,34.45,NO INFO,,NO
LTCN13529,BUILDING,BUILDING,373509.35N,0365628.71E,2132.15,34.45,NO INFO,,NO
LTCN13530,BUILDING,BUILDING,373509.18N,0365629.31E,2122.76,24.61,NO INFO,,NO
LTCN13531,BUILDING,BUILDING,373510.00N,0365629.63E,2124.32,24.61,NO INFO,,NO
LTCN13532,BUILDING,BUILDING,373509.90N,0365630.26E,2124.72,24.61,NO INFO,,NO
LTCN13533,BUILDING,BUILDING,373510.17N,0365629.73E,2124.32,24.61,NO INFO,,NO
LTCN13534,BUILDING,BUILDING,373510.13N,0365630.55E,2127.78,24.61,NO INFO,,NO
LTCN13535,BUILDING,BUILDING,373508.69N,0365633.77E,2152.92,34.45,NO INFO,,NO
LTCN13536,BUILDING,BUILDING,373507.76N,0365633.51E,2148.88,34.45,NO INFO,,NO
LTCN13537,BUILDING,BUILDING,373507.45N,0365633.67E,2147.55,34.45,NO INFO,,NO
LTCN13538,BUILDING,BUILDING,373507.54N,0365632.87E,2142.58,34.45,NO INFO,,NO
LTCN13539,BUILDING,BUILDING,373507.54N,0365632.63E,2141.22,34.45,NO INFO,,NO
LTCN13540,BUILDING,BUILDING,373507.49N,0365632.29E,2139.52,34.45,NO INFO,,NO
LTCN13541,BUILDING,BUILDING,373507.46N,0365631.47E,2123.27,24.61,NO INFO,,NO
LTCN13542,BUILDING,BUILDING,373507.48N,0365631.15E,2120.91,24.61,NO INFO,,NO
LTCN13543,BUILDING,BUILDING,373507.99N,0365631.22E,2121.31,24.61,NO INFO,,NO
LTCN13544,BUILDING,BUILDING,373508.01N,0365630.89E,2120.12,24.61,NO INFO,,NO
LTCN13545,BUILDING,BUILDING,373507.57N,0365630.53E,2137.05,44.29,NO INFO,,NO
LTCN13546,BUILDING,BUILDING,373508.16N,0365630.03E,2117.91,24.61,NO INFO,,NO
LTCN13547,BUILDING,BUILDING,373507.78N,0365629.74E,2114.50,24.61,NO INFO,,NO
LTCN13548,BUILDING,BUILDING,373507.66N,0365629.61E,2122.63,34.45,NO INFO,,NO
LTCN13549,BUILDING,BUILDING,373507.71N,0365628.91E,2121.01,34.45,NO INFO,,NO
LTCN13550,BUILDING,BUILDING,373508.30N,0365629.24E,2116.92,24.61,NO INFO,,NO
LTCN13551,BUILDING,BUILDING,373508.05N,0365629.11E,2114.05,24.61,NO INFO,,NO
LTCN13552,BUILDING,BUILDING,373508.19N,0365628.41E,2113.60,24.61,NO INFO,,NO
LTCN13553,BUILDING,BUILDING,373507.96N,0365628.11E,2121.19,34.45,NO INFO,,NO
LTCN13554,BUILDING,BUILDING,373508.32N,0365627.60E,2122.45,34.45,NO INFO,,NO
LTCN13555,BUILDING,BUILDING,373508.03N,0365627.66E,2120.11,34.45,NO INFO,,NO
LTCN13556,BUILDING,BUILDING,373508.83N,0365627.82E,2126.49,34.45,NO INFO,,NO
LTCN13557,BUILDING,BUILDING,373509.06N,0365628.70E,2111.30,14.76,NO INFO,,NO
LTCN13558,BUILDING,BUILDING,373509.02N,0365628.19E,2129.90,34.45,NO INFO,,NO
LTCN13559,BUILDING,BUILDING,373509.85N,0365629.83E,2124.32,24.61,NO INFO,,NO
LTCN13560,BUILDING,BUILDING,373509.87N,0365630.94E,2127.77,24.61,NO INFO,,NO
LTCN13561,BUILDING,BUILDING,373509.57N,0365630.94E,2126.15,24.61,NO INFO,,NO
LTCN13562,BUILDING,BUILDING,373506.92N,0365633.14E,2143.52,34.45,NO INFO,,NO
LTCN13563,BUILDING,BUILDING,373506.94N,0365633.62E,2136.49,24.61,NO INFO,,NO
LTCN13564,BUILDING,BUILDING,373506.99N,0365633.92E,2139.31,24.61,NO INFO,,NO
LTCN13565,BUILDING,BUILDING,373506.28N,0365634.87E,2150.42,34.45,NO INFO,,NO
LTCN13566,BUILDING,BUILDING,373505.87N,0365635.10E,2148.61,34.45,NO INFO,,NO
LTCN13567,BUILDING,BUILDING,373506.15N,0365634.39E,2127.84,14.76,NO INFO,,NO
LTCN13568,BUILDING,BUILDING,373505.44N,0365632.52E,2133.47,34.45,NO INFO,,NO
LTCN13569,BUILDING,BUILDING,373505.22N,0365631.80E,2129.87,34.45,NO INFO,,NO
LTCN13570,BUILDING,BUILDING,373505.63N,0365631.74E,2130.66,34.45,NO INFO,,NO
LTCN13571,BUILDING,BUILDING,373505.97N,0365631.13E,2128.00,34.45,NO INFO,,NO
LTCN13572,BUILDING,BUILDING,373506.58N,0365631.08E,2129.56,34.45,NO INFO,,NO
LTCN13573,BUILDING,BUILDING,373506.79N,0365631.08E,2129.87,34.45,NO INFO,,NO
