Obstacle_Designator    ,AIXM_NAME  ,ObstacleType(AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group
LTCN3649,BUILDING,BUILDING,373506.89N,0365728.29E,2137.02,24.61,NO INFO,,NO
LTCN3650,BUILDING,BUILDING,373505.41N,0365726.33E,2118.54,24.61,NO INFO,,NO
LTCN3651,BUILDING,BUILDING,373506.46N,0365729.03E,2126.36,24.61,NO INFO,,NO
LTCN3652,BUILDING,BUILDING,373506.72N,0365729.54E,2131.74,24.61,NO INFO,,NO
LTCN3653,BUILDING,BUILDING,373507.35N,0365729.91E,2143.19,24.61,NO INFO,,NO
LTCN3654,BUILDING,BUILDING,373507.52N,0365730.46E,2145.72,24.61,NO INFO,,NO
LTCN3655,BUILDING,BUILDING,373507.69N,0365731.60E,2145.70,24.61,NO INFO,,NO
LTCN3656,BUILDING,BUILDING,373509.00N,0365732.07E,2166.19,24.61,NO INFO,,NO
LTCN3657,BUILDING,BUILDING,373509.22N,0365732.49E,2156.08,14.76,NO INFO,,NO
LTCN3658,BUILDING,BUILDING,373508.77N,0365732.66E,2156.43,24.61,NO INFO,,NO
LTCN3659,BUILDING,BUILDING,373509.00N,0365733.13E,2145.59,14.76,NO INFO,,NO
LTCN3660,BUILDING,BUILDING,373509.39N,0365733.04E,2152.23,14.76,NO INFO,,NO
LTCN3661,BUILDING,BUILDING,373508.00N,0365733.16E,2130.49,14.76,NO INFO,,NO
LTCN3662,BUILDING,BUILDING,373504.63N,0365725.36E,2107.20,24.61,NO INFO,,NO
LTCN3663,BUILDING,BUILDING,373504.39N,0365726.27E,2102.17,24.61,NO INFO,,NO
LTCN3664,BUILDING,BUILDING,373503.73N,0365724.98E,2093.97,24.61,NO INFO,,NO
LTCN3665,BUILDING,BUILDING,373504.20N,0365723.61E,2101.09,24.61,NO INFO,,NO
LTCN3666,BUILDING,BUILDING,373503.18N,0365725.75E,2084.20,24.61,NO INFO,,NO
LTCN3667,BUILDING,BUILDING,373503.18N,0365726.28E,2083.59,24.61,NO INFO,,NO
LTCN3668,BUILDING,BUILDING,373502.64N,0365727.37E,2066.55,14.76,NO INFO,,NO
LTCN3669,BUILDING,BUILDING,373502.63N,0365726.75E,2067.08,14.76,NO INFO,,NO
LTCN3670,BUILDING,BUILDING,373502.65N,0365727.86E,2075.00,24.61,NO INFO,,NO
LTCN3671,BUILDING,BUILDING,373503.21N,0365727.84E,2080.01,24.61,NO INFO,,NO
LTCN3672,BUILDING,BUILDING,373502.30N,0365727.88E,2071.65,24.61,NO INFO,,NO
LTCN3673,BUILDING,BUILDING,373503.25N,0365728.30E,2080.63,24.61,NO INFO,,NO
LTCN3674,BUILDING,BUILDING,373503.37N,0365730.63E,2074.26,24.61,NO INFO,,NO
LTCN3675,BUILDING,BUILDING,373502.68N,0365730.89E,2075.69,34.45,NO INFO,,NO
LTCN3676,BUILDING,BUILDING,373504.68N,0365732.57E,2086.79,24.61,NO INFO,,NO
LTCN3677,BUILDING,BUILDING,373506.05N,0365732.16E,2112.60,24.61,NO INFO,,NO
LTCN3678,BUILDING,BUILDING,373507.04N,0365731.90E,2134.52,24.61,NO INFO,,NO
LTCN3679,BUILDING,BUILDING,373510.60N,0365702.18E,2289.35,24.61,NO INFO,,NO
LTCN3680,BUILDING,BUILDING,373510.57N,0365702.76E,2288.36,24.61,NO INFO,,NO
LTCN3681,BUILDING,BUILDING,373510.60N,0365703.02E,2288.76,24.61,NO INFO,,NO
LTCN3682,BUILDING,BUILDING,373510.60N,0365703.65E,2295.59,34.45,NO INFO,,NO
LTCN3683,BUILDING,BUILDING,373510.54N,0365703.95E,2314.20,54.13,NO INFO,,NO
LTCN3684,BUILDING,BUILDING,373510.62N,0365704.50E,2311.99,54.13,NO INFO,,NO
LTCN3685,BUILDING,BUILDING,373511.50N,0365704.48E,2307.15,44.29,NO INFO,,NO
LTCN3686,BUILDING,BUILDING,373511.43N,0365703.95E,2291.02,24.61,NO INFO,,NO
LTCN3687,BUILDING,BUILDING,373511.64N,0365705.55E,2283.50,24.61,NO INFO,,NO
LTCN3688,BUILDING,BUILDING,373511.39N,0365705.65E,2280.10,24.61,NO INFO,,NO
LTCN3689,BUILDING,BUILDING,373510.73N,0365705.85E,2274.34,24.61,NO INFO,,NO
LTCN3690,BUILDING,BUILDING,373512.64N,0365706.93E,2284.04,24.61,NO INFO,,NO
LTCN3691,BUILDING,BUILDING,373512.87N,0365706.50E,2287.47,24.61,NO INFO,,NO
LTCN3692,BUILDING,BUILDING,373512.76N,0365705.87E,2321.11,54.13,NO INFO,,NO
LTCN3693,BUILDING,BUILDING,373512.86N,0365705.52E,2294.62,24.61,NO INFO,,NO
LTCN3694,BUILDING,BUILDING,373512.83N,0365704.63E,2307.25,34.45,NO INFO,,NO
LTCN3695,BUILDING,BUILDING,373513.52N,0365704.46E,2315.63,34.45,NO INFO,,NO
LTCN3696,BUILDING,BUILDING,373513.71N,0365704.89E,2307.53,24.61,NO INFO,,NO
LTCN3697,BUILDING,BUILDING,373513.59N,0365705.39E,2305.24,24.61,NO INFO,,NO
LTCN3698,BUILDING,BUILDING,373513.67N,0365705.79E,2302.20,24.61,NO INFO,,NO
LTCN3699,BUILDING,BUILDING,373513.70N,0365706.30E,2299.33,24.61,NO INFO,,NO
LTCN3700,BUILDING,BUILDING,373506.28N,0365704.36E,2249.38,24.61,NO INFO,,NO
LTCN3701,BUILDING,BUILDING,373515.62N,0365703.76E,2357.20,24.61,NO INFO,,NO
LTCN3702,BUILDING,BUILDING,373516.70N,0365705.21E,2367.41,14.76,NO INFO,,NO
LTCN3703,BUILDING,BUILDING,373516.91N,0365656.52E,2262.58,24.61,NO INFO,,NO
LTCN3704,BUILDING,BUILDING,373515.57N,0365646.30E,2222.59,24.61,NO INFO,,NO
LTCN3705,BUILDING,BUILDING,373512.60N,0365704.22E,2288.62,14.76,NO INFO,,NO
LTCN3706,BUILDING,BUILDING,373511.67N,0365658.53E,2287.20,14.76,NO INFO,,NO
LTCN3707,BUILDING,BUILDING,373425.74N,0365637.89E,1939.76,54.13,NO INFO,,NO
LTCN3708,BUILDING,BUILDING,373424.82N,0365637.88E,1914.66,34.45,NO INFO,,NO
LTCN3709,BUILDING,BUILDING,373424.85N,0365637.09E,1893.89,14.76,NO INFO,,NO
LTCN3710,BUILDING,BUILDING,373423.96N,0365637.42E,1919.55,44.29,NO INFO,,NO
LTCN3711,BUILDING,BUILDING,373423.96N,0365637.08E,1919.12,44.29,NO INFO,,NO
LTCN3712,BUILDING,BUILDING,373423.83N,0365638.61E,1919.06,44.29,NO INFO,,NO
LTCN3713,BUILDING,BUILDING,373424.72N,0365638.62E,1894.34,14.76,NO INFO,,NO
LTCN3714,BUILDING,BUILDING,373424.55N,0365640.17E,1913.14,34.45,NO INFO,,NO
LTCN3715,BUILDING,BUILDING,373424.56N,0365641.94E,1923.00,44.29,NO INFO,,NO
LTCN3716,BUILDING,BUILDING,373424.63N,0365642.65E,1903.85,24.61,NO INFO,,NO
LTCN3717,BUILDING,BUILDING,373423.65N,0365642.58E,1906.54,34.45,NO INFO,,NO
LTCN3718,BUILDING,BUILDING,373422.91N,0365642.53E,1902.11,34.45,NO INFO,,NO
LTCN3719,BUILDING,BUILDING,373422.91N,0365642.95E,1902.52,34.45,NO INFO,,NO
LTCN3720,BUILDING,BUILDING,373422.84N,0365641.63E,1900.45,34.45,NO INFO,,NO
LTCN3721,BUILDING,BUILDING,373422.84N,0365641.13E,1890.57,24.61,NO INFO,,NO
LTCN3722,BUILDING,BUILDING,373422.87N,0365640.36E,1902.19,34.45,NO INFO,,NO
LTCN3723,BUILDING,BUILDING,373423.44N,0365640.01E,1905.63,34.45,NO INFO,,NO
LTCN3724,BUILDING,BUILDING,373423.59N,0365640.62E,1906.17,34.45,NO INFO,,NO
LTCN3725,BUILDING,BUILDING,373426.99N,0365640.30E,1909.38,14.76,NO INFO,,NO
LTCN3726,BUILDING,BUILDING,373424.79N,0365644.54E,1916.53,34.45,NO INFO,,NO
LTCN3727,BUILDING,BUILDING,373423.07N,0365636.99E,1913.34,44.29,NO INFO,,NO
LTCN3728,BUILDING,BUILDING,373422.95N,0365637.34E,1903.73,34.45,NO INFO,,NO
LTCN3729,BUILDING,BUILDING,373422.96N,0365637.66E,1914.06,44.29,NO INFO,,NO
LTCN3730,BUILDING,BUILDING,373422.89N,0365638.08E,1913.15,44.29,NO INFO,,NO
LTCN3731,BUILDING,BUILDING,373422.93N,0365638.84E,1893.35,24.61,NO INFO,,NO
LTCN3732,BUILDING,BUILDING,373423.54N,0365641.08E,1905.82,34.45,NO INFO,,NO
LTCN3733,BUILDING,BUILDING,373424.54N,0365641.10E,1902.78,24.61,NO INFO,,NO
LTCN3734,BUILDING,BUILDING,373421.96N,0365636.57E,1884.67,24.61,NO INFO,,NO
LTCN3735,BUILDING,BUILDING,373421.62N,0365637.49E,1884.80,24.61,NO INFO,,NO
LTCN3736,BUILDING,BUILDING,373422.01N,0365637.57E,1887.76,24.61,NO INFO,,NO
LTCN3737,BUILDING,BUILDING,373421.33N,0365637.39E,1883.18,24.61,NO INFO,,NO
LTCN3738,BUILDING,BUILDING,373420.49N,0365637.32E,1877.25,24.61,NO INFO,,NO
LTCN3739,BUILDING,BUILDING,373420.19N,0365637.13E,1885.48,34.45,NO INFO,,NO
LTCN3740,BUILDING,BUILDING,373419.89N,0365637.16E,1873.66,24.61,NO INFO,,NO
LTCN3741,BUILDING,BUILDING,373419.26N,0365636.84E,1888.14,44.29,NO INFO,,NO
LTCN3742,BUILDING,BUILDING,373419.24N,0365637.84E,1880.99,34.45,NO INFO,,NO
LTCN3743,BUILDING,BUILDING,373419.52N,0365637.85E,1882.01,34.45,NO INFO,,NO
LTCN3744,BUILDING,BUILDING,373419.79N,0365637.90E,1883.86,34.45,NO INFO,,NO
LTCN3745,BUILDING,BUILDING,373420.06N,0365638.05E,1866.21,14.76,NO INFO,,NO
LTCN3746,BUILDING,BUILDING,373420.44N,0365638.03E,1878.09,24.61,NO INFO,,NO
LTCN3747,BUILDING,BUILDING,373420.85N,0365638.20E,1890.80,34.45,NO INFO,,NO
LTCN3748,BUILDING,BUILDING,373421.20N,0365638.35E,1892.83,34.45,NO INFO,,NO
LTCN3749,BUILDING,BUILDING,373421.53N,0365638.34E,1894.93,34.45,NO INFO,,NO
LTCN3750,BUILDING,BUILDING,373421.84N,0365638.40E,1897.02,34.45,NO INFO,,NO
LTCN3751,BUILDING,BUILDING,373420.99N,0365639.81E,1899.39,44.29,NO INFO,,NO
LTCN3752,BUILDING,BUILDING,373421.72N,0365639.94E,1894.90,34.45,NO INFO,,NO
LTCN3753,BUILDING,BUILDING,373421.80N,0365640.79E,1904.02,44.29,NO INFO,,NO
LTCN3754,BUILDING,BUILDING,373421.09N,0365640.67E,1889.99,34.45,NO INFO,,NO
LTCN3755,BUILDING,BUILDING,373420.77N,0365640.61E,1887.80,34.45,NO INFO,,NO
LTCN3756,BUILDING,BUILDING,373420.17N,0365640.44E,1883.61,34.45,NO INFO,,NO
LTCN3757,BUILDING,BUILDING,373419.73N,0365640.44E,1880.33,34.45,NO INFO,,NO
LTCN3758,BUILDING,BUILDING,373419.47N,0365640.32E,1879.24,34.45,NO INFO,,NO
LTCN3759,BUILDING,BUILDING,373419.19N,0365640.20E,1877.21,34.45,NO INFO,,NO
LTCN3760,BUILDING,BUILDING,373419.66N,0365639.41E,1881.52,34.45,NO INFO,,NO
LTCN3761,BUILDING,BUILDING,373419.88N,0365639.48E,1872.72,24.61,NO INFO,,NO
LTCN3762,BUILDING,BUILDING,373418.77N,0365639.12E,1866.75,24.61,NO INFO,,NO
LTCN3763,BUILDING,BUILDING,373419.37N,0365641.73E,1887.53,44.29,NO INFO,,NO
LTCN3764,BUILDING,BUILDING,373420.02N,0365642.20E,1892.27,44.29,NO INFO,,NO
LTCN3765,BUILDING,BUILDING,373421.07N,0365641.77E,1898.41,44.29,NO INFO,,NO
LTCN3766,BUILDING,BUILDING,373421.78N,0365642.57E,1894.61,34.45,NO INFO,,NO
LTCN3767,BUILDING,BUILDING,373421.69N,0365642.00E,1892.97,34.45,NO INFO,,NO
LTCN3768,BUILDING,BUILDING,373421.80N,0365643.63E,1905.80,44.29,NO INFO,,NO
LTCN3769,BUILDING,BUILDING,373421.84N,0365644.29E,1897.01,34.45,NO INFO,,NO
LTCN3770,BUILDING,BUILDING,373421.09N,0365644.46E,1892.23,34.45,NO INFO,,NO
LTCN3771,BUILDING,BUILDING,373421.06N,0365644.88E,1903.01,44.29,NO INFO,,NO
LTCN3772,BUILDING,BUILDING,373420.94N,0365643.75E,1899.91,44.29,NO INFO,,NO
LTCN3773,BUILDING,BUILDING,373418.98N,0365644.32E,1879.07,34.45,NO INFO,,NO
LTCN3774,BUILDING,BUILDING,373419.02N,0365645.20E,1880.53,34.45,NO INFO,,NO
LTCN3775,BUILDING,BUILDING,373419.67N,0365645.20E,1884.81,34.45,NO INFO,,NO
LTCN3776,BUILDING,BUILDING,373418.02N,0365645.30E,1865.27,24.61,NO INFO,,NO
LTCN3777,BUILDING,BUILDING,373417.89N,0365644.41E,1863.26,24.61,NO INFO,,NO
LTCN3778,BUILDING,BUILDING,373417.46N,0365644.61E,1879.97,44.29,NO INFO,,NO
LTCN3779,BUILDING,BUILDING,373417.61N,0365645.43E,1883.02,44.29,NO INFO,,NO
LTCN3780,BUILDING,BUILDING,373417.41N,0365642.77E,1865.06,34.45,NO INFO,,NO
LTCN3781,BUILDING,BUILDING,373418.06N,0365642.72E,1860.23,24.61,NO INFO,,NO
LTCN3782,BUILDING,BUILDING,373418.19N,0365643.10E,1872.22,34.45,NO INFO,,NO
LTCN3783,BUILDING,BUILDING,373418.07N,0365641.22E,1868.82,34.45,NO INFO,,NO
LTCN3784,BUILDING,BUILDING,373417.48N,0365640.86E,1864.10,34.45,NO INFO,,NO
LTCN3785,BUILDING,BUILDING,373417.34N,0365640.24E,1854.99,24.61,NO INFO,,NO
LTCN3786,BUILDING,BUILDING,373417.32N,0365639.95E,1855.67,24.61,NO INFO,,NO
LTCN3787,BUILDING,BUILDING,373417.33N,0365639.46E,1866.19,34.45,NO INFO,,NO
LTCN3788,BUILDING,BUILDING,373417.40N,0365638.95E,1866.69,34.45,NO INFO,,NO
LTCN3789,BUILDING,BUILDING,373418.02N,0365639.29E,1861.49,24.61,NO INFO,,NO
LTCN3790,BUILDING,BUILDING,373418.14N,0365640.16E,1870.84,34.45,NO INFO,,NO
LTCN3791,BUILDING,BUILDING,373418.11N,0365639.79E,1870.32,34.45,NO INFO,,NO
LTCN3792,BUILDING,BUILDING,373418.14N,0365640.52E,1870.50,34.45,NO INFO,,NO
LTCN3793,BUILDING,BUILDING,373419.66N,0365635.98E,1867.93,24.61,NO INFO,,NO
LTCN3794,BUILDING,BUILDING,373418.39N,0365637.31E,1874.25,34.45,NO INFO,,NO
LTCN3795,BUILDING,BUILDING,373417.56N,0365637.10E,1879.81,44.29,NO INFO,,NO
LTCN3796,BUILDING,BUILDING,373417.89N,0365637.58E,1862.07,24.61,NO INFO,,NO
LTCN3797,BUILDING,BUILDING,373417.34N,0365635.84E,1848.54,14.76,NO INFO,,NO
LTCN3798,BUILDING,BUILDING,373416.07N,0365639.11E,1895.50,73.82,NO INFO,,NO
LTCN3799,BUILDING,BUILDING,373416.27N,0365640.43E,1836.40,14.76,NO INFO,,NO
LTCN3800,BUILDING,BUILDING,373416.02N,0365640.47E,1834.00,14.76,NO INFO,,NO
LTCN3801,BUILDING,BUILDING,373416.25N,0365641.83E,1845.46,24.61,NO INFO,,NO
LTCN3802,BUILDING,BUILDING,373415.80N,0365643.03E,1873.01,54.13,NO INFO,,NO
LTCN3803,BUILDING,BUILDING,373416.27N,0365643.86E,1878.09,54.13,NO INFO,,NO
LTCN3804,BUILDING,BUILDING,373414.94N,0365640.73E,1865.88,54.13,NO INFO,,NO
LTCN3805,BUILDING,BUILDING,373414.57N,0365642.95E,1862.18,54.13,NO INFO,,NO
LTCN3806,BUILDING,BUILDING,373415.13N,0365643.89E,1868.38,54.13,NO INFO,,NO
LTCN3807,BUILDING,BUILDING,373414.12N,0365643.85E,1858.33,54.13,NO INFO,,NO
LTCN3808,BUILDING,BUILDING,373414.95N,0365645.21E,1866.90,54.13,NO INFO,,NO
LTCN3809,BUILDING,BUILDING,373415.95N,0365645.87E,1876.98,54.13,NO INFO,,NO
LTCN3810,BUILDING,BUILDING,373416.05N,0365647.63E,1879.56,54.13,NO INFO,,NO
LTCN3811,BUILDING,BUILDING,373413.96N,0365645.76E,1857.61,54.13,NO INFO,,NO
LTCN3812,BUILDING,BUILDING,373413.99N,0365647.25E,1858.57,54.13,NO INFO,,NO
LTCN3813,BUILDING,BUILDING,373416.52N,0365649.35E,1865.00,34.45,NO INFO,,NO
LTCN3814,BUILDING,BUILDING,373416.61N,0365650.09E,1854.15,24.61,NO INFO,,NO
LTCN3815,BUILDING,BUILDING,373436.93N,0365823.20E,1937.24,14.76,NO INFO,,NO
LTCN3816,BUILDING,BUILDING,373437.14N,0365823.69E,1939.21,14.76,NO INFO,,NO
LTCN3817,BUILDING,BUILDING,373439.63N,0365824.16E,1947.89,14.76,NO INFO,,NO
LTCN3818,BUILDING,BUILDING,373415.38N,0365650.15E,1845.23,24.61,NO INFO,,NO
LTCN3819,BUILDING,BUILDING,373416.13N,0365650.13E,1849.94,24.61,NO INFO,,NO
LTCN3820,BUILDING,BUILDING,373415.82N,0365650.07E,1847.14,24.61,NO INFO,,NO
LTCN3821,BUILDING,BUILDING,373415.73N,0365649.40E,1847.90,24.61,NO INFO,,NO
LTCN3822,BUILDING,BUILDING,373416.46N,0365652.00E,1864.45,34.45,NO INFO,,NO
LTCN3823,BUILDING,BUILDING,373415.92N,0365652.04E,1851.62,24.61,NO INFO,,NO
LTCN3824,BUILDING,BUILDING,373415.56N,0365651.93E,1848.49,24.61,NO INFO,,NO
LTCN3825,BUILDING,BUILDING,373414.82N,0365652.64E,1844.61,24.61,NO INFO,,NO
LTCN3826,BUILDING,BUILDING,373415.04N,0365652.45E,1845.56,24.61,NO INFO,,NO
LTCN3827,BUILDING,BUILDING,373414.60N,0365651.86E,1843.38,24.61,NO INFO,,NO
LTCN3828,BUILDING,BUILDING,373417.63N,0365647.34E,1871.70,34.45,NO INFO,,NO
LTCN3829,BUILDING,BUILDING,373418.13N,0365646.77E,1874.91,34.45,NO INFO,,NO
LTCN3830,BUILDING,BUILDING,373418.26N,0365647.78E,1873.48,34.45,NO INFO,,NO
LTCN3831,BUILDING,BUILDING,373418.39N,0365648.33E,1873.80,34.45,NO INFO,,NO
LTCN3832,BUILDING,BUILDING,373417.58N,0365647.91E,1871.70,34.45,NO INFO,,NO
LTCN3833,BUILDING,BUILDING,373417.71N,0365649.29E,1871.70,34.45,NO INFO,,NO
LTCN3834,BUILDING,BUILDING,373418.23N,0365649.01E,1852.09,14.76,NO INFO,,NO
LTCN3835,BUILDING,BUILDING,373419.29N,0365649.63E,1878.69,34.45,NO INFO,,NO
LTCN3836,BUILDING,BUILDING,373419.33N,0365649.18E,1878.84,34.45,NO INFO,,NO
LTCN3837,BUILDING,BUILDING,373420.09N,0365649.72E,1874.46,24.61,NO INFO,,NO
LTCN3838,BUILDING,BUILDING,373420.00N,0365648.51E,1884.83,34.45,NO INFO,,NO
LTCN3839,BUILDING,BUILDING,373419.30N,0365648.30E,1871.00,24.61,NO INFO,,NO
LTCN3840,BUILDING,BUILDING,373419.31N,0365647.98E,1881.41,34.45,NO INFO,,NO
LTCN3841,BUILDING,BUILDING,373419.97N,0365647.76E,1876.55,24.61,NO INFO,,NO
LTCN3842,BUILDING,BUILDING,373420.04N,0365647.04E,1878.58,24.61,NO INFO,,NO
LTCN3843,BUILDING,BUILDING,373420.00N,0365646.47E,1878.26,24.61,NO INFO,,NO
LTCN3844,BUILDING,BUILDING,373419.18N,0365646.63E,1882.23,34.45,NO INFO,,NO
LTCN3845,BUILDING,BUILDING,373420.80N,0365646.33E,1883.64,24.61,NO INFO,,NO
LTCN3846,BUILDING,BUILDING,373420.84N,0365647.26E,1882.99,24.61,NO INFO,,NO
LTCN3847,BUILDING,BUILDING,373421.79N,0365647.09E,1890.31,24.61,NO INFO,,NO
LTCN3848,BUILDING,BUILDING,373422.05N,0365646.02E,1891.43,24.61,NO INFO,,NO
LTCN3849,BUILDING,BUILDING,373421.77N,0365646.09E,1889.37,24.61,NO INFO,,NO
LTCN3850,BUILDING,BUILDING,373422.24N,0365649.09E,1901.76,34.45,NO INFO,,NO
LTCN3851,BUILDING,BUILDING,373421.93N,0365649.12E,1899.37,34.45,NO INFO,,NO
LTCN3852,BUILDING,BUILDING,373421.23N,0365648.94E,1904.41,44.29,NO INFO,,NO
LTCN3853,BUILDING,BUILDING,373420.86N,0365649.04E,1900.57,44.29,NO INFO,,NO
LTCN3854,BUILDING,BUILDING,373420.99N,0365649.80E,1910.04,54.13,NO INFO,,NO
LTCN3855,BUILDING,BUILDING,373421.86N,0365649.84E,1907.33,44.29,NO INFO,,NO
LTCN3856,BUILDING,BUILDING,373423.09N,0365648.89E,1904.50,34.45,NO INFO,,NO
LTCN3857,BUILDING,BUILDING,373423.17N,0365647.79E,1906.24,34.45,NO INFO,,NO
LTCN3858,BUILDING,BUILDING,373422.99N,0365647.25E,1906.69,34.45,NO INFO,,NO
LTCN3859,BUILDING,BUILDING,373422.95N,0365646.54E,1908.01,34.45,NO INFO,,NO
LTCN3860,BUILDING,BUILDING,373423.65N,0365646.05E,1911.11,34.45,NO INFO,,NO
LTCN3861,BUILDING,BUILDING,373424.58N,0365645.91E,1917.04,34.45,NO INFO,,NO
LTCN3862,BUILDING,BUILDING,373424.61N,0365646.38E,1917.47,34.45,NO INFO,,NO
LTCN3863,BUILDING,BUILDING,373424.68N,0365647.14E,1917.87,34.45,NO INFO,,NO
LTCN3864,BUILDING,BUILDING,373424.70N,0365647.90E,1916.31,34.45,NO INFO,,NO
LTCN3865,BUILDING,BUILDING,373424.67N,0365648.58E,1914.22,34.45,NO INFO,,NO
LTCN3866,BUILDING,BUILDING,373425.08N,0365649.31E,1905.05,24.61,NO INFO,,NO
LTCN3867,BUILDING,BUILDING,373424.86N,0365650.60E,1901.14,24.61,NO INFO,,NO
LTCN3868,BUILDING,BUILDING,373424.20N,0365650.35E,1906.16,34.45,NO INFO,,NO
LTCN3869,BUILDING,BUILDING,373424.17N,0365649.60E,1898.42,24.61,NO INFO,,NO
LTCN3870,BUILDING,BUILDING,373423.76N,0365649.85E,1894.66,24.61,NO INFO,,NO
LTCN3871,BUILDING,BUILDING,373423.64N,0365650.48E,1894.66,24.61,NO INFO,,NO
LTCN3872,BUILDING,BUILDING,373422.88N,0365650.39E,1904.49,34.45,NO INFO,,NO
LTCN3873,BUILDING,BUILDING,373423.75N,0365647.07E,1911.68,34.45,NO INFO,,NO
LTCN3874,BUILDING,BUILDING,373424.03N,0365648.32E,1891.11,14.76,NO INFO,,NO
LTCN3875,BUILDING,BUILDING,373423.58N,0365647.69E,1889.32,14.76,NO INFO,,NO
LTCN3876,BUILDING,BUILDING,373423.77N,0365647.81E,1889.91,14.76,NO INFO,,NO
LTCN3877,BUILDING,BUILDING,373423.50N,0365649.40E,1884.82,14.76,NO INFO,,NO
LTCN3878,BUILDING,BUILDING,373424.50N,0365651.74E,1909.21,34.45,NO INFO,,NO
LTCN3879,BUILDING,BUILDING,373424.52N,0365651.37E,1898.34,24.61,NO INFO,,NO
LTCN3880,BUILDING,BUILDING,373424.96N,0365651.51E,1910.43,34.45,NO INFO,,NO
LTCN3881,BUILDING,BUILDING,373424.69N,0365652.62E,1900.87,24.61,NO INFO,,NO
LTCN3882,BUILDING,BUILDING,373424.98N,0365653.08E,1902.06,24.61,NO INFO,,NO
LTCN3883,BUILDING,BUILDING,373424.91N,0365653.51E,1902.26,24.61,NO INFO,,NO
LTCN3884,BUILDING,BUILDING,373424.89N,0365653.97E,1912.31,34.45,NO INFO,,NO
LTCN3885,BUILDING,BUILDING,373424.06N,0365653.55E,1907.16,34.45,NO INFO,,NO
LTCN3886,BUILDING,BUILDING,373424.13N,0365653.08E,1897.11,24.61,NO INFO,,NO
LTCN3887,BUILDING,BUILDING,373423.99N,0365652.71E,1895.92,24.61,NO INFO,,NO
LTCN3888,BUILDING,BUILDING,373423.51N,0365652.70E,1894.66,24.61,NO INFO,,NO
LTCN3889,BUILDING,BUILDING,373423.83N,0365654.07E,1885.80,14.76,NO INFO,,NO
LTCN3890,BUILDING,BUILDING,373424.60N,0365654.11E,1900.59,24.61,NO INFO,,NO
LTCN3891,BUILDING,BUILDING,373424.42N,0365654.73E,1899.91,24.61,NO INFO,,NO
LTCN3892,BUILDING,BUILDING,373424.65N,0365655.57E,1900.42,24.61,NO INFO,,NO
LTCN3893,BUILDING,BUILDING,373424.74N,0365656.24E,1910.18,34.45,NO INFO,,NO
LTCN3894,BUILDING,BUILDING,373424.75N,0365656.79E,1899.53,24.61,NO INFO,,NO
LTCN3895,BUILDING,BUILDING,373423.91N,0365656.63E,1894.12,24.61,NO INFO,,NO
LTCN3896,BUILDING,BUILDING,373423.83N,0365656.94E,1893.84,24.61,NO INFO,,NO
LTCN3897,BUILDING,BUILDING,373423.84N,0365655.71E,1895.76,24.61,NO INFO,,NO
LTCN3898,BUILDING,BUILDING,373423.91N,0365654.85E,1896.94,24.61,NO INFO,,NO
LTCN3899,BUILDING,BUILDING,373423.02N,0365655.58E,1891.18,24.61,NO INFO,,NO
LTCN3900,BUILDING,BUILDING,373422.48N,0365654.70E,1899.76,34.45,NO INFO,,NO
LTCN3901,BUILDING,BUILDING,373422.21N,0365654.71E,1887.32,24.61,NO INFO,,NO
LTCN3902,BUILDING,BUILDING,373422.32N,0365653.73E,1889.75,24.61,NO INFO,,NO
LTCN3903,BUILDING,BUILDING,373423.07N,0365653.85E,1884.82,14.76,NO INFO,,NO
LTCN3904,BUILDING,BUILDING,373423.11N,0365653.58E,1884.82,14.76,NO INFO,,NO
LTCN3905,BUILDING,BUILDING,373422.75N,0365653.42E,1883.26,14.76,NO INFO,,NO
LTCN3906,BUILDING,BUILDING,373422.96N,0365652.91E,1883.94,14.76,NO INFO,,NO
LTCN3907,BUILDING,BUILDING,373422.31N,0365652.29E,1888.88,24.61,NO INFO,,NO
LTCN3908,BUILDING,BUILDING,373422.42N,0365651.80E,1890.16,24.61,NO INFO,,NO
LTCN3909,BUILDING,BUILDING,373422.92N,0365651.45E,1893.91,24.61,NO INFO,,NO
LTCN3910,BUILDING,BUILDING,373423.15N,0365651.33E,1894.66,24.61,NO INFO,,NO
LTCN3911,BUILDING,BUILDING,373422.75N,0365651.68E,1892.58,24.61,NO INFO,,NO
LTCN3912,BUILDING,BUILDING,373421.65N,0365651.36E,1884.36,24.61,NO INFO,,NO
LTCN3913,BUILDING,BUILDING,373421.56N,0365652.24E,1883.26,24.61,NO INFO,,NO
LTCN3914,BUILDING,BUILDING,373421.62N,0365653.15E,1884.63,24.61,NO INFO,,NO
LTCN3915,BUILDING,BUILDING,373421.61N,0365652.86E,1884.50,24.61,NO INFO,,NO
LTCN3916,BUILDING,BUILDING,373421.26N,0365653.31E,1881.37,24.61,NO INFO,,NO
LTCN3917,BUILDING,BUILDING,373421.27N,0365653.57E,1881.66,24.61,NO INFO,,NO
LTCN3918,BUILDING,BUILDING,373422.13N,0365653.10E,1888.17,24.61,NO INFO,,NO
LTCN3919,BUILDING,BUILDING,373422.41N,0365656.54E,1894.66,34.45,NO INFO,,NO
LTCN3920,BUILDING,BUILDING,373423.10N,0365656.36E,1899.24,34.45,NO INFO,,NO
